muni_code;region;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_residuo;prop_esgot
3162252;3;S√£o Jo√£o Da Lagoa;31;MG;n„o metropolitana;cerrado;823,3;Cwa;4818;69,21;75,08
3162302;3;S√£o Jo√£o Da Mata;31;MG;n„o metropolitana;mata atlantica;1056,43;Cfb;2803;20,85;1,77
3162401;3;S√£o Jo√£o Da Ponte;31;MG;n„o metropolitana;caatinga;648,05;As;23840;22,75;2,68
3162450;3;S√£o Jo√£o Das Miss√µes;31;MG;n„o metropolitana;caatinga;667,83;As;12986;95,68;86,42
3162500;3;S√£o Jo√£o Del Rei;31;MG;n„o metropolitana;mata atlantica;1006,67;Cwb;93778;57,51;52,69
3162559;3;S√£o Jo√£o Do Manhua√ßu;31;MG;n„o metropolitana;mata atlantica;963,54;Cwb;11245;80,69;89,21
3162575;3;S√£o Jo√£o Do Manteninha;31;MG;n„o metropolitana;mata atlantica;383,07;Aw;5329;82,92;76,47
3162609;3;S√£o Jo√£o Do Oriente;31;MG;n„o metropolitana;mata atlantica;312,85;Aw;7049;33,45;2,8
3162658;3;S√£o Jo√£o Do Pacu√≠;31;MG;n„o metropolitana;cerrado;692,34;As;3884;54,93;19,1
3162708;3;S√£o Jo√£o Do Para√≠so;31;MG;n„o metropolitana;mata atlantica;885,22;Cwa;20502;65,07;64,81
3162807;3;S√£o Jo√£o Evangelista;31;MG;n„o metropolitana;mata atlantica;748,63;Cwa;14864;95,67;89,43
3162906;3;S√£o Jo√£o Nepomuceno;31;MG;n„o metropolitana;mata atlantica;500,75;Cwa;24970;86,44;70,28
3162922;3;S√£o Joaquim De Bicas;31;MG;metropolitana;mata atlantica;838,79;Cwa;34677;91,7;88,42
3162948;3;S√£o Jos√© Da Barra;31;MG;n„o metropolitana;cerrado;800,53;Cwa;7862;98,14;81,76
3162955;3;S√£o Jos√© Da Lapa;31;MG;metropolitana;cerrado;780,88;Cwa;27125;63,63;66,55
3163003;3;S√£o Jos√© Da Safira;31;MG;n„o metropolitana;mata atlantica;424,44;Aw;3769;77,4;52,56
3163102;3;S√£o Jos√© Da Varginha;31;MG;metropolitana;cerrado;783,89;Cwa;4392;80,52;71,69
3163201;3;S√£o Jos√© Do Alegre;31;MG;n„o metropolitana;mata atlantica;883,13;Cwb;4125;69,01;82,03
3163300;3;S√£o Jos√© Do Divino;31;MG;n„o metropolitana;mata atlantica;418,2;Aw;3437;75,33;74,41
3163409;3;S√£o Jos√© Do Goiabal;31;MG;n„o metropolitana;mata atlantica;349,16;Aw;5400;34,21;37,92
3163508;3;S√£o Jos√© Do Jacuri;31;MG;n„o metropolitana;mata atlantica;656,78;Cwa;6098;61,17;86,04
3163607;3;S√£o Jos√© Do Mantimento;31;MG;n„o metropolitana;mata atlantica;531,2;Cwa;2768;99,29;96,28
3163706;3;S√£o Louren√ßo;31;MG;n„o metropolitana;mata atlantica;945,81;Cwb;44432;67,01;49,61
3163805;3;S√£o Miguel Do Anta;31;MG;n„o metropolitana;mata atlantica;742,28;Cwa;6219;71,74;60,47
3163904;3;S√£o Pedro Da Uni√£o;31;MG;n„o metropolitana;mata atlantica;1074,28;Cwb;4869;83,01;82,62
3164001;3;S√£o Pedro Dos Ferros;31;MG;n„o metropolitana;mata atlantica;342,03;Aw;7122;45,49;47,12
3164100;3;S√£o Pedro Do Sua√ßu√≠;31;MG;n„o metropolitana;mata atlantica;591,37;Aw;5108;57,09;18,69
3164209;3;S√£o Rom√£o;31;MG;n„o metropolitana;cerrado;530,28;Aw;9783;70,7;64,3
3164308;3;S√£o Roque De Minas;31;MG;n„o metropolitana;cerrado;1048,04;Cwb;6893;93,33;60,37
3164407;3;S√£o Sebasti√£o Da Bela Vista;31;MG;n„o metropolitana;mata atlantica;901,9;Cwb;6390;58,8;49,04
3164431;3;S√£o Sebasti√£o Da Vargem Alegre;31;MG;n„o metropolitana;mata atlantica;814,37;Cwb;3113;75,81;64,6
3164472;3;S√£o Sebasti√£o Do Anta;31;MG;n„o metropolitana;mata atlantica;663,3;Cwa;6195;25,21;30,48
3164506;3;S√£o Sebasti√£o Do Maranh√£o;31;MG;n„o metropolitana;mata atlantica;618,99;Aw;9918;68;67,14
3164605;3;S√£o Sebasti√£o Do Oeste;31;MG;n„o metropolitana;cerrado;816,06;Cwa;8819;94,1;97,39
3164704;3;S√£o Sebasti√£o Do Para√≠so;31;MG;n„o metropolitana;mata atlantica;928,19;Cwb;70976;54,37;15,53
3164803;3;S√£o Sebasti√£o Do Rio Preto;31;MG;n„o metropolitana;mata atlantica;637,43;Cwa;1231;64,08;77,28
3164902;3;S√£o Sebasti√£o Do Rio Verde;31;MG;n„o metropolitana;mata atlantica;934,11;Cwb;2299;83,17;71,78
3165008;3;S√£o Tiago;31;MG;n„o metropolitana;mata atlantica;1007,32;Cwb;11741;81,68;78,45
3165107;3;S√£o Tom√°s De Aquino;31;MG;n„o metropolitana;mata atlantica;920;Cwb;6745;73,62;79,62
3165206;3;S√£o Thom√© Das Letras;31;MG;n„o metropolitana;mata atlantica;1027,06;Cwb;6782;89,24;86,99
3165305;3;S√£o Vicente De Minas;31;MG;n„o metropolitana;mata atlantica;993,19;Cwb;6669;96,38;69,3
3165404;3;Sapuca√≠-Mirim;31;MG;n„o metropolitana;mata atlantica;1390,98;Cwb;6288;35,68;27,7
3165503;3;Sardo√°;31;MG;n„o metropolitana;mata atlantica;783,36;Cwa;4774;98,42;85,61
3165537;3;Sarzedo;31;MG;metropolitana;mata atlantica;954,49;Cwb;36581;21,14;18,2
3165552;3;Setubinha;31;MG;n„o metropolitana;mata atlantica;921,55;Cwb;9797;48,81;45,16
3165560;3;Sem-Peixe;31;MG;n„o metropolitana;mata atlantica;492,3;Aw;2382;86,56;63,69
3165578;3;Senador Amaral;31;MG;n„o metropolitana;mata atlantica;1468,55;Cwb;6208;79,24;69,89
3165602;3;Senador Cortes;31;MG;n„o metropolitana;mata atlantica;643,06;Cwa;2237;78,36;51,58
3165701;3;Senador Firmino;31;MG;n„o metropolitana;mata atlantica;740,04;Cwa;7716;73,93;37,05
3165800;3;Senador Jos√© Bento;31;MG;n„o metropolitana;mata atlantica;965,91;Cfb;2071;41,13;49,09
3165909;3;Senador Modestino Gon√ßalves;31;MG;n„o metropolitana;cerrado;845,87;Cwa;3926;60,23;65,91
3166006;3;Senhora De Oliveira;31;MG;n„o metropolitana;mata atlantica;795,7;Cwb;5295;38,24;41,72
3166105;3;Senhora Do Porto;31;MG;n„o metropolitana;mata atlantica;767,96;Cwa;3032;54,15;55,32
3166204;3;Senhora Dos Rem√©dios;31;MG;n„o metropolitana;mata atlantica;898,48;Cwb;9925;54,66;46,58
3166303;3;Sericita;31;MG;n„o metropolitana;mata atlantica;985,5;Cwb;7345;83,33;80,39
3166402;3;Seritinga;31;MG;n„o metropolitana;mata atlantica;1092,42;Cwb;1812;34,52;41,06
3166501;3;Serra Azul De Minas;31;MG;n„o metropolitana;mata atlantica;873,45;Cwa;3906;81,31;53,29
3166600;3;Serra Da Saudade;31;MG;n„o metropolitana;cerrado;736,68;Cwa;836;78,05;20,48
3166709;3;Serra Dos Aimor√©s;31;MG;n„o metropolitana;mata atlantica;203,21;Aw;6847;76,6;70,29
3166808;3;Serra Do Salitre;31;MG;n„o metropolitana;cerrado;964,23;Cwb;13152;88,78;94,3
3166907;3;Serrania;31;MG;n„o metropolitana;mata atlantica;884,69;Cwb;7518;41,68;0,39
3166956;3;Serran√≥polis De Minas;31;MG;n„o metropolitana;caatinga;811,92;As;4398;79,84;68,82
3167004;3;Serranos;31;MG;n„o metropolitana;mata atlantica;1067,65;Cwb;1952;52,95;39,73
3167103;3;Serro;31;MG;n„o metropolitana;mata atlantica;977,57;Cwb;21813;97,42;93,85
3167202;3;Sete Lagoas;31;MG;metropolitana;cerrado;794,94;Cwa;233398;66,58;67,53
3167301;3;Silveir√¢nia;31;MG;n„o metropolitana;mata atlantica;670,55;Cwa;2322;63,95;89,76
3167400;3;Silvian√≥polis;31;MG;n„o metropolitana;mata atlantica;885,53;Cwb;6061;89,4;80,4
3167509;3;Sim√£o Pereira;31;MG;n„o metropolitana;mata atlantica;488,55;Cwa;2913;48,73;38,93
3167608;3;Simon√©sia;31;MG;n„o metropolitana;mata atlantica;854,21;Cwb;19807;68,54;58,26
3167707;3;Sobr√°lia;31;MG;n„o metropolitana;mata atlantica;299,8;Aw;4893;86,38;61,55
3167806;3;Soledade De Minas;31;MG;n„o metropolitana;mata atlantica;963,41;Cwb;5602;78,52;77,34
3167905;3;Tabuleiro;31;MG;n„o metropolitana;mata atlantica;558,34;Cwa;3926;86,26;16,1
3168002;3;Taiobeiras;31;MG;n„o metropolitana;cerrado;814,26;Cwa;33071;67,06;59,93
3168051;3;Taparuba;31;MG;n„o metropolitana;mata atlantica;361,28;Aw;3390;62,89;65,14
3168101;3;Tapira;31;MG;n„o metropolitana;cerrado;1150,67;Cwb;3975;64,15;64
3168200;3;Tapira√≠;31;MG;n„o metropolitana;cerrado;949,99;Cwb;1689;56,54;42,77
3168309;3;Taquara√ßu De Minas;31;MG;metropolitana;cerrado;864,32;Cwb;4135;61,03;52
3168408;3;Tarumirim;31;MG;n„o metropolitana;mata atlantica;410,51;Aw;11900;75,51;70,03
3168507;3;Teixeiras;31;MG;n„o metropolitana;mata atlantica;709,99;Cwa;12105;84,03;77,58
3168606;3;Te√≥filo Otoni;31;MG;n„o metropolitana;mata atlantica;447,81;Aw;142030;99,06;93,56
3168705;3;Tim√≥teo;31;MG;n„o metropolitana;mata atlantica;359,49;Aw;77856;92,75;81,63
3168804;3;Tiradentes;31;MG;n„o metropolitana;mata atlantica;950,88;Cwb;7508;69,5;74,48
3168903;3;Tiros;31;MG;n„o metropolitana;cerrado;869,05;Cwa;8152;83,7;81,04
3169000;3;Tocantins;31;MG;n„o metropolitana;mata atlantica;408,98;Cwa;14912;91,29;34,44
3169059;3;Tocos Do Moji;31;MG;n„o metropolitana;mata atlantica;1181,8;Cwb;4086;93,7;45,95
3169109;3;Toledo;31;MG;n„o metropolitana;mata atlantica;1194,95;Cfb;7190;87,77;71,14
3169208;3;Tombos;31;MG;n„o metropolitana;mata atlantica;479,65;Cwa;8621;92,9;92,01
3169307;3;Tr√™s Cora√ß√µes;31;MG;n„o metropolitana;mata atlantica;912,13;Cwb;75313;92,59;84,13
3169356;3;Tr√™s Marias;31;MG;n„o metropolitana;cerrado;735,34;Cwa;28320;88,1;87,77
3169406;3;Tr√™s Pontas;31;MG;n„o metropolitana;mata atlantica;894,7;Cwb;53511;69,6;34,88
3169505;3;Tumiritinga;31;MG;n„o metropolitana;mata atlantica;236,62;Aw;5611;92,44;91,27
3169604;3;Tupaciguara;31;MG;n„o metropolitana;cerrado;719,46;Aw;25500;72,98;60,47
3169703;3;Turmalina;31;MG;n„o metropolitana;cerrado;748,45;Cwa;19933;76,96;61,76
3169802;3;Turvol√¢ndia;31;MG;n„o metropolitana;mata atlantica;893,33;Cwb;4859;95,8;88,01
3169901;3;Ub√°;31;MG;n„o metropolitana;mata atlantica;484,12;Cwa;98705;41,58;0,97
3170008;3;Uba√≠;31;MG;n„o metropolitana;cerrado;595;As;11606;58,81;52,38
3170057;3;Ubaporanga;31;MG;n„o metropolitana;mata atlantica;718,45;Cwa;12805;98,1;97,04
3170107;3;Uberaba;31;MG;n„o metropolitana;cerrado;811,23;Cwa;359090;98,62;98,18
3170206;3;Uberl√¢ndia;31;MG;metropolitana;cerrado;810,38;Cwa;725536;78,04;68,5
3170305;3;Umburatiba;31;MG;n„o metropolitana;mata atlantica;308,06;Aw;2686;81,34;78,67
3170404;3;Una√≠;31;MG;metropolitana;cerrado;760,89;Aw;86867;61,88;72,38
3170438;3;Uni√£o De Minas;31;MG;n„o metropolitana;cerrado;453,87;Aw;3671;68,41;9,98
3170479;3;Uruana De Minas;31;MG;n„o metropolitana;cerrado;750,26;Aw;3268;76,03;85,44
3170503;3;Uruc√¢nia;31;MG;n„o metropolitana;mata atlantica;471,19;Cwa;10480;49,51;11,33
3170529;3;Urucuia;31;MG;n„o metropolitana;cerrado;578,44;Aw;17433;79,89;73,16
3170578;3;Vargem Alegre;31;MG;n„o metropolitana;mata atlantica;451,87;Aw;6195;75,31;81,46
3170602;3;Vargem Bonita;31;MG;n„o metropolitana;cerrado;953,75;Cwb;1984;50,84;1,34
3170651;3;Vargem Grande Do Rio Pardo;31;MG;n„o metropolitana;cerrado;954,42;Cwb;4631;97,63;97,76
3170701;3;Varginha;31;MG;n„o metropolitana;mata atlantica;925,68;Cwb;137078;87,87;75,78
3170750;3;Varj√£o De Minas;31;MG;n„o metropolitana;cerrado;843,05;Cwa;7023;86,79;11,8
3170800;3;V√°rzea Da Palma;31;MG;n„o metropolitana;cerrado;600,63;Aw;32885;38,68;13,69
3170909;3;Varzel√¢ndia;31;MG;n„o metropolitana;caatinga;652,86;As;18842;87,4;83,42
3171006;3;Vazante;31;MG;n„o metropolitana;cerrado;679,53;Aw;20771;55,48;20,25
3171030;3;Verdel√¢ndia;31;MG;n„o metropolitana;caatinga;520,06;As;7348;66,93;58,13
3171071;3;Veredinha;31;MG;n„o metropolitana;cerrado;778,68;Cwa;5148;67,75;63,49
3171105;3;Ver√≠ssimo;31;MG;n„o metropolitana;cerrado;733,69;Cwa;3289;45,08;35,74
3171154;3;Vermelho Novo;31;MG;n„o metropolitana;mata atlantica;686,17;Cwa;4916;95,82;91,1
3171204;3;Vespasiano;31;MG;metropolitana;cerrado;798,2;Cwa;137821;95,05;88,98
3171303;3;Vi√ßosa;31;MG;n„o metropolitana;mata atlantica;720,75;Cwa;85119;69,24;52,49
3171402;3;Vieiras;31;MG;n„o metropolitana;mata atlantica;635,33;Cwa;3701;62,72;81,51
3171501;3;Mathias Lobato;31;MG;n„o metropolitana;mata atlantica;264,82;Aw;2912;51,05;42,3
3171600;3;Virgem Da Lapa;31;MG;n„o metropolitana;cerrado;530,08;As;11513;50,55;54,04
3171709;3;Virg√≠nia;31;MG;n„o metropolitana;mata atlantica;1245,93;Cwb;8933;65,86;54,02
3171808;3;Virgin√≥polis;31;MG;n„o metropolitana;mata atlantica;807,39;Cwa;10336;50,34;69,5
3171907;3;Virgol√¢ndia;31;MG;n„o metropolitana;mata atlantica;527,16;Aw;4848;90,66;85,5
3172004;3;Visconde Do Rio Branco;31;MG;n„o metropolitana;mata atlantica;403,57;Cwa;38493;86;71,53
3172103;3;Volta Grande;31;MG;n„o metropolitana;mata atlantica;270,48;Cwa;4367;97,45;18,14
3172202;3;Wenceslau Braz;31;MG;n„o metropolitana;mata atlantica;1234,78;Cwb;2279;59,39;53,92
3200102;3;Afonso Cl√°udio;32;ES;n„o metropolitana;mata atlantica;681,82;Cfa;30603;39,31;32,92
3200136;3;√Åguia Branca;32;ES;n„o metropolitana;mata atlantica;290,2;Aw;9714;59,68;41,83
3200169;3;√Ågua Doce Do Norte;32;ES;n„o metropolitana;mata atlantica;438,55;Aw;12038;78,33;61,13
3200201;3;Alegre;32;ES;n„o metropolitana;mata atlantica;502,75;Cfa;26397;84,37;72,73
3200300;3;Alfredo Chaves;32;ES;n„o metropolitana;mata atlantica;657,45;Cfa;13303;60,67;58,11
3200359;3;Alto Rio Novo;32;ES;n„o metropolitana;mata atlantica;589,2;Cfa;7438;94,06;54,51
3200409;3;Anchieta;32;ES;n„o metropolitana;mata atlantica;70,04;Aw;29613;74,24;69,76
3200508;3;Apiac√°;32;ES;n„o metropolitana;mata atlantica;359,56;Cfa;7178;93,74;82,58
3200607;3;Aracruz;32;ES;n„o metropolitana;mata atlantica;40,56;Aw;99336;85,69;73,6
3200706;3;At√≠lio Vivacqua;32;ES;n„o metropolitana;mata atlantica;190,38;Aw;11218;80,54;77,8
3200805;3;Baixo Guandu;32;ES;n„o metropolitana;mata atlantica;340,86;Aw;30676;70,01;57,75
3200904;3;Barra De S√£o Francisco;32;ES;n„o metropolitana;mata atlantica;290,51;Aw;40753;72,47;50,03
3201001;3;Boa Esperan√ßa;32;ES;n„o metropolitana;mata atlantica;132,53;Aw;13134;93,1;80,15
3201100;3;Bom Jesus Do Norte;32;ES;n„o metropolitana;mata atlantica;248,17;Aw;9832;57,27;46,96
3201159;3;Brejetuba;32;ES;n„o metropolitana;mata atlantica;918,44;Cfb;12933;96,81;89,6
3201209;3;Cachoeiro De Itapemirim;32;ES;n„o metropolitana;mata atlantica;191,94;Aw;196133;94,06;80,36
3201308;3;Cariacica;32;ES;metropolitana;mata atlantica;194,28;Am;375500;78,99;67,56
3201407;3;Castelo;32;ES;n„o metropolitana;mata atlantica;575,03;Cfb;39372;91,65;85,9
3201506;3;Colatina;32;ES;n„o metropolitana;mata atlantica;190,25;Aw;124575;83,86;31,54
3201605;3;Concei√ß√£o Da Barra;32;ES;n„o metropolitana;mata atlantica;39,07;Af;27947;71,68;49,8
3201704;3;Concei√ß√£o Do Castelo;32;ES;n„o metropolitana;mata atlantica;801,62;Cfb;12219;53,98;34,5
3201803;3;Divino De S√£o Louren√ßo;32;ES;n„o metropolitana;mata atlantica;942,09;Cwb;5089;71,6;48,86
3201902;3;Domingos Martins;32;ES;n„o metropolitana;mata atlantica;872,84;Cfb;35937;85,43;55,51
3202009;3;Dores Do Rio Preto;32;ES;n„o metropolitana;mata atlantica;994,93;Cwb;6669;60,65;44,92
3202108;3;Ecoporanga;32;ES;n„o metropolitana;mata atlantica;291,75;Aw;21995;86,14;39,45
3202207;3;Fund√£o;32;ES;metropolitana;mata atlantica;123,94;Am;17884;52,48;41,81
3202256;3;Governador Lindenberg;32;ES;n„o metropolitana;mata atlantica;232,98;Aw;11073;83,67;73,29
3202306;3;Gua√ßu√≠;32;ES;n„o metropolitana;mata atlantica;726,86;Cfa;28727;95,12;66,09
3202405;3;Guarapari;32;ES;metropolitana;mata atlantica;188,47;Am;132915;68,28;55,71
3202454;3;Ibatiba;32;ES;n„o metropolitana;mata atlantica;876,94;Cwb;25296;90,91;77,39
3202504;3;Ibira√ßu;32;ES;n„o metropolitana;mata atlantica;272,42;Aw;12561;58,63;39,4
3202553;3;Ibitirama;32;ES;n„o metropolitana;mata atlantica;1144,55;Cwb;9550;82,72;58,63
3202603;3;Iconha;32;ES;n„o metropolitana;mata atlantica;373,5;Cfa;12055;51,45;34,05
3202652;3;Irupi;32;ES;n„o metropolitana;mata atlantica;863,89;Cwb;13328;73,91;49,89
3202702;3;Itagua√ßu;32;ES;n„o metropolitana;mata atlantica;331,17;Aw;14368;90,15;22,28
3202801;3;Itapemirim;32;ES;n„o metropolitana;mata atlantica;31,44;Aw;45801;74,35;61,48
3202900;3;Itarana;32;ES;n„o metropolitana;mata atlantica;616,67;Cfb;12452;67,13;64,62
3203007;3;I√∫na;32;ES;n„o metropolitana;mata atlantica;967,83;Cwb;27846;76,51;61,55
3203056;3;Jaguar√©;32;ES;n„o metropolitana;mata atlantica;49,88;Aw;28911;79,27;76,77
3203106;3;Jer√¥nimo Monteiro;32;ES;n„o metropolitana;mata atlantica;292,7;Aw;11627;91,49;81,25
3203130;3;Jo√£o Neiva;32;ES;n„o metropolitana;mata atlantica;242,11;Aw;15431;45,72;52,22
3203163;3;Laranja Da Terra;32;ES;n„o metropolitana;mata atlantica;372,77;Aw;11068;88,76;68,29
3203205;3;Linhares;32;ES;n„o metropolitana;mata atlantica;45,29;Aw;171265;64,7;61,59
3203304;3;Manten√≥polis;32;ES;n„o metropolitana;mata atlantica;619,49;Cfa;12259;84,78;53,47
3203320;3;Marata√≠zes;32;ES;n„o metropolitana;mata atlantica;22,34;Aw;46198;90,43;30,93
3203346;3;Marechal Floriano;32;ES;n„o metropolitana;mata atlantica;785,55;Cfb;19594;70,74;58,92
3203353;3;Maril√¢ndia;32;ES;n„o metropolitana;mata atlantica;165,15;Aw;12975;67,14;50,9
3203403;3;Mimoso Do Sul;32;ES;n„o metropolitana;mata atlantica;267,95;Aw;24769;79,93;75,18
3203502;3;Montanha;32;ES;n„o metropolitana;mata atlantica;149,47;Am;18851;66,1;62,76
3203601;3;Mucurici;32;ES;n„o metropolitana;mata atlantica;236,98;Aw;5467;62,33;44,28
3203700;3;Muniz Freire;32;ES;n„o metropolitana;mata atlantica;758,62;Cfa;18169;71,97;59,81
3203809;3;Muqui;32;ES;n„o metropolitana;mata atlantica;455,02;Cfa;15736;70,21;65,48
3203908;3;Nova Ven√©cia;32;ES;n„o metropolitana;mata atlantica;180,56;Aw;48220;49,82;47,89
3204005;3;Pancas;32;ES;n„o metropolitana;mata atlantica;338,84;Aw;18923;90,24;52,45
3204054;3;Pedro Can√°rio;32;ES;n„o metropolitana;mata atlantica;80,75;Af;21343;79,66;74,98
3204104;3;Pinheiros;32;ES;n„o metropolitana;mata atlantica;117,05;Am;23674;96,82;67,38
3204203;3;Pi√∫ma;32;ES;n„o metropolitana;mata atlantica;19,65;Aw;21124;80,2;71,27
3204252;3;Ponto Belo;32;ES;n„o metropolitana;mata atlantica;209,67;Aw;6486;71,8;38,02
3204302;3;Presidente Kennedy;32;ES;n„o metropolitana;mata atlantica;39,38;Aw;14718;56,74;34,28
3204351;3;Rio Bananal;32;ES;n„o metropolitana;mata atlantica;146,89;Aw;19035;89,78;47,12
3204401;3;Rio Novo Do Sul;32;ES;n„o metropolitana;mata atlantica;253,04;Aw;11017;53,35;24,94
3204500;3;Santa Leopoldina;32;ES;n„o metropolitana;mata atlantica;452,11;Cfa;15830;60,23;45,92
3204559;3;Santa Maria De Jetib√°;32;ES;n„o metropolitana;mata atlantica;901,36;Cfb;46523;84,51;64,42
3204609;3;Santa Teresa;32;ES;n„o metropolitana;mata atlantica;605,87;Cfb;25755;51,67;46,94
3204658;3;S√£o Domingos Do Norte;32;ES;n„o metropolitana;mata atlantica;193,69;Aw;8588;78,09;70,22
3204708;3;S√£o Gabriel Da Palha;32;ES;n„o metropolitana;mata atlantica;176,73;Aw;34198;83,73;67,64
3204807;3;S√£o Jos√© Do Cal√ßado;32;ES;n„o metropolitana;mata atlantica;500,39;Cfa;10875;83,25;62,15
3204906;3;S√£o Mateus;32;ES;n„o metropolitana;mata atlantica;64,56;Aw;122386;70,28;41,8
3204955;3;S√£o Roque Do Cana√£;32;ES;n„o metropolitana;mata atlantica;299,01;Aw;10594;98,15;85,66
3205002;3;Serra;32;ES;metropolitana;mata atlantica;44,52;Am;546405;69,45;46,53
3205010;3;Sooretama;32;ES;n„o metropolitana;mata atlantica;78,52;Aw;27255;79,9;27,61
3205036;3;Vargem Alta;32;ES;n„o metropolitana;mata atlantica;721,28;Cfb;22285;93,03;88,16
3205069;3;Venda Nova Do Imigrante;32;ES;n„o metropolitana;mata atlantica;947,28;Cfb;23964;90,45;70,45
3205101;3;Viana;32;ES;metropolitana;mata atlantica;160,97;Am;71443;45,5;30,14
3205150;3;Vila Pav√£o;32;ES;n„o metropolitana;mata atlantica;193,97;Aw;8890;40,35;35,16
3205176;3;Vila Val√©rio;32;ES;n„o metropolitana;mata atlantica;142,74;Aw;14764;99,1;86,46
3205200;3;Vila Velha;32;ES;metropolitana;mata atlantica;15,85;Am;493242;99,78;98,26
3205309;3;Vit√≥ria;32;ES;metropolitana;mata atlantica;22,09;Am;331785;98,91;85,44
3300100;3;Angra Dos Reis;33;RJ;n„o metropolitana;mata atlantica;243,68;Cfa;181228;87,75;78,59
3300159;3;Aperib√©;33;RJ;n„o metropolitana;mata atlantica;113,08;Aw;10893;93,62;64,85
3300209;3;Araruama;33;RJ;n„o metropolitana;mata atlantica;28,17;Aw;126726;96,03;45,8
3300225;3;Areal;33;RJ;n„o metropolitana;mata atlantica;610,22;Cfa;11765;98,46;90,06
3300233;3;Arma√ß√£o Dos B√∫zios;33;RJ;n„o metropolitana;mata atlantica;19,42;Aw;39033;99,45;91,56
3300258;3;Arraial Do Cabo;33;RJ;n„o metropolitana;mata atlantica;3,8;Aw;31030;97,45;78,12
3300308;3;Barra Do Pira√≠;33;RJ;n„o metropolitana;mata atlantica;506,73;Cwa;91025;98,86;82,21
3300407;3;Barra Mansa;33;RJ;n„o metropolitana;mata atlantica;507,96;Cwa;166654;88,73;82,04
3300456;3;Belford Roxo;33;RJ;metropolitana;mata atlantica;24,49;Am;446731;93,24;54,31
3300506;3;Bom Jardim;33;RJ;n„o metropolitana;mata atlantica;814,51;Cwb;28166;90,62;81,41
3300605;3;Bom Jesus Do Itabapoana;33;RJ;n„o metropolitana;mata atlantica;347,16;Aw;35797;97,41;82,97
3300704;3;Cabo Frio;33;RJ;n„o metropolitana;mata atlantica;11,45;Aw;214057;89,53;66,28
3300803;3;Cachoeiras De Macacu;33;RJ;metropolitana;mata atlantica;272,92;Aw;53887;76,37;59,53
3300902;3;Cambuci;33;RJ;n„o metropolitana;mata atlantica;255,36;Aw;14245;87,18;78,08
3300936;3;Carapebus;33;RJ;n„o metropolitana;mata atlantica;25,48;Aw;13360;95,9;80,09
3300951;3;Comendador Levy Gasparian;33;RJ;n„o metropolitana;mata atlantica;464,18;Cwa;8769;95,75;58,17
3301009;3;Campos Dos Goytacazes;33;RJ;n„o metropolitana;mata atlantica;74,69;Aw;474667;87,78;72,48
3301108;3;Cantagalo;33;RJ;n„o metropolitana;mata atlantica;392,26;Cwa;19443;77,81;60,31
3301157;3;Cardoso Moreira;33;RJ;n„o metropolitana;mata atlantica;92,36;Aw;12686;94,62;72,01
3301207;3;Carmo;33;RJ;n„o metropolitana;mata atlantica;393,47;Cwa;17149;98,37;75,42
3301306;3;Casimiro De Abreu;33;RJ;n„o metropolitana;mata atlantica;142,5;Aw;45570;93,24;64,98
3301405;3;Concei√ß√£o De Macabu;33;RJ;n„o metropolitana;mata atlantica;158,6;Aw;20814;97,26;83,98
3301504;3;Cordeiro;33;RJ;n„o metropolitana;mata atlantica;559,62;Cwa;20843;92,26;48,83
3301603;3;Duas Barras;33;RJ;n„o metropolitana;mata atlantica;772,51;Cwb;11102;95,88;86,08
3301702;3;Duque De Caxias;33;RJ;metropolitana;mata atlantica;138,89;Af;782799;98,59;62,36
3301801;3;Engenheiro Paulo De Frontin;33;RJ;n„o metropolitana;mata atlantica;515,62;Cfa;11822;93,22;69,44
3301850;3;Guapimirim;33;RJ;metropolitana;mata atlantica;148,77;Am;50409;98,7;87,2
3301876;3;Iguaba Grande;33;RJ;n„o metropolitana;mata atlantica;21,37;Aw;27651;92,91;65,88
3301900;3;Itabora√≠;33;RJ;metropolitana;mata atlantica;49,01;Aw;231004;97,16;78,07
3302007;3;Itagua√≠;33;RJ;metropolitana;mata atlantica;1,67;Aw;132867;84,11;72,93
3302056;3;Italva;33;RJ;n„o metropolitana;mata atlantica;117,75;Aw;13729;81,2;72,2
3302106;3;Itaocara;33;RJ;n„o metropolitana;mata atlantica;144,59;Aw;22989;93,18;88,26
3302205;3;Itaperuna;33;RJ;n„o metropolitana;mata atlantica;192,76;Aw;99300;97,72;88,64
3302254;3;Itatiaia;33;RJ;n„o metropolitana;mata atlantica;985,57;Cwa;30766;85,32;68,99
3302270;3;Japeri;33;RJ;metropolitana;mata atlantica;43,83;Am;96595;79,29;69,35
3302304;3;Laje Do Muria√©;33;RJ;n„o metropolitana;mata atlantica;328,62;Aw;6767;97,99;82,8
3302403;3;Maca√©;33;RJ;n„o metropolitana;mata atlantica;236,87;Aw;262692;95,82;97,45
3302452;3;Macuco;33;RJ;n„o metropolitana;mata atlantica;416,63;Cfa;5446;95,85;63,96
3302502;3;Mag√©;33;RJ;metropolitana;mata atlantica;172,69;Am;248208;97,76;78,3
3302601;3;Mangaratiba;33;RJ;n„o metropolitana;mata atlantica;101,13;Cfa;38953;93,17;64,26
3302700;3;Maric√°;33;RJ;metropolitana;mata atlantica;63,08;Aw;223938;96,95;62,05
