muni_code;region;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_residuo;prop_esgot
2410108;2;Po√ßo Branco;24;RN;n„o metropolitana;caatinga;104,16;As;12389;53,34;1,12
2410207;2;Portalegre;24;RN;n„o metropolitana;caatinga;534,4;As;7601;77,66;0,28
2410256;2;Porto Do Mangue;24;RN;n„o metropolitana;caatinga;50,71;BSh;5253;64,08;27,51
2410306;2;Serra Caiada;24;RN;n„o metropolitana;caatinga;158,43;BSh;9964;40,4;1,44
2410405;2;Pureza;24;RN;n„o metropolitana;caatinga;97,06;As;9358;58,12;20,83
2410504;2;Rafael Fernandes;24;RN;n„o metropolitana;caatinga;236,55;As;5432;58,28;3,56
2410603;2;Rafael Godeiro;24;RN;n„o metropolitana;caatinga;204,8;As;2931;87,82;59,5
2410702;2;Riacho Da Cruz;24;RN;n„o metropolitana;caatinga;185,23;As;2693;45,64;15,27
2410801;2;Riacho De Santana;24;RN;n„o metropolitana;caatinga;354,32;As;4134;80,06;60,89
2410900;2;Riachuelo;24;RN;n„o metropolitana;caatinga;161,94;BSh;7389;87,95;21,69
2411007;2;Rodolfo Fernandes;24;RN;n„o metropolitana;caatinga;191,94;As;4234;82,39;31,65
2411056;2;Tibau;24;RN;n„o metropolitana;caatinga;30,26;As;5389;55,52;0,72
2411106;2;Ruy Barbosa;24;RN;n„o metropolitana;caatinga;240,16;BSh;3203;83,96;81,47
2411205;2;Santa Cruz;24;RN;n„o metropolitana;caatinga;263,9;BSh;37232;52,55;58,54
2411403;2;Santana Do Matos;24;RN;n„o metropolitana;caatinga;206,13;BSh;12460;75,66;65,56
2411429;2;Santana Do Serid√≥;24;RN;n„o metropolitana;caatinga;323,4;BSh;2696;72,47;21,08
2411502;2;Santo Ant√¥nio;24;RN;n„o metropolitana;caatinga;105,04;As;22150;35,52;66
2411601;2;S√£o Bento Do Norte;24;RN;n„o metropolitana;caatinga;31,73;BSh;3252;58,13;70,5
2411700;2;S√£o Bento Do Trair√≠;24;RN;n„o metropolitana;caatinga;307,03;BSh;3788;70,48;37,39
2411809;2;S√£o Fernando;24;RN;n„o metropolitana;caatinga;156,39;BSh;3480;83,36;0,51
2411908;2;S√£o Francisco Do Oeste;24;RN;n„o metropolitana;caatinga;204,57;As;4172;91,29;65,63
2412005;2;S√£o Gon√ßalo Do Amarante;24;RN;metropolitana;caatinga;44,63;As;115467;83,53;4,29
2412104;2;S√£o Jo√£o Do Sabugi;24;RN;n„o metropolitana;caatinga;215,31;BSh;5956;77,8;19,28
2412203;2;S√£o Jos√© De Mipibu;24;RN;metropolitana;caatinga;70,59;As;47279;83,15;43,7
2412302;2;S√£o Jos√© Do Campestre;24;RN;n„o metropolitana;caatinga;195,22;BSh;13691;84,33;66,64
2412401;2;S√£o Jos√© Do Serid√≥;24;RN;n„o metropolitana;caatinga;224,75;BSh;4548;67,95;3,82
2412500;2;S√£o Miguel;24;RN;n„o metropolitana;caatinga;588,28;As;23494;47,48;2,96
2412559;2;S√£o Miguel Do Gostoso;24;RN;n„o metropolitana;caatinga;50,16;As;10250;80,51;59,66
2412609;2;S√£o Paulo Do Potengi;24;RN;n„o metropolitana;caatinga;113,06;BSh;16586;70,17;2,85
2412708;2;S√£o Pedro;24;RN;n„o metropolitana;caatinga;92,62;As;5786;73,74;60,83
2412807;2;S√£o Rafael;24;RN;n„o metropolitana;caatinga;85,82;BSh;7707;58,08;27,34
2412906;2;S√£o Tom√©;24;RN;n„o metropolitana;caatinga;289,1;BSh;9720;67,37;61,02
2413003;2;S√£o Vicente;24;RN;n„o metropolitana;caatinga;401,13;BSh;6311;50,58;17,87
2413102;2;Senador El√≥i De Souza;24;RN;n„o metropolitana;caatinga;135,24;As;5964;90,12;1,83
2413201;2;Senador Georgino Avelino;24;RN;n„o metropolitana;mata atlantica;15,35;As;4064;62,12;11,42
2413300;2;Serra De S√£o Bento;24;RN;n„o metropolitana;caatinga;348,92;As;5706;29,3;1,43
2413359;2;Serra Do Mel;24;RN;n„o metropolitana;caatinga;177,11;BSh;13110;68,39;74,33
2413409;2;Serra Negra Do Norte;24;RN;n„o metropolitana;caatinga;206,7;BSh;7593;53,76;3,54
2413508;2;Serrinha;24;RN;n„o metropolitana;caatinga;116,61;As;6444;58,09;0,66
2413557;2;Serrinha Dos Pintos;24;RN;n„o metropolitana;caatinga;389,78;As;4659;58,55;9,97
2413607;2;Severiano Melo;24;RN;n„o metropolitana;caatinga;178,08;As;5497;60,34;13,24
2413706;2;S√≠tio Novo;24;RN;n„o metropolitana;caatinga;250,43;BSh;4662;81,59;1,16
2413805;2;Taboleiro Grande;24;RN;n„o metropolitana;caatinga;197,74;As;2333;50,78;5,81
2413904;2;Taipu;24;RN;n„o metropolitana;caatinga;75,16;As;11438;78,7;77,32
2414001;2;Tangar√°;24;RN;n„o metropolitana;caatinga;196,17;BSh;13266;71,27;28,76
2414100;2;Tenente Ananias;24;RN;n„o metropolitana;caatinga;357,55;As;10262;65,48;6,23
2414159;2;Tenente Laurentino Cruz;24;RN;n„o metropolitana;caatinga;588,28;BSh;5892;94,1;23,66
2414209;2;Tibau Do Sul;24;RN;n„o metropolitana;mata atlantica;35,71;As;17210;85,92;97,33
2414308;2;Timba√∫ba Dos Batistas;24;RN;n„o metropolitana;caatinga;186,94;BSh;2336;56,96;19,63
2414407;2;Touros;24;RN;n„o metropolitana;caatinga;83,09;As;33008;68,16;1,31
2414456;2;Triunfo Potiguar;24;RN;n„o metropolitana;caatinga;227,18;BSh;3358;79,09;5
2414506;2;Umarizal;24;RN;n„o metropolitana;caatinga;193,25;As;9972;55,24;1,45
2414605;2;Upanema;24;RN;n„o metropolitana;caatinga;93,18;BSh;13434;83,31;13,51
2414704;2;V√°rzea;24;RN;n„o metropolitana;caatinga;82,45;As;5232;31,36;3,76
2414753;2;Venha-Ver;24;RN;n„o metropolitana;caatinga;604,34;As;3013;88,82;3,54
2414803;2;Vera Cruz;24;RN;metropolitana;caatinga;102,44;As;10487;96,05;73,8
2414902;2;Vi√ßosa;24;RN;n„o metropolitana;caatinga;281,92;As;1822;93,74;1,74
2415008;2;Vila Flor;24;RN;n„o metropolitana;mata atlantica;37,19;As;3174;56,39;26,5
2500106;2;√Ågua Branca;25;PB;n„o metropolitana;caatinga;715,2;As;9308;50,15;20,19
2500205;2;Aguiar;25;PB;n„o metropolitana;caatinga;378,16;As;5011;74,66;51,69
2500304;2;Alagoa Grande;25;PB;n„o metropolitana;caatinga;189,45;As;26081;54,31;39,59
2500403;2;Alagoa Nova;25;PB;n„o metropolitana;caatinga;471,08;As;21009;65,58;8,6
2500502;2;Alagoinha;25;PB;n„o metropolitana;caatinga;157,53;As;13698;58,79;4,54
2500536;2;Alcantil;25;PB;n„o metropolitana;caatinga;440,04;BSh;5578;49,48;44,73
2500577;2;Algod√£o De Janda√≠ra;25;PB;n„o metropolitana;caatinga;493,01;BSh;2953;78,59;9,61
2500601;2;Alhandra;25;PB;metropolitana;mata atlantica;62,32;Am;21632;51,1;33,07
2500700;2;S√£o Jo√£o Do Rio Do Peixe;25;PB;n„o metropolitana;caatinga;281,41;As;17560;52,83;10,38
2500734;2;Amparo;25;PB;n„o metropolitana;caatinga;634,99;BSh;2166;51,93;4,9
2500775;2;Aparecida;25;PB;n„o metropolitana;caatinga;250,12;As;7962;49,76;12,69
2500809;2;Ara√ßagi;25;PB;n„o metropolitana;caatinga;90,58;As;16589;69,54;52,01
2500908;2;Arara;25;PB;n„o metropolitana;caatinga;466,9;As;11408;58,22;43,85
2501005;2;Araruna;25;PB;n„o metropolitana;caatinga;440,65;As;17203;63,45;43,1
2501104;2;Areia;25;PB;n„o metropolitana;caatinga;479,04;As;22634;50,82;43,44
2501153;2;Areia De Bara√∫nas;25;PB;n„o metropolitana;caatinga;536,1;BSh;2005;74,06;59,45
2501203;2;Areial;25;PB;n„o metropolitana;caatinga;693,91;As;7139;47,65;24,92
2501302;2;Aroeiras;25;PB;n„o metropolitana;caatinga;332,82;As;18702;81,76;48,75
2501351;2;Assun√ß√£o;25;PB;n„o metropolitana;caatinga;574,34;BSh;4152;43,9;12,26
2501401;2;Ba√≠a Da Trai√ß√£o;25;PB;n„o metropolitana;mata atlantica;43,69;Aw;9147;50,37;26,9
2501500;2;Bananeiras;25;PB;n„o metropolitana;caatinga;363,59;As;23107;76,93;41,07
2501534;2;Bara√∫na;25;PB;n„o metropolitana;caatinga;598,85;BSh;4754;13,22;5,17
2501575;2;Barra De Santana;25;PB;n„o metropolitana;caatinga;379,3;BSh;8062;62,92;54,71
2501609;2;Barra De Santa Rosa;25;PB;n„o metropolitana;caatinga;505,53;BSh;12894;60,44;12,19
2501708;2;Barra De S√£o Miguel;25;PB;n„o metropolitana;caatinga;486,11;BSh;5893;95,41;46,13
2501807;2;Bayeux;25;PB;metropolitana;mata atlantica;37,31;As;81932;84;82,71
2501906;2;Bel√©m;25;PB;n„o metropolitana;caatinga;216,79;As;16189;72,02;56,51
2502003;2;Bel√©m Do Brejo Do Cruz;25;PB;n„o metropolitana;caatinga;177,39;As;6268;34,17;1,01
2502052;2;Bernardino Batista;25;PB;n„o metropolitana;caatinga;532,87;As;3504;60,86;10,73
2502102;2;Boa Ventura;25;PB;n„o metropolitana;caatinga;338,22;As;5210;56,3;14,62
2502151;2;Boa Vista;25;PB;n„o metropolitana;caatinga;493,62;BSh;6356;67,52;0,86
2502201;2;Bom Jesus;25;PB;n„o metropolitana;caatinga;314,45;As;2286;45,87;20,75
2502300;2;Bom Sucesso;25;PB;n„o metropolitana;caatinga;319,37;As;4660;70,41;46,37
2502409;2;Bonito De Santa F√©;25;PB;n„o metropolitana;caatinga;634,17;As;9880;72,84;52,44
2502508;2;Boqueir√£o;25;PB;n„o metropolitana;caatinga;424,5;BSh;17599;68,55;33,24
2502607;2;Igaracy;25;PB;n„o metropolitana;caatinga;327,15;As;5650;67,67;63,95
2502706;2;Borborema;25;PB;n„o metropolitana;caatinga;386,04;As;4211;74,62;66,11
2502805;2;Brejo Do Cruz;25;PB;n„o metropolitana;caatinga;194,07;As;13613;74,59;9,2
2502904;2;Brejo Dos Santos;25;PB;n„o metropolitana;caatinga;341,54;As;5977;81,17;16,04
2503001;2;Caapor√£;25;PB;metropolitana;mata atlantica;42,67;Am;21290;45,23;28,25
2503100;2;Cabaceiras;25;PB;n„o metropolitana;caatinga;444,13;BSh;5325;96,79;52,1
2503209;2;Cabedelo;25;PB;metropolitana;mata atlantica;5,75;As;68744;42,05;25,49
2503308;2;Cachoeira Dos √çndios;25;PB;n„o metropolitana;caatinga;371,21;As;8944;48,11;41,9
2503407;2;Cacimba De Areia;25;PB;n„o metropolitana;caatinga;377,44;BSh;3292;66,04;13,43
2503506;2;Cacimba De Dentro;25;PB;n„o metropolitana;caatinga;467,32;As;15975;36,45;32,14
2503555;2;Cacimbas;25;PB;n„o metropolitana;caatinga;695,02;BSh;7225;73;52,9
2503605;2;Cai√ßara;25;PB;n„o metropolitana;caatinga;142,73;As;6615;79,07;56,44
2503704;2;Cajazeiras;25;PB;n„o metropolitana;caatinga;341,41;As;63118;33,98;30,58
2503753;2;Cajazeirinhas;25;PB;n„o metropolitana;caatinga;287,14;As;2740;79,45;5,82
2503803;2;Caldas Brand√£o;25;PB;n„o metropolitana;caatinga;90,86;As;5755;50,78;18,47
2503902;2;Camala√∫;25;PB;n„o metropolitana;caatinga;554,24;BSh;6031;94,84;84,82
2504009;2;Campina Grande;25;PB;n„o metropolitana;caatinga;477,74;As;418140;70,5;5,75
2504033;2;Capim;25;PB;n„o metropolitana;mata atlantica;80,03;As;6976;53,15;38,87
2504074;2;Cara√∫bas;25;PB;n„o metropolitana;caatinga;499,24;BSh;3948;77,8;17,12
2504108;2;Carrapateira;25;PB;n„o metropolitana;caatinga;462,62;As;2311;50,44;31,74
2504157;2;Casserengue;25;PB;n„o metropolitana;caatinga;451,74;As;6889;58,84;17,37
2504207;2;Catingueira;25;PB;n„o metropolitana;caatinga;364,51;As;4492;74,44;38,21
2504306;2;Catol√© Do Rocha;25;PB;n„o metropolitana;caatinga;280,17;As;30656;58,62;20,92
2504355;2;Caturit√©;25;PB;n„o metropolitana;caatinga;437,16;BSh;5253;60,46;23,9
2504405;2;Concei√ß√£o;25;PB;n„o metropolitana;caatinga;516,69;As;18239;67,84;37,81
2504504;2;Condado;25;PB;n„o metropolitana;caatinga;269,61;As;6449;61,27;17,21
2504603;2;Conde;25;PB;metropolitana;mata atlantica;48,8;Am;27344;63,67;46,68
2504702;2;Congo;25;PB;n„o metropolitana;caatinga;516,17;BSh;4936;74,25;53,64
2504801;2;Coremas;25;PB;n„o metropolitana;caatinga;265,64;As;14680;44,05;32,99
2504850;2;Coxixola;25;PB;n„o metropolitana;caatinga;501,18;BSh;1823;44,77;22,3
2504900;2;Cruz Do Esp√≠rito Santo;25;PB;metropolitana;mata atlantica;63,26;As;16828;67,2;22,05
2505006;2;Cubati;25;PB;n„o metropolitana;caatinga;595,09;BSh;7579;68,82;15,56
2505105;2;Cuit√©;25;PB;n„o metropolitana;caatinga;490,56;BSh;19718;78,87;4,74
2505204;2;Cuitegi;25;PB;n„o metropolitana;caatinga;150,59;As;6730;29,9;2,2
2505238;2;Cuit√© De Mamanguape;25;PB;n„o metropolitana;caatinga;82,57;As;6261;19,87;3,35
2505279;2;Curral De Cima;25;PB;n„o metropolitana;caatinga;107,62;As;5303;52,47;32,72
2505303;2;Curral Velho;25;PB;n„o metropolitana;caatinga;411,57;As;2198;49,13;1,53
2505352;2;Dami√£o;25;PB;n„o metropolitana;caatinga;485,02;BSh;4980;60,34;37,93
2505402;2;Desterro;25;PB;n„o metropolitana;caatinga;647,85;BSh;8067;49,78;37,01
2505501;2;Vista Serrana;25;PB;n„o metropolitana;caatinga;268,75;BSh;3644;54,36;24,38
2505600;2;Diamante;25;PB;n„o metropolitana;caatinga;421,42;As;6291;47,3;19,48
2505709;2;Dona In√™s;25;PB;n„o metropolitana;caatinga;319,08;As;10374;78,96;26,17
2505808;2;Duas Estradas;25;PB;n„o metropolitana;caatinga;122,38;As;3340;68,38;57,76
2505907;2;Emas;25;PB;n„o metropolitana;caatinga;293,92;As;3014;78,36;64,78
2506004;2;Esperan√ßa;25;PB;n„o metropolitana;caatinga;594,83;As;31241;49,1;11,24
2506103;2;Fagundes;25;PB;n„o metropolitana;caatinga;333,03;As;11051;60,94;63,23
2506202;2;Frei Martinho;25;PB;n„o metropolitana;caatinga;432,1;BSh;2846;11,26;1,84
2506251;2;Gado Bravo;25;PB;n„o metropolitana;caatinga;349,51;As;8179;93,25;69,61
2506301;2;Guarabira;25;PB;n„o metropolitana;caatinga;103,72;As;57661;66,13;7,33
2506400;2;Gurinh√©m;25;PB;n„o metropolitana;caatinga;130,16;As;13767;69,11;43,1
2506509;2;Gurj√£o;25;PB;n„o metropolitana;caatinga;500,11;BSh;3242;61,13;5,79
2506608;2;Ibiara;25;PB;n„o metropolitana;caatinga;419,89;As;5633;46,53;25,64
2506707;2;Imaculada;25;PB;n„o metropolitana;caatinga;730,81;As;9656;68,62;5,2
2506806;2;Ing√°;25;PB;n„o metropolitana;caatinga;228,18;As;17664;78,96;35,72
2506905;2;Itabaiana;25;PB;n„o metropolitana;caatinga;121,17;As;23187;75,56;67,86
2507002;2;Itaporanga;25;PB;n„o metropolitana;caatinga;369,62;As;23623;65,31;10,81
2507101;2;Itapororoca;25;PB;n„o metropolitana;caatinga;83,26;As;18461;55,84;19,43
2507200;2;Itatuba;25;PB;n„o metropolitana;caatinga;163,99;As;10385;58,5;8,68
2507309;2;Jacara√∫;25;PB;n„o metropolitana;caatinga;128,44;As;14719;61,46;42,24
2507408;2;Jeric√≥;25;PB;n„o metropolitana;caatinga;259,91;As;7396;99,2;71,76
2507507;2;Jo√£o Pessoa;25;PB;metropolitana;mata atlantica;31,38;As;889618;78,69;10,74
2507606;2;Juarez T√°vora;25;PB;n„o metropolitana;caatinga;176,3;As;7792;54,66;60,3
2507705;2;Juazeirinho;25;PB;n„o metropolitana;caatinga;574,51;BSh;17004;73,19;64,96
2507804;2;Junco Do Serid√≥;25;PB;n„o metropolitana;caatinga;675,25;BSh;6792;92,01;7,23
2507903;2;Juripiranga;25;PB;n„o metropolitana;mata atlantica;114,04;As;9741;53,19;24,79
2508000;2;Juru;25;PB;n„o metropolitana;caatinga;624,63;As;9237;48,13;17,94
2508109;2;Lagoa;25;PB;n„o metropolitana;caatinga;341,57;As;4417;58,78;20,74
2508208;2;Lagoa De Dentro;25;PB;n„o metropolitana;caatinga;124,05;As;7819;64,84;52,66
2508307;2;Lagoa Seca;25;PB;n„o metropolitana;caatinga;596,64;As;27739;42,62;12,41
2508406;2;Lastro;25;PB;n„o metropolitana;caatinga;332,29;As;3162;55,56;36,81
2508505;2;Livramento;25;PB;n„o metropolitana;caatinga;591,48;BSh;6881;74,46;36,78
2508554;2;Logradouro;25;PB;n„o metropolitana;caatinga;111,75;As;4807;84,4;29,08
2508604;2;Lucena;25;PB;metropolitana;mata atlantica;38,45;Aw;12910;59,55;42,31
2508703;2;M√£e D'√°gua;25;PB;n„o metropolitana;caatinga;588,61;As;3583;85,49;76,89
2508802;2;Malta;25;PB;n„o metropolitana;caatinga;281,7;BSh;6045;80,21;8,59
2508901;2;Mamanguape;25;PB;n„o metropolitana;mata atlantica;98,51;As;44599;52,33;14,31
2509008;2;Mana√≠ra;25;PB;n„o metropolitana;caatinga;722,4;As;10447;34,32;22,36
2509057;2;Marca√ß√£o;25;PB;n„o metropolitana;mata atlantica;65,54;Aw;9807;85,28;1,77
2509107;2;Mari;25;PB;n„o metropolitana;caatinga;120,43;As;21251;75,94;16,77
2509156;2;Mariz√≥polis;25;PB;n„o metropolitana;caatinga;253,28;As;6711;51,22;30,86
2509206;2;Massaranduba;25;PB;n„o metropolitana;caatinga;391,87;As;14145;86,25;3,99
2509305;2;Mataraca;25;PB;n„o metropolitana;mata atlantica;57,61;Aw;8324;16,38;12,41
2509339;2;Matinhas;25;PB;n„o metropolitana;caatinga;464,37;As;4567;45,07;55,49
2509370;2;Mato Grosso;25;PB;n„o metropolitana;caatinga;262,48;As;2538;67,68;21,69
2509396;2;Matur√©ia;25;PB;n„o metropolitana;caatinga;802,13;As;6431;61,99;6,22
2509404;2;Mogeiro;25;PB;n„o metropolitana;caatinga;154,86;As;14381;64,5;37,71
2509503;2;Montadas;25;PB;n„o metropolitana;caatinga;680,15;As;5818;59,53;53,26
2509602;2;Monte Horebe;25;PB;n„o metropolitana;caatinga;686,2;As;4338;66,78;57,71
2509701;2;Monteiro;25;PB;n„o metropolitana;caatinga;632,52;BSh;32266;57,43;6,45
2509800;2;Mulungu;25;PB;n„o metropolitana;caatinga;106,6;As;8812;33,1;16,92
2509909;2;Natuba;25;PB;n„o metropolitana;caatinga;394,85;As;8937;43,65;19,05
2510006;2;Nazarezinho;25;PB;n„o metropolitana;caatinga;327,95;As;7218;90,33;2,22
2510105;2;Nova Floresta;25;PB;n„o metropolitana;caatinga;620,7;As;9539;58,59;26,67
2510204;2;Nova Olinda;25;PB;n„o metropolitana;caatinga;366,39;As;5787;60,54;62,52
2510303;2;Nova Palmeira;25;PB;n„o metropolitana;caatinga;547,73;BSh;4267;52,42;43,22
2510402;2;Olho D'√°gua;25;PB;n„o metropolitana;caatinga;350,68;As;6061;52,97;43,06
2510501;2;Olivedos;25;PB;n„o metropolitana;caatinga;580,98;BSh;3579;67,91;2,44
2510600;2;Ouro Velho;25;PB;n„o metropolitana;caatinga;618,21;BSh;2910;54,48;55,97
2510659;2;Parari;25;PB;n„o metropolitana;caatinga;497,81;BSh;1720;68,01;57,3
2510709;2;Passagem;25;PB;n„o metropolitana;caatinga;417,32;BSh;2463;94,48;86,3
2510808;2;Patos;25;PB;n„o metropolitana;caatinga;268,07;BSh;103199;49,87;35,94
2510907;2;Paulista;25;PB;n„o metropolitana;caatinga;224,54;BSh;11829;65,62;68,55
2511004;2;Pedra Branca;25;PB;n„o metropolitana;caatinga;357,23;As;3739;42,74;41,18
2511103;2;Pedra Lavrada;25;PB;n„o metropolitana;caatinga;567,31;BSh;6859;68,38;27,02
2511202;2;Pedras De Fogo;25;PB;metropolitana;mata atlantica;111,37;As;29625;68,95;48,98
2511301;2;Pianc√≥;25;PB;n„o metropolitana;caatinga;293,15;As;16471;73,93;62,37
2511400;2;Picu√≠;25;PB;n„o metropolitana;caatinga;531,39;BSh;18361;70,12;16,31
2511509;2;Pilar;25;PB;n„o metropolitana;caatinga;77,83;As;12213;50,52;11,01
2511608;2;Pil√µes;25;PB;n„o metropolitana;caatinga;346,57;As;6818;58,53;40,14
2511707;2;Pil√µezinhos;25;PB;n„o metropolitana;caatinga;277,73;As;5320;77,07;49,8
2511806;2;Pirpirituba;25;PB;n„o metropolitana;caatinga;159,43;As;9229;57,68;16,87
2511905;2;Pitimbu;25;PB;metropolitana;mata atlantica;33,41;Am;17696;59,88;39,62
2512002;2;Pocinhos;25;PB;n„o metropolitana;caatinga;587,97;BSh;17428;51,16;13,82
2512036;2;Po√ßo Dantas;25;PB;n„o metropolitana;caatinga;580,65;As;3830;48,44;36,31
2512077;2;Po√ßo De Jos√© De Moura;25;PB;n„o metropolitana;caatinga;289,69;As;4006;78,54;62
2512101;2;Pombal;25;PB;n„o metropolitana;caatinga;243,88;As;32499;63,47;1,3
2512200;2;Prata;25;PB;n„o metropolitana;caatinga;610,87;BSh;3916;73,6;58,89
2512309;2;Princesa Isabel;25;PB;n„o metropolitana;caatinga;649,22;As;21148;66,56;76,05
2512408;2;Puxinan√£;25;PB;n„o metropolitana;caatinga;662,48;As;14279;69,17;47,74
2512507;2;Queimadas;25;PB;n„o metropolitana;caatinga;407,08;As;47665;41,63;37,67
2512606;2;Quixaba;25;PB;n„o metropolitana;caatinga;343,99;BSh;1745;77,42;54,97
2512705;2;Rem√≠gio;25;PB;n„o metropolitana;caatinga;542,1;As;17888;30,34;1,45
2512721;2;Pedro R√©gis;25;PB;n„o metropolitana;caatinga;119,81;As;5719;58,5;26,13
2512747;2;Riach√£o;25;PB;n„o metropolitana;caatinga;208,92;As;2927;65,52;19,54
2512754;2;Riach√£o Do Bacamarte;25;PB;n„o metropolitana;caatinga;225,7;As;4685;24,35;18,8
2512762;2;Riach√£o Do Po√ßo;25;PB;n„o metropolitana;caatinga;84,75;As;4706;69,13;38,05
2512788;2;Riacho De Santo Ant√¥nio;25;PB;n„o metropolitana;caatinga;475,44;BSh;1956;45,12;50,7
2512804;2;Riacho Dos Cavalos;25;PB;n„o metropolitana;caatinga;207,87;As;8498;58,25;27,46
2512903;2;Rio Tinto;25;PB;metropolitana;mata atlantica;62,4;As;27352;28;16,51
2513000;2;Salgadinho;25;PB;n„o metropolitana;caatinga;565,92;BSh;3358;48,02;3,23
2513109;2;Salgado De S√£o F√©lix;25;PB;n„o metropolitana;caatinga;214,47;As;12318;26,49;5,42
2513158;2;Santa Cec√≠lia;25;PB;n„o metropolitana;caatinga;449,16;As;7678;65,2;27,56
2513208;2;Santa Cruz;25;PB;n„o metropolitana;caatinga;363,51;As;5947;60,09;25
2513307;2;Santa Helena;25;PB;n„o metropolitana;caatinga;290,26;As;5869;39,15;4,88
2513356;2;Santa In√™s;25;PB;n„o metropolitana;caatinga;570,43;As;3230;90,05;86,13
2513406;2;Santa Luzia;25;PB;n„o metropolitana;caatinga;434,9;BSh;14954;45,46;5,32
2513505;2;Santana De Mangueira;25;PB;n„o metropolitana;caatinga;493,74;As;5010;38,94;13,63
2513604;2;Santana Dos Garrotes;25;PB;n„o metropolitana;caatinga;347,68;As;6577;71,86;0,67
2513653;2;Joca Claudino;25;PB;n„o metropolitana;caatinga;391,73;As;2543;90,51;21,72
2513703;2;Santa Rita;25;PB;metropolitana;mata atlantica;70,32;As;148479;51,19;91,61
2513802;2;Santa Teresinha;25;PB;n„o metropolitana;caatinga;336,38;As;4402;33,88;9,45
2513851;2;Santo Andr√©;25;PB;n„o metropolitana;caatinga;512,47;BSh;2622;84,64;58,62
2513901;2;S√£o Bento;25;PB;n„o metropolitana;caatinga;168,75;BSh;32252;67,06;38,28
2513927;2;S√£o Bentinho;25;PB;n„o metropolitana;caatinga;249,29;As;4330;50,48;34,73
2513943;2;S√£o Domingos Do Cariri;25;PB;n„o metropolitana;caatinga;447,45;BSh;2585;34,42;26,55
2513968;2;S√£o Domingos;25;PB;n„o metropolitana;caatinga;220,88;As;2595;53,49;13,55
2513984;2;S√£o Francisco;25;PB;n„o metropolitana;caatinga;327,12;As;3137;61,63;57,75
2514008;2;S√£o Jo√£o Do Cariri;25;PB;n„o metropolitana;caatinga;485,43;BSh;4221;44,22;27,68
2514107;2;S√£o Jo√£o Do Tigre;25;PB;n„o metropolitana;caatinga;718,88;As;4233;39,99;19,99
2514206;2;S√£o Jos√© Da Lagoa Tapada;25;PB;n„o metropolitana;caatinga;300,3;As;7119;46,99;0,69
2514305;2;S√£o Jos√© De Caiana;25;PB;n„o metropolitana;caatinga;581,67;As;5037;36,59;33,21
2514404;2;S√£o Jos√© De Espinharas;25;PB;n„o metropolitana;caatinga;242,03;BSh;4072;44,7;5,17
2514453;2;S√£o Jos√© Dos Ramos;25;PB;n„o metropolitana;caatinga;94,51;As;5880;57,66;50,49
2514503;2;S√£o Jos√© De Piranhas;25;PB;n„o metropolitana;caatinga;436,99;As;19116;16,67;0,91
2514552;2;S√£o Jos√© De Princesa;25;PB;n„o metropolitana;caatinga;763,57;As;3423;48,01;74,58
2514602;2;S√£o Jos√© Do Bonfim;25;PB;n„o metropolitana;caatinga;318,15;BSh;3242;57,11;13,51
2514651;2;S√£o Jos√© Do Brejo Do Cruz;25;PB;n„o metropolitana;caatinga;158,11;As;1699;69,32;83,33
2514701;2;S√£o Jos√© Do Sabugi;25;PB;n„o metropolitana;caatinga;417,41;BSh;4139;42,32;52,34
2514800;2;S√£o Jos√© Dos Cordeiros;25;PB;n„o metropolitana;caatinga;587,77;BSh;3411;77,66;74,38
2514909;2;S√£o Mamede;25;PB;n„o metropolitana;caatinga;315,65;BSh;7469;40,49;33,67
2515005;2;S√£o Miguel De Taipu;25;PB;n„o metropolitana;mata atlantica;62,84;As;7751;30,66;31,74
2515104;2;S√£o Sebasti√£o De Lagoa De Ro√ßa;25;PB;n„o metropolitana;caatinga;598,55;As;11046;66,48;33,72
2515203;2;S√£o Sebasti√£o Do Umbuzeiro;25;PB;n„o metropolitana;caatinga;657,09;BSh;3279;78,76;28,3
2515302;2;Sap√©;25;PB;n„o metropolitana;caatinga;93,05;As;51142;40,58;2,59
2515401;2;S√£o Vicente Do Serid√≥;25;PB;n„o metropolitana;caatinga;573,8;BSh;10298;69,03;24,65
2515500;2;Serra Branca;25;PB;n„o metropolitana;caatinga;540,1;BSh;13614;71,87;9,71
2515609;2;Serra Da Raiz;25;PB;n„o metropolitana;caatinga;216,03;As;3094;56,91;34,15
2515708;2;Serra Grande;25;PB;n„o metropolitana;caatinga;600,97;As;2942;58,27;31,47
2515807;2;Serra Redonda;25;PB;n„o metropolitana;caatinga;347,33;As;6829;54,52;27,81
2515906;2;Serraria;25;PB;n„o metropolitana;caatinga;417,74;As;4885;76,34;55,8
2515930;2;Sert√£ozinho;25;PB;n„o metropolitana;caatinga;128,75;As;5099;18,56;1,28
2515971;2;Sobrado;25;PB;n„o metropolitana;caatinga;76,44;As;8230;70,73;21,05
2516003;2;Sol√¢nea;25;PB;n„o metropolitana;caatinga;448,79;As;26777;73,62;56,82
2516102;2;Soledade;25;PB;n„o metropolitana;caatinga;541,05;BSh;13955;51,47;27,64
2516151;2;Soss√™go;25;PB;n„o metropolitana;caatinga;557,67;BSh;3337;82,65;67,35
