muni_code;dengue_pattern_10_19;dengue_pattern_20_22;Transition;temp_med;umid_med;precip_tot;thr_temp;thr_umid;thr_prec;thr_temp_umid;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_esgot;prop_abast;prop_residuo
3300506;Episódico/Epidêmico;Episódico;Melhorou;20,2;80,2;590,6;199;364;9;198;Bom Jardim;33;RJ;nao metropolitana;mata atlantica;814,51;Cwb;28166;54,31;84,01;93,24
3300605;Epidêmico;Episódico/Epidêmico;Melhorou;22,4;77,4;515,6;291,3;361,3;9,7;287;Bom Jesus Do Itabapoana;33;RJ;nao metropolitana;mata atlantica;347,16;Aw;35797;81,41;96,35;90,62
3300704;Epidêmico;Epidêmico;Se manteve;23;82,5;280,5;357,3;357,3;3,7;350,3;Cabo Frio;33;RJ;nao metropolitana;mata atlantica;11,45;Aw;214057;82,97;90,23;97,41
3300803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;19,9;81,9;774;186;365,3;15,3;185;Cachoeiras De Macacu;33;RJ;metropolitana;mata atlantica;272,92;Aw;53887;66,28;88,76;89,53
3300902;Episódico/Epidêmico;Episódico;Melhorou;23,1;75,1;386,1;313,7;359;5,7;307,3;Cambuci;33;RJ;nao metropolitana;mata atlantica;255,36;Aw;14245;59,53;89,49;76,37
3300936;Episódico/Epidêmico;Episódico;Melhorou;23,6;78,2;400,6;339,3;365;5;338,7;Carapebus;33;RJ;nao metropolitana;mata atlantica;25,48;Aw;13360;78,08;95,11;87,18
3300951;Episódico;Episódico;Se manteve;20,9;78;495,6;226,3;359,7;8;220,7;Comendador Levy Gasparian;33;RJ;nao metropolitana;mata atlantica;464,18;Cwa;8769;80,09;97,67;95,9
3301009;Epidêmico;Epidêmico;Se manteve;24,2;75,7;398,3;344,3;362,7;6,3;342,3;Campos Dos Goytacazes;33;RJ;nao metropolitana;mata atlantica;74,69;Aw;474667;58,17;97,69;95,75
3301108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21;80,5;551,1;230;365;6,7;229,7;Cantagalo;33;RJ;nao metropolitana;mata atlantica;392,26;Cwa;19443;72,48;94,49;87,78
3301157;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;24,2;74,6;389,1;343,7;359,3;6,3;338,7;Cardoso Moreira;33;RJ;nao metropolitana;mata atlantica;92,36;Aw;12686;60,31;91,41;77,81
3301207;Episódico/Epidêmico;Episódico;Melhorou;20,2;80,2;590,6;199;364;9;198;Carmo;33;RJ;nao metropolitana;mata atlantica;393,47;Cwa;17149;72,01;96,41;94,62
3301306;Episódico/Epidêmico;Epidêmico;Piorou;21,6;81;631;260,7;366;10;260,3;Casimiro De Abreu;33;RJ;nao metropolitana;mata atlantica;142,5;Aw;45570;75,42;98,14;98,37
3301405;Episódico/Epidêmico;Episódico;Melhorou;22,4;79,8;476,5;295,3;365,7;6,7;295;Conceição De Macabu;33;RJ;nao metropolitana;mata atlantica;158,6;Aw;20814;64,98;95,7;93,24
3301504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,2;80,2;590,6;199;364;9;198;Cordeiro;33;RJ;nao metropolitana;mata atlantica;559,62;Cwa;20843;83,98;96,6;97,26
3301603;Episódico;Episódico;Se manteve;19,8;79,9;592,3;188,3;364,3;11,3;187,3;Duas Barras;33;RJ;nao metropolitana;mata atlantica;772,51;Cwb;11102;48,83;81,1;92,26
3301702;Epidêmico;Epidêmico;Se manteve;23,2;78,6;457,9;317,7;361;5;313;Duque De Caxias;33;RJ;metropolitana;mata atlantica;138,89;Af;782799;86,08;94,78;95,88
3301801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,7;79,4;563,8;258;357;9;249;Engenheiro Paulo De Frontin;33;RJ;nao metropolitana;mata atlantica;515,62;Cfa;11822;62,36;88,92;98,59
3301850;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,2;80,4;620,4;275,7;363,7;8;273,3;Guapimirim;33;RJ;metropolitana;mata atlantica;148,77;Am;50409;69,44;89,71;93,22
3301876;Episódico/Epidêmico;Epidêmico;Piorou;23,1;81,8;389,5;341,3;366,3;3,3;341,3;Iguaba Grande;33;RJ;nao metropolitana;mata atlantica;21,37;Aw;27651;87,2;85,37;98,7
3301900;Epidêmico;Epidêmico;Se manteve;23,4;79,7;426;329,7;366;3;329,3;Itaboraí;33;RJ;metropolitana;mata atlantica;49,01;Aw;231004;65,88;89,43;92,91
3302007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,5;80,1;557,8;294,7;360,7;8;289;Itaguaí;33;RJ;metropolitana;mata atlantica;1,67;Aw;132867;78,07;95,55;97,16
3302056;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,6;75,1;415,5;329;357,7;7;322,7;Italva;33;RJ;nao metropolitana;mata atlantica;117,75;Aw;13729;72,93;95,26;84,11
3302106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,3;78,5;460,8;288;365;6,3;287,3;Itaocara;33;RJ;nao metropolitana;mata atlantica;144,59;Aw;22989;72,2;96,28;81,2
3302205;Epidêmico;Epidêmico;Se manteve;22,6;75,7;457,3;296,7;357,3;6,7;288,3;Itaperuna;33;RJ;nao metropolitana;mata atlantica;192,76;Aw;99300;88,26;96,62;93,18
3302254;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,2;79,9;628,4;201,3;359,7;7;196;Itatiaia;33;RJ;nao metropolitana;mata atlantica;985,57;Cwa;30766;88,64;93,42;97,72
3302270;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,2;79;535;271,7;357;8,7;262,7;Japeri;33;RJ;metropolitana;mata atlantica;43,83;Am;96595;68,99;95,7;85,32
3302304;Episódico;Episódico;Se manteve;22,6;75,5;466,7;292;358,3;6,7;284,7;Laje Do Muriaé;33;RJ;nao metropolitana;mata atlantica;328,62;Aw;6767;69,35;94,61;79,29
3302403;Epidêmico;Epidêmico;Se manteve;23;83;322,2;354,7;364,3;5;353;Macaé;33;RJ;nao metropolitana;mata atlantica;236,87;Aw;262692;82,8;94,18;97,99
3302452;Episódico/Epidêmico;Episódico;Melhorou;21;80,5;551,1;230;365;6,7;229,7;Macuco;33;RJ;nao metropolitana;mata atlantica;416,63;Cfa;5446;97,45;99,4;95,82
3302502;Epidêmico;Episódico/Epidêmico;Melhorou;23,4;79,7;426;329,7;366;3;329,3;Magé;33;RJ;metropolitana;mata atlantica;172,69;Am;248208;63,96;85,93;95,85
3302601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23;81,2;458,1;330;365,3;6,3;329,7;Mangaratiba;33;RJ;nao metropolitana;mata atlantica;101,13;Cfa;38953;78,3;63,92;97,76
3302700;Epidêmico;Episódico/Epidêmico;Melhorou;23,1;82,3;300,2;350;365,7;2,7;349,7;Maricá;33;RJ;metropolitana;mata atlantica;63,08;Aw;223938;64,26;93,08;93,17
3302809;Episódico/Epidêmico;Episódico;Melhorou;21,7;79,4;563,8;258;357;9;249;Mendes;33;RJ;nao metropolitana;mata atlantica;503,84;Cfa;17461;62,05;93,5;96,95
3302858;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,1;78,9;477,3;314,3;361;7,3;309,3;Mesquita;33;RJ;metropolitana;mata atlantica;194,7;Am;168849;93,75;96,47;98,76
3302908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,1;79,6;568,5;233;361;8,3;228,3;Miguel Pereira;33;RJ;nao metropolitana;mata atlantica;679,82;Cfb;26301;69,97;90,41;96,9
3303005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,3;75,1;414,5;318,7;358,3;6,3;312;Miracema;33;RJ;nao metropolitana;mata atlantica;243,87;Aw;26644;87,88;97,75;95,96
3303104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,6;75,5;466,7;292;358,3;6,7;284,7;Natividade;33;RJ;nao metropolitana;mata atlantica;295,1;Aw;14938;76,7;97,53;89,04
3303203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,1;78,9;477,3;314,3;361;7,3;309,3;Nilópolis;33;RJ;metropolitana;mata atlantica;25,74;Aw;150281;98,71;98,6;99,65
3303302;Epidêmico;Episódico/Epidêmico;Melhorou;23,2;81,4;307,9;347,3;365,7;2;347;Niterói;33;RJ;metropolitana;mata atlantica;74,72;Am;523664;92,1;99,05;98,98
3303401;Epidêmico;Epidêmico;Se manteve;19,9;81,9;774;186;365,3;15,3;185;Nova Friburgo;33;RJ;nao metropolitana;mata atlantica;1089,47;Cwb;204625;83,47;89,24;98,8
3303500;Epidêmico;Epidêmico;Se manteve;23,1;78,9;477,3;314,3;361;7,3;309,3;Nova Iguaçu;33;RJ;metropolitana;mata atlantica;214,83;Af;819134;83,89;96,55;94,7
3303609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,7;79,4;563,8;258;357;9;249;Paracambi;33;RJ;metropolitana;mata atlantica;160,78;Aw;41146;83,04;89,26;94,43
3303708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,6;80,9;657,6;211,3;364;11;209;Paraíba Do Sul;33;RJ;nao metropolitana;mata atlantica;522,27;Cwa;41786;82,54;97,22;94,25
3303807;Episódico/Epidêmico;Epidêmico;Piorou;21,2;83,3;950;237,7;365;20;236,7;Paraty;33;RJ;nao metropolitana;mata atlantica;561,45;Cfb;50592;57,01;81,92;92,74
3303856;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,1;79,6;568,5;233;361;8,3;228,3;Paty Do Alferes;33;RJ;nao metropolitana;mata atlantica;673,02;Cfa;29390;57,72;89,56;88,94
3303906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,2;79,6;568,5;274;361;9;269;Petrópolis;33;RJ;nao metropolitana;mata atlantica;1001,38;Cfb;304758;82,89;77,38;99,12
3303955;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,1;79,5;552,7;234,3;358,3;6,7;226,7;Pinheiral;33;RJ;nao metropolitana;mata atlantica;441,39;Cwa;24553;91,85;97,47;98,03
3304003;Epidêmico;Epidêmico;Se manteve;21,1;79,5;552,7;234,3;358,3;6,7;226,7;Piraí;33;RJ;nao metropolitana;mata atlantica;448,32;Cfa;27996;80,36;96,34;93,99
3304102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,6;75,7;457,3;296,7;357,3;6,7;288,3;Porciúncula;33;RJ;nao metropolitana;mata atlantica;541,79;Cwa;16958;75,49;93,13;82,82
3304110;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,1;79,5;552,7;234,3;358,3;6,7;226,7;Porto Real;33;RJ;nao metropolitana;mata atlantica;430,09;Cwa;20375;93,02;99,11;98,83
3304128;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,1;79,5;585,6;234;358;7;226,3;Quatis;33;RJ;nao metropolitana;mata atlantica;541,1;Cwa;12646;83,15;98,01;94,31
3304144;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,2;78,6;457,9;317,7;361;5;313;Queimados;33;RJ;metropolitana;mata atlantica;39,33;Am;139194;84,18;97,97;94,15
3304151;Episódico/Epidêmico;Episódico;Melhorou;23,6;78,2;400,6;339,3;365;5;338,7;Quissamã;33;RJ;nao metropolitana;mata atlantica;8,74;Aw;21749;85,43;95,54;94,87
3304201;Epidêmico;Epidêmico;Se manteve;19,5;79,4;731,2;172,3;359;11,7;167,7;Resende;33;RJ;nao metropolitana;mata atlantica;700,7;Cwa;128460;95,03;98,3;98,72
3304300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,9;81,5;662,6;267,7;365,7;12,7;267;Rio Bonito;33;RJ;metropolitana;mata atlantica;156,22;Aw;55068;76,45;92,56;92,51
3304409;Episódico/Epidêmico;Episódico;Melhorou;21,1;79,5;552,7;234,3;358,3;6,7;226,7;Rio Claro;33;RJ;nao metropolitana;mata atlantica;676,9;Cwa;18544;65,22;82,14;88,67
3304508;Episódico/Epidêmico;Episódico;Melhorou;21,1;79,6;568,5;233;361;8,3;228,3;Rio Das Flores;33;RJ;nao metropolitana;mata atlantica;538,13;Cwa;9387;69,94;91,9;91,53
3304524;Epidêmico;Epidêmico;Se manteve;22,8;80,8;488,5;315;366;6;315;Rio Das Ostras;33;RJ;nao metropolitana;mata atlantica;36,21;Aw;149562;85,87;90,61;99,43
3304557;Transmissão Persistente;Transmissão Persistente;Se manteve;23,4;79;457,1;326,3;363,7;4;324;Rio De Janeiro;33;RJ;metropolitana;mata atlantica;13,58;Am;6625849;94,9;99,04;99,25
3304607;Episódico;Episódico;Se manteve;22,4;79,8;476,5;295,3;365,7;6,7;295;Santa Maria Madalena;33;RJ;nao metropolitana;mata atlantica;384,74;Aw;9704;54,65;71,55;84,43
3304706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23;75,1;423,6;308;360;6,3;302,7;Santo Antônio De Pádua;33;RJ;nao metropolitana;mata atlantica;175,28;Aw;40870;82,2;95,03;88,59
3304755;Epidêmico;Episódico;Melhorou;23,6;81;318,1;360,3;361,3;7,3;355,7;São Francisco De Itabapoana;33;RJ;nao metropolitana;mata atlantica;24,35;Aw;44939;13,06;95,88;76,13
3304805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,2;77,5;475,5;317,3;365;9;316,7;São Fidélis;33;RJ;nao metropolitana;mata atlantica;281,82;Aw;38711;75,27;92,71;81,9
3304904;Epidêmico;Epidêmico;Se manteve;23,4;79;457,1;326,3;363,7;4;324;São Gonçalo;33;RJ;metropolitana;mata atlantica;57,39;Aw;929446;82,01;92,86;93,78
3305000;Episódico/Epidêmico;Episódico;Melhorou;23,6;80,9;313,6;361;361;5,7;356,3;São João Da Barra;33;RJ;nao metropolitana;mata atlantica;4,36;Aw;36518;36,76;98,17;93,64
3305109;Epidêmico;Episódico/Epidêmico;Melhorou;23,2;78,6;457,9;317,7;361;5;313;São João De Meriti;33;RJ;metropolitana;mata atlantica;29,74;Am;393773;94,44;97,72;98,17
3305133;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,3;75,1;414,5;318,7;358,3;6,3;312;São José De Ubá;33;RJ;nao metropolitana;mata atlantica;238,05;Aw;7070;65,6;88,01;82,72
3305158;Episódico/Epidêmico;Episódico;Melhorou;20;79,6;582,8;191,7;364;9,7;190,3;São José Do Vale Do Rio Preto;33;RJ;nao metropolitana;mata atlantica;788,56;Cwb;22125;40,22;90,17;96,77
3305208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,1;82;342,1;349;365;3,7;348,3;São Pedro Da Aldeia;33;RJ;nao metropolitana;mata atlantica;21,63;Aw;102290;81,36;89,8;96,06
3305307;Episódico;Episódico;Se manteve;22;77,6;404,9;274,3;363,7;5,3;272,7;São Sebastião Do Alto;33;RJ;nao metropolitana;mata atlantica;250,73;Aw;7707;48,89;93,04;64,6
3305406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,1;78,1;540,8;239;363,7;9;237,7;Sapucaia;33;RJ;nao metropolitana;mata atlantica;588,46;Cwa;18585;68,14;92,6;83,45
3305505;Epidêmico;Epidêmico;Se manteve;23;82,7;294,5;353;363,3;3;351,3;Saquarema;33;RJ;nao metropolitana;mata atlantica;56,67;Aw;88755;55,45;93,88;93,71
3305554;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,5;80,1;557,8;294,7;360,7;8;289;Seropédica;33;RJ;metropolitana;mata atlantica;40,04;Aw;85359;65,2;98,71;92,74
3305604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,1;81,5;613,4;283,3;366;8,7;283,3;Silva Jardim;33;RJ;nao metropolitana;mata atlantica;140,05;Aw;21509;61,15;96,23;89,42
3305703;Episódico;Episódico;Se manteve;20;79,6;582,8;191,7;364;9,7;190,3;Sumidouro;33;RJ;nao metropolitana;mata atlantica;828,95;Cwb;18286;29,79;69,94;83,86
3305752;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,9;81,5;662,6;267,7;365,7;12,7;267;Tanguá;33;RJ;metropolitana;mata atlantica;145,04;Aw;31169;59,13;93,55;93,56
3305802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,1;81,5;725,5;193,7;365,3;12,3;192,7;Teresópolis;33;RJ;nao metropolitana;mata atlantica;1055,44;Cfb;189036;69,27;83,96;96,98
3305901;Episódico;Episódico;Se manteve;21;80,5;551,1;230;365;6,7;229,7;Trajano De Moraes;33;RJ;nao metropolitana;mata atlantica;767,46;Cfb;10303;32,01;65,79;69,02
3306008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,9;78;495,6;226,3;359,7;8;220,7;Três Rios;33;RJ;nao metropolitana;mata atlantica;424,86;Cwa;76789;82,96;98,45;97,3
3306107;Epidêmico;Episódico/Epidêmico;Melhorou;20,7;78,1;552,7;217,3;357;8;209,7;Valença;33;RJ;nao metropolitana;mata atlantica;638,59;Cwa;72264;73,4;94,92;94,68
3306156;Episódico/Epidêmico;Episódico;Melhorou;22,4;77,4;515,6;291,3;361,3;9,7;287;Varre-Sai;33;RJ;nao metropolitana;mata atlantica;680,6;Cfa;10209;65,95;91,38;75,28
3306206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,2;78,8;555,6;235,3;355,3;7,7;225,7;Vassouras;33;RJ;nao metropolitana;mata atlantica;517,14;Cwa;38081;74,59;94,98;95,63
3306305;Epidêmico;Episódico/Epidêmico;Melhorou;21,1;79,5;552,7;234,3;358,3;6,7;226,7;Volta Redonda;33;RJ;nao metropolitana;mata atlantica;453,85;Cwa;270543;96,35;99,64;99,75
3500105;Epidêmico;Epidêmico;Se manteve;23,9;62,8;309,2;319,7;218,7;3;187;Adamantina;35;SP;nao metropolitana;mata atlantica;388,46;Aw;34357;95,94;99,67;95,99
3500204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,9;64,1;325,7;329;233,3;3,7;207,7;Adolfo;35;SP;nao metropolitana;mata atlantica;401,09;Aw;4339;94,42;97,75;96
3500303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,9;66,9;367;267,7;264,3;3,7;192;Aguaí;35;SP;nao metropolitana;mata atlantica;651,53;Cwa;31561;90,53;98,9;91,09
3500402;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;19,6;71,6;505,9;192,7;306,3;4,7;159;Águas Da Prata;35;SP;nao metropolitana;mata atlantica;1187,88;Cwb;7075;85,63;97,64;96,64
3500501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,7;68,9;395,7;232;292;5,7;183;Águas De Lindóia;35;SP;nao metropolitana;mata atlantica;903,71;Cwb;18859;93,26;98,1;97,97
3500550;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,3;71,5;376;242;310,7;3,7;197,7;Águas De Santa Bárbara;35;SP;nao metropolitana;cerrado;634,69;Cfa;7118;75,57;91,61;87,55
3500600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22;68,6;376,1;266;286,3;4,7;205;Águas De São Pedro;35;SP;nao metropolitana;mata atlantica;494;Cfa;3097;97,98;100;99,9
3500709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,4;68,1;354,6;280,3;284,7;4,7;213,3;Agudos;35;SP;nao metropolitana;cerrado;602,87;Cfa;37525;95,23;98,81;97,11
3500758;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,1;77,3;377,9;199,3;350,3;2,7;188;Alambari;35;SP;nao metropolitana;mata atlantica;606,72;Cfa;6086;58,49;97,9;92,33
3500808;Episódico/Epidêmico;Epidêmico;Piorou;24,2;62,3;323;324,7;210,3;4,7;183,3;Alfredo Marcondes;35;SP;nao metropolitana;mata atlantica;393,38;Aw;4458;84,5;99,04;86,65
3500907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;24;62,8;308,3;333,7;212,7;3,7;194,7;Altair;35;SP;nao metropolitana;mata atlantica;501,13;Aw;3383;99,67;99,5;86,05
3501004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,8;67,5;404,4;272,3;269,7;4,3;203,3;Altinópolis;35;SP;nao metropolitana;cerrado;741,13;Cwa;16845;88,65;97,71;91,2
3501103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,8;63;310,4;321;217,7;2,7;187,7;Alto Alegre;35;SP;nao metropolitana;mata atlantica;434,27;Aw;3837;83,34;97,31;80
3501152;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;19,8;76;405,9;185;341,7;3;170;Alumínio;35;SP;nao metropolitana;mata atlantica;834,47;Cfb;17170;85,05;95,2;98,71
3501202;Episódico/Epidêmico;Epidêmico;Piorou;24,3;62,2;306,2;338,7;202,7;3;188;Álvares Florence;35;SP;nao metropolitana;mata atlantica;474,15;Aw;3881;82,57;98,18;71,64
3501301;Episódico/Epidêmico;Epidêmico;Piorou;24;63,5;345,3;317,7;221,3;4,3;186;Álvares Machado;35;SP;nao metropolitana;mata atlantica;402,3;Aw;27361;88,57;99,34;91,52
3501400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,9;65,3;330,6;301,7;251;3,3;201;Álvaro De Carvalho;35;SP;nao metropolitana;mata atlantica;527,93;Cfa;4716;93,87;99,61;91,89
3501509;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,1;68,8;394;272;288,3;5;205,7;Alvinlândia;35;SP;nao metropolitana;mata atlantica;580,04;Cfa;2893;90;99,01;96,05
3501608;Epidêmico;Epidêmico;Se manteve;21,4;69,6;400,2;246,7;299,7;4,7;198;Americana;35;SP;nao metropolitana;mata atlantica;573,22;Cfa;243674;98,82;99,65;99,91
3501707;Epidêmico;Epidêmico;Se manteve;22;66,1;364,5;278,7;251,7;3,7;190,7;Américo Brasiliense;35;SP;nao metropolitana;cerrado;636,27;Cwa;31996;99,22;99,88;99,53
3501806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;24,2;61,9;316,4;338,3;202;4,3;187,3;Américo De Campos;35;SP;nao metropolitana;mata atlantica;480,34;Aw;5790;87,2;98,38;87,24
3501905;Epidêmico;Epidêmico;Se manteve;19,9;73,8;438,3;198,3;334;5,7;177,7;Amparo;35;SP;nao metropolitana;mata atlantica;796,6;Cfb;69952;89,71;96,4;97,42
3502002;Episódico;Episódico/Epidêmico;Piorou;21,5;68,6;403,5;260,7;284,7;3,7;201;Analândia;35;SP;nao metropolitana;cerrado;793,5;Cwa;4577;77,51;97,74;86,39
3502101;Epidêmico;Epidêmico;Se manteve;24,7;63,8;291,3;339,7;227,3;3;211;Andradina;35;SP;nao metropolitana;mata atlantica;363,08;Aw;59464;91,18;98,86;94,16
3502200;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,5;75,3;395,3;214,3;339,7;3,7;195;Angatuba;35;SP;nao metropolitana;cerrado;648,49;Cfa;23928;84,49;95,16;90,25
3502309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,3;71,8;373,8;243,7;317,3;3;205,3;Anhembi;35;SP;nao metropolitana;cerrado;517,08;Cfa;5659;90,01;95,93;92,1
3502408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,7;65,3;362,9;309;239,7;4;195;Anhumas;35;SP;nao metropolitana;mata atlantica;424,18;Cfa;4005;87;98,18;83,54
3502507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;19,6;76,2;554,6;181,7;347,7;5;169;Aparecida;35;SP;nao metropolitana;mata atlantica;773,48;Cwa;32927;96,79;99,52;98,15
3502606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;24,9;62,1;276,5;345;206,3;2,3;194;Aparecida D'oeste;35;SP;nao metropolitana;mata atlantica;371,85;Aw;4030;82,04;99,61;85,19
3502705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;18,7;84,5;537,3;146;364,7;3,3;145,3;Apiaí;35;SP;nao metropolitana;mata atlantica;867,29;Cfb;24978;55,47;90,53;88,93
3502754;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;19,3;80;512,8;164,3;354,7;4,3;156;Araçariguama;35;SP;nao metropolitana;mata atlantica;761,56;Cfb;22673;66,58;89,93;91,23
3502804;Epidêmico;Epidêmico;Se manteve;24,3;63,7;279;334,7;227,7;2;207,3;Araçatuba;35;SP;nao metropolitana;mata atlantica;380,05;Aw;213929;98;99,62;98,98
3502903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,2;75,3;361;204,7;339,3;2,3;186,3;Araçoiaba Da Serra;35;SP;nao metropolitana;mata atlantica;618,04;Cfa;32922;53,73;96,22;97,61
3503000;Episódico/Epidêmico;Episódico;Melhorou;23,7;63,5;331,3;331,7;224;2,7;203;Aramina;35;SP;nao metropolitana;cerrado;571,37;Aw;5419;93,27;97,94;93,63
3503109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;20,7;74,6;360,2;222,3;339;3,7;200,3;Arandu;35;SP;nao metropolitana;mata atlantica;621,75;Cfa;6654;87,89;96,37;90,2
3503158;Episódico;Sem transmissão;Melhorou;20,2;79,9;628,4;201,3;359,7;7;196;Arapeí;35;SP;nao metropolitana;mata atlantica;835,8;Cwa;2469;60,81;95,73;90,95
3503208;Epidêmico;Transmissão Persistente;Piorou;22,8;64,9;333,4;298;244,7;4,3;197,3;Araraquara;35;SP;nao metropolitana;cerrado;639,62;Cwa;250304;98,62;99,49;99,3
3503307;Epidêmico;Epidêmico;Se manteve;21,5;69,5;426,5;255,3;293,7;5,3;202,7;Araras;35;SP;nao metropolitana;mata atlantica;654,3;Cwa;131300;98,73;99,45;99,01
3503356;Episódico/Epidêmico;Epidêmico;Piorou;23,7;63,3;309,9;318,3;222;3;189,3;Arco-Íris;35;SP;nao metropolitana;mata atlantica;416,85;Aw;2044;67,49;96,58;72,63
3503406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;22,9;65,9;322,9;299;260,7;3,7;207;Arealva;35;SP;nao metropolitana;cerrado;505,34;Cfa;8079;90,26;98,5;86,28
3503505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;19,3;77,4;525,5;165,7;354,7;3,7;159;Areias;35;SP;nao metropolitana;mata atlantica;1030,95;Cwa;3616;65,44;96,67;81,79
3503604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;21,6;70,3;375;257;304;3,7;207,7;Areiópolis;35;SP;nao metropolitana;mata atlantica;621,67;Cfa;9805;98,91;99,57;98,81
3503703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;23,1;64,5;353,7;312;232,7;4,3;196,7;Ariranha;35;SP;nao metropolitana;mata atlantica;564,49;Cwa;7595;95,66;95,76;96,85
3503802;Episódico/Epidêmico;Epidêmico;Piorou;21,9;68,4;401,1;267,7;282;5,7;204;Artur Nogueira;35;SP;nao metropolitana;mata atlantica;614,73;Cwa;55352;90,93;96,64;98,29
3503901;Epidêmico;Epidêmico;Se manteve;20;82,7;690,3;187;362,7;10;184,3;Arujá;35;SP;metropolitana;mata atlantica;771,98;Cfb;97595;86,28;98,76;99,3
3503950;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve;24,7;61,9;287,2;343,7;204,3;2,3;192,3;Aspásia;35;SP;nao metropolitana;mata atlantica;429,19;Aw;1860;74,21;99,18;79,01
3504008;Epidêmico;Epidêmico;Se manteve;22,8;67,3;384,1;291,7;269;4,7;205,3;Assis;35;SP;nao metropolitana;cerrado;534,54;Cfa;100447;97,99;99,76;98,59
3504107;Epidêmico;Epidêmico;Se manteve;19,6;76,7;458,2;183,7;350;4,7;171,3;Atibaia;35;SP;nao metropolitana;mata atlantica;844,97;Cfb;171672;81,52;97,97;98,18
