"";"muni_code";"dengue_pattern_10_19";"dengue_pattern_20_22";"Transition";"temp_med";"umid_med";"precip_tot";"thr_temp";"thr_umid";"thr_prec";"thr_temp_umid";"muni_name";"uf_code";"uf_acr";"tipo_regiao";"bioma";"altitude";"koppen";"pop22";"prop_esgot";"prop_abast";"prop_residuo"
"1258";2501153;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,2;64,2;119,4;366,3;230,3;1,3;230,3;"Areia De Bara煤nas";25;"PB";"n鉶 metropolitana";"caatinga";536,1;"BSh";2005;43,44;56,76;50,82
"1259";2501203;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24;76,2;162,5;366;366,3;1,3;366;"Areial";25;"PB";"n鉶 metropolitana";"caatinga";693,91;"As";7139;59,45;61,97;74,06
"1260";2501302;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,7;75,9;172,5;366,3;366,3;0,7;366,3;"Aroeiras";25;"PB";"n鉶 metropolitana";"caatinga";332,82;"As";18702;24,92;40,27;47,65
"1261";2501351;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,5;67,1;121,4;366;288,7;1;288,3;"Assun莽茫o";25;"PB";"n鉶 metropolitana";"caatinga";574,34;"BSh";4152;48,75;0,77;81,76
"1262";2501401;"Epis贸dico";"Epis贸dico";"Se manteve";26,1;80,5;451,4;366,3;366,3;3;366,3;"Ba铆a Da Trai莽茫o";25;"PB";"n鉶 metropolitana";"mata atlantica";43,69;"Aw";9147;12,26;91,84;43,9
"1263";2501500;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,5;79,1;257,6;366,3;366,3;1,7;366,3;"Bananeiras";25;"PB";"n鉶 metropolitana";"caatinga";363,59;"As";23107;26,9;63,27;50,37
"1264";2501534;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24;76,2;157,8;366;366,3;1,3;366;"Bara煤na";25;"PB";"n鉶 metropolitana";"caatinga";598,85;"BSh";4754;41,07;0,16;76,93
"1265";2501575;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,8;73,6;148,1;366,3;366,3;1;366,3;"Barra De Santana";25;"PB";"n鉶 metropolitana";"caatinga";379,3;"BSh";8062;5,17;16,77;13,22
"1266";2501609;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,9;79;205,4;366;366,3;1,3;366;"Barra De Santa Rosa";25;"PB";"n鉶 metropolitana";"caatinga";505,53;"BSh";12894;54,71;57,58;62,92
"1267";2501708;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";24,6;74;149,8;366,3;366,3;1;366,3;"Barra De S茫o Miguel";25;"PB";"n鉶 metropolitana";"caatinga";486,11;"BSh";5893;12,19;69,87;60,44
"1268";2501807;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;79,9;294,1;366,3;366,3;1,7;366,3;"Bayeux";25;"PB";"metropolitana";"mata atlantica";37,31;"As";81932;46,13;98,46;95,41
"1269";2501906;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25,5;79,1;257,6;366,3;366,3;1,7;366,3;"Bel茅m";25;"PB";"n鉶 metropolitana";"caatinga";216,79;"As";16189;82,71;85,4;84
"1270";2502003;"Epis贸dico";"Epis贸dico";"Se manteve";28,3;60,2;150,3;366,3;154;1,7;154;"Bel茅m Do Brejo Do Cruz";25;"PB";"n鉶 metropolitana";"caatinga";177,39;"As";6268;56,51;74,41;72,02
"1271";2502052;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,5;60,7;164,1;366,3;173,3;1,7;173,3;"Bernardino Batista";25;"PB";"n鉶 metropolitana";"caatinga";532,87;"As";3504;1,01;47,43;34,17
"1272";2502102;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";27,2;60,3;134,4;366,3;175,7;1,7;175,7;"Boa Ventura";25;"PB";"n鉶 metropolitana";"caatinga";338,22;"As";5210;10,73;74,6;60,86
"1273";2502151;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,8;72;124,4;366;364;1;363,7;"Boa Vista";25;"PB";"n鉶 metropolitana";"caatinga";493,62;"BSh";6356;14,62;61,5;56,3
"1274";2502201;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";27,7;60,6;199,5;366,3;176;2,7;176;"Bom Jesus";25;"PB";"n鉶 metropolitana";"caatinga";314,45;"As";2286;0,86;74,82;67,52
"1275";2502300;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,5;62,1;181,5;366,3;181,7;2,3;181,7;"Bom Sucesso";25;"PB";"n鉶 metropolitana";"caatinga";319,37;"As";4660;20,75;90,68;45,87
"1276";2502409;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";26,5;62,4;182,4;366,3;201;1,7;201;"Bonito De Santa F茅";25;"PB";"n鉶 metropolitana";"caatinga";634,17;"As";9880;46,37;76,22;70,41
"1277";2502508;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,5;74,8;156,1;366;366,3;1;366;"Boqueir茫o";25;"PB";"n鉶 metropolitana";"caatinga";424,5;"BSh";17599;52,44;73,46;72,84
"1278";2502607;"Epis贸dico";"Epis贸dico";"Se manteve";27,7;59,8;146,2;366,3;164,3;2;164,3;"Igaracy";25;"PB";"n鉶 metropolitana";"caatinga";327,15;"As";5650;33,24;77,28;68,55
"1279";2502706;"Epis贸dico";"Epis贸dico";"Se manteve";24,5;79,6;233,6;366,3;366,3;1,3;366,3;"Borborema";25;"PB";"n鉶 metropolitana";"caatinga";386,04;"As";4211;63,95;84,3;67,67
"1280";2502805;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";28;60,9;159,4;366,3;164,7;1,7;164,7;"Brejo Do Cruz";25;"PB";"n鉶 metropolitana";"caatinga";194,07;"As";13613;66,11;75,92;74,62
"1281";2502904;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,5;62,1;181,5;366,3;181,7;2,3;181,7;"Brejo Dos Santos";25;"PB";"n鉶 metropolitana";"caatinga";341,54;"As";5977;9,2;87,29;74,59
"1282";2503001;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,5;81,5;298,1;366,3;366,3;0,7;366,3;"Caapor茫";25;"PB";"metropolitana";"mata atlantica";42,67;"Am";21290;16,04;86,11;81,17
"1283";2503100;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,8;73,6;148,1;366,3;366,3;1;366,3;"Cabaceiras";25;"PB";"n鉶 metropolitana";"caatinga";444,13;"BSh";5325;28,25;74,6;45,23
"1284";2503209;"Epid锚mico";"Epid锚mico";"Se manteve";26,3;79,9;386,5;366,3;366,3;2,3;366,3;"Cabedelo";25;"PB";"metropolitana";"mata atlantica";5,75;"As";68744;52,1;97,91;96,79
"1285";2503308;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,7;60,1;182,3;366,3;169,7;2,3;169,7;"Cachoeira Dos 脥ndios";25;"PB";"n鉶 metropolitana";"caatinga";371,21;"As";8944;25,49;74,4;42,05
"1286";2503407;"Epis贸dico";"Epis贸dico";"Se manteve";26,8;62;125,4;366,3;188,7;2;188,7;"Cacimba De Areia";25;"PB";"n鉶 metropolitana";"caatinga";377,44;"BSh";3292;41,9;58,39;48,11
"1287";2503506;"Epis贸dico";"Epis贸dico";"Se manteve";24,5;79,6;233,6;366,3;366,3;1,3;366,3;"Cacimba De Dentro";25;"PB";"n鉶 metropolitana";"caatinga";467,32;"As";15975;13,43;72,18;66,04
"1288";2503555;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,9;69;118,3;366;322,3;1;322;"Cacimbas";25;"PB";"n鉶 metropolitana";"caatinga";695,02;"BSh";7225;32,14;55,09;36,45
"1289";2503605;"Epis贸dico";"Epis贸dico";"Se manteve";25;78,3;209,4;366,3;366,3;0,7;366,3;"Cai莽ara";25;"PB";"n鉶 metropolitana";"caatinga";142,73;"As";6615;52,9;72,24;73
"1290";2503704;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";27,2;60,7;165,2;366,3;176;2;176;"Cajazeiras";25;"PB";"n鉶 metropolitana";"caatinga";341,41;"As";63118;56,44;86,37;79,07
"1291";2503753;"Epis贸dico";"Epis贸dico";"Se manteve";27,4;60,3;135,4;366,3;161,7;1,7;161,7;"Cajazeirinhas";25;"PB";"n鉶 metropolitana";"caatinga";287,14;"As";2740;30,58;53,28;33,98
"1292";2503803;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,6;78,3;246,5;366,3;366,3;2;366,3;"Caldas Brand茫o";25;"PB";"n鉶 metropolitana";"caatinga";90,86;"As";5755;5,82;78,92;79,45
"1293";2503902;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";23,6;73;137,2;362;362,7;0,7;358,3;"Camala煤";25;"PB";"n鉶 metropolitana";"caatinga";554,24;"BSh";6031;18,47;57,78;50,78
"1294";2504009;"Epid锚mico";"Epid锚mico";"Se manteve";25;77,7;213,4;366,3;366,3;1;366,3;"Campina Grande";25;"PB";"n鉶 metropolitana";"caatinga";477,74;"As";418140;84,82;97,87;94,84
"1295";2504033;"Epis贸dico";"Epis贸dico";"Se manteve";25,9;79,8;333;366,3;366,3;2,3;366,3;"Capim";25;"PB";"n鉶 metropolitana";"mata atlantica";80,03;"As";6976;5,75;89,87;70,5
"1296";2504074;"Epis贸dico";"Epis贸dico";"Se manteve";25;71,3;125,4;366;363;0,7;362,7;"Cara煤bas";25;"PB";"n鉶 metropolitana";"caatinga";499,24;"BSh";3948;38,87;65,75;53,15
"1297";2504108;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";27,2;60,7;165,2;366,3;176;2;176;"Carrapateira";25;"PB";"n鉶 metropolitana";"caatinga";462,62;"As";2311;17,12;71,53;77,8
"1298";2504157;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";23,9;79;205,4;366;366,3;1,3;366;"Casserengue";25;"PB";"n鉶 metropolitana";"caatinga";451,74;"As";6889;31,74;48,9;50,44
"1299";2504207;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,4;60,3;135,4;366,3;161,7;1,7;161,7;"Catingueira";25;"PB";"n鉶 metropolitana";"caatinga";364,51;"As";4492;17,37;74,3;58,84
"1300";2504306;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,5;62,1;181,5;366,3;181,7;2,3;181,7;"Catol茅 Do Rocha";25;"PB";"n鉶 metropolitana";"caatinga";280,17;"As";30656;38,21;85,15;74,44
"1301";2504355;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,7;75,9;172,5;366,3;366,3;0,7;366,3;"Caturit茅";25;"PB";"n鉶 metropolitana";"caatinga";437,16;"BSh";5253;20,92;44,84;58,62
"1302";2504405;"Epis贸dico";"Epis贸dico";"Se manteve";26,1;63;163,6;366,3;208,7;1,3;208,7;"Concei莽茫o";25;"PB";"n鉶 metropolitana";"caatinga";516,69;"As";18239;23,9;78,06;60,46
"1303";2504504;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,8;62;125,4;366,3;188,7;2;188,7;"Condado";25;"PB";"n鉶 metropolitana";"caatinga";269,61;"As";6449;37,81;81,54;67,84
"1304";2504603;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,6;80,8;289;366,3;366,3;1;366,3;"Conde";25;"PB";"metropolitana";"mata atlantica";48,8;"Am";27344;17,21;66,66;61,27
"1305";2504702;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";24,8;68,1;108,3;366;307,3;0,3;307;"Congo";25;"PB";"n鉶 metropolitana";"caatinga";516,17;"BSh";4936;46,68;69,14;63,67
"1306";2504801;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27,7;59,8;146,2;366,3;164,3;2;164,3;"Coremas";25;"PB";"n鉶 metropolitana";"caatinga";265,64;"As";14680;53,64;85,04;74,25
"1307";2504850;"Epis贸dico";"Epis贸dico";"Se manteve";25;69,6;112,9;366;343,7;0,7;343,3;"Coxixola";25;"PB";"n鉶 metropolitana";"caatinga";501,18;"BSh";1823;32,99;93,2;44,05
"1308";2504900;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26;81,2;346,1;366,3;366,3;1,3;366,3;"Cruz Do Esp铆rito Santo";25;"PB";"metropolitana";"mata atlantica";63,26;"As";16828;22,3;73,18;44,77
"1309";2505006;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,6;72,6;134,4;366;365,7;0,7;365,3;"Cubati";25;"PB";"n鉶 metropolitana";"caatinga";595,09;"BSh";7579;22,05;70,7;67,2
"1310";2505105;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,1;73,6;133,2;366,3;366,3;1;366,3;"Cuit茅";25;"PB";"n鉶 metropolitana";"caatinga";490,56;"BSh";19718;15,56;67,24;68,82
"1311";2505204;"Epis贸dico";"Epis贸dico";"Se manteve";25,6;78,3;246,5;366,3;366,3;2;366,3;"Cuitegi";25;"PB";"n鉶 metropolitana";"caatinga";150,59;"As";6730;4,74;90,57;78,87
"1312";2505238;"Epis贸dico";"Epis贸dico";"Se manteve";25,9;79,9;294,1;366,3;366,3;1,7;366,3;"Cuit茅 De Mamanguape";25;"PB";"n鉶 metropolitana";"caatinga";82,57;"As";6261;2,2;64,26;29,9
"1313";2505279;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,9;79,8;333;366,3;366,3;2,3;366,3;"Curral De Cima";25;"PB";"n鉶 metropolitana";"caatinga";107,62;"As";5303;3,35;34,41;19,87
"1314";2505303;"Epis贸dico";"Epis贸dico";"Se manteve";26;63,1;152,5;366,3;207;1;207;"Curral Velho";25;"PB";"n鉶 metropolitana";"caatinga";411,57;"As";2198;32,72;77,32;52,47
"1315";2505352;"Epis贸dico";"Epis贸dico";"Se manteve";24,5;76,9;175,5;366,3;366,3;1;366,3;"Dami茫o";25;"PB";"n鉶 metropolitana";"caatinga";485,02;"BSh";4980;1,53;29,65;49,13
"1316";2505402;"Epis贸dico";"Epis贸dico";"Se manteve";25;67,3;120,6;366;286;1,3;285,7;"Desterro";25;"PB";"n鉶 metropolitana";"caatinga";647,85;"BSh";8067;37,93;63,11;60,34
"1317";2505501;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";27,8;59,9;135,4;366,3;157,3;1,3;157,3;"Vista Serrana";25;"PB";"n鉶 metropolitana";"caatinga";268,75;"BSh";3644;37,01;56,66;49,78
"1318";2505600;"Epis贸dico";"Sem transmiss茫o";"Melhorou";26,1;62,7;137,7;366,3;202,7;1,3;202,7;"Diamante";25;"PB";"n鉶 metropolitana";"caatinga";421,42;"As";6291;24,38;73,25;54,36
"1319";2505709;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";25;78,3;209,4;366,3;366,3;0,7;366,3;"Dona In锚s";25;"PB";"n鉶 metropolitana";"caatinga";319,08;"As";10374;19,48;45,3;47,3
"1320";2505808;"Epis贸dico";"Epis贸dico";"Se manteve";25,5;79,2;252,2;366,3;366,3;1;366,3;"Duas Estradas";25;"PB";"n鉶 metropolitana";"caatinga";122,38;"As";3340;26,17;77,28;78,96
"1321";2505907;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";27,8;59,6;143;366,3;154,3;1,7;154,3;"Emas";25;"PB";"n鉶 metropolitana";"caatinga";293,92;"As";3014;57,76;78,75;68,38
"1322";2506004;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";23,9;78,8;207,9;366;366,3;1,7;366;"Esperan莽a";25;"PB";"n鉶 metropolitana";"caatinga";594,83;"As";31241;64,78;70,98;78,36
"1323";2506103;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";24,5;77,1;189,7;366,3;366,3;1,3;366,3;"Fagundes";25;"PB";"n鉶 metropolitana";"caatinga";333,03;"As";11051;11,24;56,07;49,1
"1324";2506202;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,2;71,5;137,3;366,3;364,3;0,7;364,3;"Frei Martinho";25;"PB";"n鉶 metropolitana";"caatinga";432,1;"BSh";2846;63,23;80,93;60,94
"1325";2506251;"Epis贸dico";"Epis贸dico";"Se manteve";24,7;75,9;172,5;366,3;366,3;0,7;366,3;"Gado Bravo";25;"PB";"n鉶 metropolitana";"caatinga";349,51;"As";8179;1,84;18,85;11,26
"1326";2506301;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";24,5;79,6;233,6;366,3;366,3;1,3;366,3;"Guarabira";25;"PB";"n鉶 metropolitana";"caatinga";103,72;"As";57661;69,61;96,08;93,25
"1327";2506400;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";24,8;78,7;226,6;366,3;366,3;1;366,3;"Gurinh茅m";25;"PB";"n鉶 metropolitana";"caatinga";130,16;"As";13767;7,33;60,02;66,13
"1328";2506509;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";24,5;72,9;129,1;366;365,7;0,7;365,3;"Gurj茫o";25;"PB";"n鉶 metropolitana";"caatinga";500,11;"BSh";3242;43,1;71,02;69,11
"1329";2506608;"Epis贸dico";"Epis贸dico";"Se manteve";26,6;61,6;155,9;366,3;186,3;1,7;186,3;"Ibiara";25;"PB";"n鉶 metropolitana";"caatinga";419,89;"As";5633;5,79;74,07;61,13
"1330";2506707;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24,8;67;118,7;366;265;1,3;264,7;"Imaculada";25;"PB";"n鉶 metropolitana";"caatinga";730,81;"As";9656;25,64;59,39;46,53
"1331";2506806;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25;77,7;213,4;366,3;366,3;1;366,3;"Ing谩";25;"PB";"n鉶 metropolitana";"caatinga";228,18;"As";17664;5,2;70,12;68,62
"1332";2506905;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,4;78,9;247,8;366,3;366,3;0,7;366,3;"Itabaiana";25;"PB";"n鉶 metropolitana";"caatinga";121,17;"As";23187;35,72;76,26;78,96
"1333";2507002;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,6;61,6;155,9;366,3;186,3;1,7;186,3;"Itaporanga";25;"PB";"n鉶 metropolitana";"caatinga";369,62;"As";23623;67,86;81,47;75,56
"1334";2507101;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,5;79,1;257,6;366,3;366,3;1,7;366,3;"Itapororoca";25;"PB";"n鉶 metropolitana";"caatinga";83,26;"As";18461;10,81;76,24;65,31
"1335";2507200;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25;77,7;213,4;366,3;366,3;1;366,3;"Itatuba";25;"PB";"n鉶 metropolitana";"caatinga";163,99;"As";10385;19,43;57,25;55,84
"1336";2507309;"Epis贸dico";"Epis贸dico";"Se manteve";25,5;79,2;252,2;366,3;366,3;1;366,3;"Jacara煤";25;"PB";"n鉶 metropolitana";"caatinga";128,44;"As";14719;8,68;83,99;58,5
"1337";2507408;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";27,8;60,9;168,1;366,3;170,3;1,7;170,3;"Jeric贸";25;"PB";"n鉶 metropolitana";"caatinga";259,91;"As";7396;42,24;82,39;61,46
"1338";2507507;"Epid锚mico";"Transmiss茫o Persistente";"Piorou";26,1;80,7;349,5;366,3;366,3;1,7;366,3;"Jo茫o Pessoa";25;"PB";"metropolitana";"mata atlantica";31,38;"As";889618;71,76;99,58;99,2
"1339";2507606;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,4;78,9;247,8;366,3;366,3;0,7;366,3;"Juarez T谩vora";25;"PB";"n鉶 metropolitana";"caatinga";176,3;"As";7792;10,74;83,22;78,69
"1340";2507705;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";24,9;70,1;122,6;366;349,3;0,7;349;"Juazeirinho";25;"PB";"n鉶 metropolitana";"caatinga";574,51;"BSh";17004;60,3;57,57;54,66
"1341";2507804;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,4;68,6;131;366,3;325,3;1;325,3;"Junco Do Serid贸";25;"PB";"n鉶 metropolitana";"caatinga";675,25;"BSh";6792;64,96;76,31;73,19
"1342";2507903;"Epis贸dico";"Epis贸dico";"Se manteve";25,4;78,9;247,8;366,3;366,3;0,7;366,3;"Juripiranga";25;"PB";"n鉶 metropolitana";"mata atlantica";114,04;"As";9741;7,23;76,41;92,01
"1343";2508000;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,7;63,7;132,2;366;211,7;1;211,3;"Juru";25;"PB";"n鉶 metropolitana";"caatinga";624,63;"As";9237;24,79;67,92;53,19
"1344";2508109;"Epis贸dico";"Epis贸dico";"Se manteve";27,6;60,9;162;366,3;172;1;172;"Lagoa";25;"PB";"n鉶 metropolitana";"caatinga";341,57;"As";4417;17,94;66,08;48,13
"1345";2508208;"Epis贸dico";"Epis贸dico";"Se manteve";25,9;79,8;333;366,3;366,3;2,3;366,3;"Lagoa De Dentro";25;"PB";"n鉶 metropolitana";"caatinga";124,05;"As";7819;20,74;58,46;58,78
"1346";2508307;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25;77,7;213,4;366,3;366,3;1;366,3;"Lagoa Seca";25;"PB";"n鉶 metropolitana";"caatinga";596,64;"As";27739;52,66;53,52;64,84
"1347";2508406;"Epis贸dico";"Epis贸dico";"Se manteve";27,5;60,7;164,1;366,3;173,3;1,7;173,3;"Lastro";25;"PB";"n鉶 metropolitana";"caatinga";332,29;"As";3162;12,41;53,38;42,62
"1348";2508505;"Epis贸dico";"Epis贸dico";"Se manteve";25;67,3;120,6;366;286;1,3;285,7;"Livramento";25;"PB";"n鉶 metropolitana";"caatinga";591,48;"BSh";6881;36,81;44,69;55,56
"1349";2508554;"Epis贸dico";"Epis贸dico";"Se manteve";25;78,3;209,4;366,3;366,3;0,7;366,3;"Logradouro";25;"PB";"n鉶 metropolitana";"caatinga";111,75;"As";4807;36,78;66,57;74,46
"1350";2508604;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";26,3;79,9;386,5;366,3;366,3;2,3;366,3;"Lucena";25;"PB";"metropolitana";"mata atlantica";38,45;"Aw";12910;29,08;88,52;84,4
"1351";2508703;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";26,1;63,1;131,8;366;205,3;1,7;205;"M茫e D'谩gua";25;"PB";"n鉶 metropolitana";"caatinga";588,61;"As";3583;42,31;78,08;59,55
"1352";2508802;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,8;62;125,4;366,3;188,7;2;188,7;"Malta";25;"PB";"n鉶 metropolitana";"caatinga";281,7;"BSh";6045;76,89;88,84;85,49
"1353";2508901;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;79,8;333;366,3;366,3;2,3;366,3;"Mamanguape";25;"PB";"n鉶 metropolitana";"mata atlantica";98,51;"As";44599;8,59;81,02;80,21
"1354";2509008;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,1;62,7;137,7;366,3;202,7;1,3;202,7;"Mana铆ra";25;"PB";"n鉶 metropolitana";"caatinga";722,4;"As";10447;14,31;69,27;52,33
"1355";2509057;"Epis贸dico";"Epis贸dico";"Se manteve";25,9;79,8;333;366,3;366,3;2,3;366,3;"Marca莽茫o";25;"PB";"n鉶 metropolitana";"mata atlantica";65,54;"Aw";9807;22,36;96,72;34,32
"1356";2509107;"Epis贸dico/Epid锚mico";"Sem transmiss茫o";"Melhorou";25,6;78,3;246,5;366,3;366,3;2;366,3;"Mari";25;"PB";"n鉶 metropolitana";"caatinga";120,43;"As";21251;1,77;90,83;85,28
"1357";2509156;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";27,7;59,9;159,1;366,3;166,3;2;166,3;"Mariz贸polis";25;"PB";"n鉶 metropolitana";"caatinga";253,28;"As";6711;16,77;92,64;75,94
"1358";2509206;"Epis贸dico";"Epid锚mico";"Piorou";25;77,7;213,4;366,3;366,3;1;366,3;"Massaranduba";25;"PB";"n鉶 metropolitana";"caatinga";391,87;"As";14145;30,86;52,65;51,22
"1359";2509305;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25,9;80,2;358,5;366,3;366,3;2,3;366,3;"Mataraca";25;"PB";"n鉶 metropolitana";"mata atlantica";57,61;"Aw";8324;3,99;95,5;86,25
"1360";2509339;"Epis贸dico";"Epis贸dico";"Se manteve";23,9;78,8;208;366;366,3;1,7;366;"Matinhas";25;"PB";"n鉶 metropolitana";"caatinga";464,37;"As";4567;12,41;35,04;16,38
"1361";2509370;"Epis贸dico";"Epis贸dico";"Se manteve";27,8;60,9;168,1;366,3;170,3;1,7;170,3;"Mato Grosso";25;"PB";"n鉶 metropolitana";"caatinga";262,48;"As";2538;55,49;79,42;45,07
"1362";2509396;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,3;65,5;124,2;366;247,7;1,3;247,3;"Matur茅ia";25;"PB";"n鉶 metropolitana";"caatinga";802,13;"As";6431;21,69;66,01;67,68
"1363";2509404;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25;77,7;213,4;366,3;366,3;1;366,3;"Mogeiro";25;"PB";"n鉶 metropolitana";"caatinga";154,86;"As";14381;6,22;33,45;61,99
"1364";2509503;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";24;76,2;162,5;366;366,3;1,3;366;"Montadas";25;"PB";"n鉶 metropolitana";"caatinga";680,15;"As";5818;37,71;62,15;64,5
"1365";2509602;"Epis贸dico";"Epis贸dico";"Se manteve";26,6;61,6;155,9;366,3;186,3;1,7;186,3;"Monte Horebe";25;"PB";"n鉶 metropolitana";"caatinga";686,2;"As";4338;53,26;66,18;59,53
"1366";2509701;"Epid锚mico";"Epid锚mico";"Se manteve";24;70,2;128,5;365,3;331,7;1;330,7;"Monteiro";25;"PB";"n鉶 metropolitana";"caatinga";632,52;"BSh";32266;57,71;72,45;66,78
"1367";2509800;"Epis贸dico";"Epis贸dico";"Se manteve";24,8;78,7;226,6;366,3;366,3;1;366,3;"Mulungu";25;"PB";"n鉶 metropolitana";"caatinga";106,6;"As";8812;6,45;68,07;57,43
"1368";2509909;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25;79,8;243;366,3;366,3;0,7;366,3;"Natuba";25;"PB";"n鉶 metropolitana";"caatinga";394,85;"As";8937;16,92;48,61;33,1
"1369";2510006;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";27,7;59,8;146,2;366,3;164,3;2;164,3;"Nazarezinho";25;"PB";"n鉶 metropolitana";"caatinga";327,95;"As";7218;19,05;50,48;43,65
"1370";2510105;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,1;73,6;133,2;366,3;366,3;1;366,3;"Nova Floresta";25;"PB";"n鉶 metropolitana";"caatinga";620,7;"As";9539;2,22;86,1;90,33
