"";"muni_code";"dengue_pattern_10_19";"dengue_pattern_20_22";"Transition";"temp_med";"umid_med";"precip_tot";"thr_temp";"thr_umid";"thr_prec";"thr_temp_umid";"muni_name";"uf_code";"uf_acr";"tipo_regiao";"bioma";"altitude";"koppen";"pop22";"prop_esgot";"prop_abast";"prop_residuo"
"1";1100015;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";25,5;75,7;591,3;361;307,7;5;305,3;"Alta Floresta D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";246,08;"Am";21558;2,24;93,68;56,86
"2";1100023;"Epid锚mico";"Epid锚mico";"Se manteve";26,1;78,1;625,5;365;324,7;5;324;"Ariquemes";11;"RO";"n鉶 metropolitana";"amazonia";165,9;"Am";100896;8,91;98,57;85,14
"3";1100031;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,3;75,9;479,8;356,7;319,7;3;314;"Cabixi";11;"RO";"n鉶 metropolitana";"amazonia";224,18;"Am";5107;21,01;95,49;49,77
"4";1100049;"Epid锚mico";"Epid锚mico";"Se manteve";25,8;76,7;639,2;363;319,7;6,3;317,7;"Cacoal";11;"RO";"metropolitana";"amazonia";229,95;"Am";92202;54,03;98,16;78,94
"5";1100056;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,4;75,7;505,2;357;317,3;4;311,7;"Cerejeiras";11;"RO";"n鉶 metropolitana";"amazonia";192,22;"Am";15237;16,73;98,62;78,35
"6";1100064;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,1;75,6;542,1;357;312,7;5;307,7;"Colorado Do Oeste";11;"RO";"n鉶 metropolitana";"amazonia";359,62;"Am";15747;5,17;95,54;69,11
"7";1100072;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,2;76,2;545,8;358;317;4;312,3;"Corumbiara";11;"RO";"n鉶 metropolitana";"amazonia";266,89;"Am";7503;11,55;93,4;37,83
"8";1100080;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26;79,3;572,2;359,3;350,3;4,3;345,3;"Costa Marques";11;"RO";"n鉶 metropolitana";"amazonia";190,01;"Am";12633;7,91;96,38;55,74
"9";1100098;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,7;76,8;596,2;362,7;324,7;4;322,7;"Espig茫o D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";296,94;"Am";29722;13,77;94,23;66,43
"10";1100106;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,2;80;608,6;362,7;347,3;5;344,7;"Guajar谩-Mirim";11;"RO";"n鉶 metropolitana";"amazonia";197,96;"Am";39396;22,19;93,34;79,55
"11";1100114;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26;77,6;610,8;365;324,3;7;323,7;"Jaru";11;"RO";"n鉶 metropolitana";"amazonia";209,76;"Am";52090;3,36;97,09;71,63
"12";1100122;"Epid锚mico";"Epid锚mico";"Se manteve";26;77,1;619,8;363,7;322,7;7,3;321;"Ji-Paran谩";11;"RO";"metropolitana";"amazonia";193,68;"Am";136825;20,43;97,82;86,94
"13";1100130;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26,2;79,7;670,5;365,3;337,7;5,3;337;"Machadinho D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";136,83;"Am";30626;2,12;94,67;50,74
"14";1100148;"Epid锚mico";"Epid锚mico";"Se manteve";25,3;76,4;627,6;360,7;310,3;5;307,7;"Nova Brasil芒ndia D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";249,3;"Am";17355;3,84;94,07;42,43
"15";1100155;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26;76,7;600,7;364;319;5,7;317,7;"Ouro Preto Do Oeste";11;"RO";"n鉶 metropolitana";"amazonia";220,01;"Am";36753;10,17;97,8;75,12
"16";1100189;"Epid锚mico";"Epid锚mico";"Se manteve";25,7;76,8;596,2;362,7;324,7;4;322,7;"Pimenta Bueno";11;"RO";"n鉶 metropolitana";"amazonia";286,28;"Am";37464;38,34;97,21;85,35
"17";1100205;"Epid锚mico";"Epid锚mico";"Se manteve";26,5;81,5;712,8;365,3;359;6;358;"Porto Velho";11;"RO";"metropolitana";"amazonia";120,26;"Am";461748;43,41;92,92;89,54
"18";1100254;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26;76,8;623;363,3;321,3;7;319,7;"Presidente M茅dici";11;"RO";"n鉶 metropolitana";"amazonia";210,79;"Am";19316;1,64;94,6;56,8
"19";1100262;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,2;78,9;672,9;365;329,7;6;328,7;"Rio Crespo";11;"RO";"n鉶 metropolitana";"amazonia";153,27;"Am";3476;22,57;97,99;34,3
"20";1100288;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,6;75,7;566,5;361,7;315;5;312,7;"Rolim De Moura";11;"RO";"n鉶 metropolitana";"amazonia";242,23;"Am";57180;14,98;97,4;82,94
"21";1100296;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,3;76,1;587,7;360,3;312,3;5,7;309,3;"Santa Luzia D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";341,63;"Am";7394;1,97;93,08;41,8
"22";1100304;"Epid锚mico";"Epid锚mico";"Se manteve";24,7;75,2;583,7;356,7;306,3;4,7;300,7;"Vilhena";11;"RO";"n鉶 metropolitana";"amazonia";409,37;"Am";95599;13,51;98,15;93,6
"23";1100320;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,8;77,1;618,9;361,3;320;6;317,7;"S茫o Miguel Do Guapor茅";11;"RO";"n鉶 metropolitana";"amazonia";236,82;"Am";21612;9,98;97,43;45,48
"24";1100338;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,1;79,8;635,8;363,3;344,7;4,7;342,3;"Nova Mamor茅";11;"RO";"n鉶 metropolitana";"amazonia";205,24;"Am";25452;7,88;94,91;47,01
"25";1100346;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,8;76,6;621,8;363,3;317,7;7,3;316,3;"Alvorada D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";248,65;"Am";13092;35,84;94,67;51,11
"26";1100379;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,1;76,9;651,8;358;317,3;6,3;312;"Alto Alegre Dos Parecis";11;"RO";"n鉶 metropolitana";"amazonia";255,49;"Am";13023;0,54;93,58;37,36
"27";1100403;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,2;78,7;631,4;365;329;5,7;328,3;"Alto Para铆so";11;"RO";"n鉶 metropolitana";"amazonia";134,69;"Am";17140;10,83;95,28;42,52
"28";1100452;"Epid锚mico";"Epid锚mico";"Se manteve";25,8;78,5;610,8;364;330;4,3;328,7;"Buritis";11;"RO";"n鉶 metropolitana";"amazonia";170,1;"Am";28178;1,82;90,12;64,54
"29";1100502;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25,9;75,6;579,1;363,3;314,3;5,3;312,7;"Novo Horizonte Do Oeste";11;"RO";"n鉶 metropolitana";"amazonia";252,89;"Am";7653;9,45;92,65;33,79
"30";1100601;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,9;78,4;605,7;364;328,3;5,3;327;"Cacaul芒ndia";11;"RO";"n鉶 metropolitana";"amazonia";191,55;"Am";4157;21,81;93,68;35,7
"31";1100700;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,3;78,8;683,9;361,7;325;2,7;322,3;"Campo Novo De Rond么nia";11;"RO";"n鉶 metropolitana";"amazonia";248,65;"Am";8840;19,87;91,75;27,08
"32";1100809;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,5;80,7;700,2;365,3;354;5,3;353;"Candeias Do Jamari";11;"RO";"n鉶 metropolitana";"amazonia";103,22;"Am";22564;9,02;95,9;55,51
"33";1100908;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26;76,3;609,8;363,7;321;6;319,7;"Castanheiras";11;"RO";"n鉶 metropolitana";"amazonia";201,43;"Am";3269;1,44;95,21;25,63
"34";1100924;"Epis贸dico";"Epid锚mico";"Piorou";25,2;76,5;570,1;359;320,3;5,7;316;"Chupinguaia";11;"RO";"n鉶 metropolitana";"amazonia";329,97;"Am";9351;2,69;85,16;58,97
"35";1100940;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26,2;79;706,8;365,3;332,7;4,7;332;"Cujubim";11;"RO";"n鉶 metropolitana";"amazonia";128,98;"Am";14338;7,37;94,27;60,25
"36";1101005;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25,7;78;607,7;363,7;325;6;323,3;"Governador Jorge Teixeira";11;"RO";"n鉶 metropolitana";"amazonia";279,41;"Am";8012;30,96;95,18;27,44
"37";1101104;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";26,5;79,2;674,4;365,3;334,3;4,3;333,7;"Itapu茫 Do Oeste";11;"RO";"n鉶 metropolitana";"amazonia";115,7;"Am";9465;3,2;94,44;56,18
"38";1101203;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,8;76,7;639,1;363;319,7;6,3;317,7;"Ministro Andreazza";11;"RO";"n鉶 metropolitana";"amazonia";304,56;"Am";6440;4,55;92,13;38,29
"39";1101302;"Epis贸dico";"Epis贸dico";"Se manteve";25,5;78,2;644,7;362;325,3;6;323,3;"Mirante Da Serra";11;"RO";"n鉶 metropolitana";"amazonia";271,69;"Am";9200;1,34;96,64;48,62
"40";1101401;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;78,4;605,6;364;328,3;5,3;327;"Monte Negro";11;"RO";"n鉶 metropolitana";"amazonia";201,29;"Am";11966;1,3;98,33;46,67
"41";1101435;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,8;76,7;610,2;363,3;317,3;6,3;316;"Nova Uni茫o";11;"RO";"n鉶 metropolitana";"amazonia";276,91;"Am";6194;1,1;90,86;23,38
"42";1101450;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,1;76,5;620,1;358,7;315,7;6,7;311;"Parecis";11;"RO";"n鉶 metropolitana";"amazonia";329,49;"Am";3953;0,65;87,25;38,44
"43";1101468;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25,5;75,3;500,5;357,7;311,7;3,3;307;"Pimenteiras Do Oeste";11;"RO";"n鉶 metropolitana";"amazonia";186,31;"Am";2180;18,71;97,57;50,43
"44";1101476;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,7;76,1;611,2;361,7;318,7;6,3;316,3;"Primavera De Rond么nia";11;"RO";"n鉶 metropolitana";"amazonia";233,73;"Am";3071;1,94;96,29;44,11
"45";1101484;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,5;75,9;557,2;361;314,3;5,7;312;"S茫o Felipe D'oeste";11;"RO";"n鉶 metropolitana";"amazonia";251,28;"Am";5259;16,02;92,1;33,15
"46";1101492;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;78,7;565,8;360,3;342,7;4,7;339;"S茫o Francisco Do Guapor茅";11;"RO";"n鉶 metropolitana";"amazonia";173,21;"Am";16302;3,85;96,28;47,04
"47";1101500;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;78,1;582,9;361;335,7;5;332,7;"Seringueiras";11;"RO";"n鉶 metropolitana";"amazonia";211,42;"Am";11183;19,63;97,53;39,47
"48";1101559;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26;76,7;600,7;364;319;5,7;317,7;"Teixeir贸polis";11;"RO";"n鉶 metropolitana";"amazonia";219,42;"Am";4284;2,04;95,05;34,51
"49";1101609;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,1;77,9;640;365;326,7;6,7;326;"Theobroma";11;"RO";"n鉶 metropolitana";"amazonia";178,32;"Am";9253;11,02;96,15;24,29
"50";1101708;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26;76,3;592;363,7;318,7;6,7;317,3;"Urup谩";11;"RO";"n鉶 metropolitana";"amazonia";223,46;"Am";10828;11,53;93,24;39,05
"51";1101757;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,1;78,1;679,9;365;325;6,7;324;"Vale Do Anari";11;"RO";"n鉶 metropolitana";"amazonia";159,34;"Am";7806;0,68;94,15;33,64
"52";1101807;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,1;77,9;640;365;326,7;6,7;326;"Vale Do Para铆so";11;"RO";"n鉶 metropolitana";"amazonia";182,73;"Am";6487;0,29;96,71;33,59
"53";1200013;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;81,3;633,3;361,7;357;5,7;353;"Acrel芒ndia";12;"AC";"n鉶 metropolitana";"amazonia";165,47;"Am";12707;11,7;93,87;48,83
"54";1200054;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";25,5;80;611,4;358,7;353,7;6,3;347,7;"Assis Brasil";12;"AC";"n鉶 metropolitana";"amazonia";305,21;"Af";8157;24,82;81,68;61,4
"55";1200104;"Epid锚mico";"Epid锚mico";"Se manteve";25,6;81,3;618,3;359;355,3;4;349,7;"Brasil茅ia";12;"AC";"n鉶 metropolitana";"amazonia";273,61;"Af";25786;29,63;91,66;67,91
"56";1200138;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,7;82,2;642,4;361;360,7;6;356,3;"Bujari";12;"AC";"n鉶 metropolitana";"amazonia";189,97;"Am";11962;19,35;81,89;47
"57";1200179;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,7;81,5;627;360;357;6,7;351,7;"Capixaba";12;"AC";"n鉶 metropolitana";"amazonia";197,4;"Am";9737;34;86,57;44,24
"58";1200203;"Epid锚mico";"Epid锚mico";"Se manteve";26;83,2;731,3;364,3;363,3;6,3;361,7;"Cruzeiro Do Sul";12;"AC";"n鉶 metropolitana";"amazonia";226,06;"Af";94345;13,9;79,14;68,32
"59";1200252;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,7;80,2;617,6;358,7;351,7;4,3;345,7;"Epitaciol芒ndia";12;"AC";"n鉶 metropolitana";"amazonia";243,8;"Am";18697;21,2;89,66;68,59
"60";1200302;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";25,5;83,9;673,1;363;361,7;5;359;"Feij贸";12;"AC";"n鉶 metropolitana";"amazonia";251,14;"Af";35035;10,3;69,53;51,27
"61";1200328;"Epis贸dico";"Epis贸dico";"Se manteve";25,2;82,4;694,8;362;359,7;6,3;356;"Jord茫o";12;"AC";"n鉶 metropolitana";"amazonia";330,41;"Af";11105;5,29;46,28;38,3
"62";1200336;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";25,9;82,5;751,5;364;361;7;359;"M芒ncio Lima";12;"AC";"n鉶 metropolitana";"amazonia";257,6;"Af";19172;6,75;80,26;50,9
"63";1200344;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,5;84;636,2;363;361,7;4;359;"Manoel Urbano";12;"AC";"n鉶 metropolitana";"amazonia";233,58;"Af";12246;12,92;80,41;52,96
"64";1200351;"Epis贸dico";"Epid锚mico";"Piorou";25,6;83;749,6;363,3;363,7;7;361,3;"Marechal Thaumaturgo";12;"AC";"n鉶 metropolitana";"amazonia";282,43;"Af";16825;8,36;50,77;32,58
"65";1200385;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,9;80,8;620;361,3;353;7;348,7;"Pl谩cido De Castro";12;"AC";"n鉶 metropolitana";"amazonia";179,76;"Am";16313;14,63;91,46;55,38
"66";1200393;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,9;83,1;778;363,7;361,7;6,7;359,3;"Porto Walter";12;"AC";"n鉶 metropolitana";"amazonia";244,35;"Af";10706;0,71;44,36;20,57
"67";1200401;"Epid锚mico";"Epid锚mico";"Se manteve";25,8;81,4;615,1;360,7;357,7;7,7;352,7;"Rio Branco";12;"AC";"metropolitana";"amazonia";209,03;"Am";364368;57,97;94,1;92,98
"68";1200427;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26;83,2;731,3;364,3;363,3;6,3;361,7;"Rodrigues Alves";12;"AC";"n鉶 metropolitana";"amazonia";250,56;"Af";16072;9,23;71,48;38,52
"69";1200435;"Epis贸dico";"Sem transmiss茫o";"Melhorou";25,5;82,8;658,7;362,7;360,7;5,7;357,7;"Santa Rosa Do Purus";12;"AC";"n鉶 metropolitana";"amazonia";251,66;"Af";7672;4,78;66,29;47,19
"70";1200450;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";25,8;81,4;615,1;360,7;357,7;7,7;352,7;"Senador Guiomard";12;"AC";"n鉶 metropolitana";"amazonia";177,03;"Am";21658;24,13;92,4;64,22
"71";1200500;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";25,7;83,2;627,2;363;361;3,7;358,3;"Sena Madureira";12;"AC";"n鉶 metropolitana";"amazonia";231,54;"Am";39746;13,29;82,57;63,33
"72";1200609;"Epis贸dico";"Epid锚mico";"Piorou";25,6;83,5;659,5;362,7;362;4,3;359;"Tarauac谩";12;"AC";"n鉶 metropolitana";"amazonia";252,67;"Af";43072;10,93;60,4;49,22
"73";1200708;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";25,6;82;627,6;359,7;357;5;351,7;"Xapuri";12;"AC";"n鉶 metropolitana";"amazonia";227,59;"Am";18181;29,33;86,75;64,17
"74";1200807;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,8;82;621,4;363;359;4;356;"Porto Acre";12;"AC";"n鉶 metropolitana";"amazonia";172,78;"Am";16218;11,96;84,46;51,12
"75";1300029;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,7;85,2;844,1;366,3;366;6;366;"Alvar茫es";13;"AM";"n鉶 metropolitana";"amazonia";78,54;"Af";15916;31,36;48,93;49,29
"76";1300060;"Epis贸dico";"Epis贸dico";"Se manteve";26;87,3;989,4;366,3;366,3;10,3;366,3;"Amatur谩";13;"AM";"n鉶 metropolitana";"amazonia";83,74;"Af";10814;7,69;66,64;42,25
"77";1300086;"Epis贸dico";"Sem transmiss茫o";"Melhorou";26,5;85,4;858,8;366,3;365,7;6;365,7;"Anam茫";13;"AM";"n鉶 metropolitana";"amazonia";40,78;"Af";9927;4,62;58,47;41,91
"78";1300102;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,5;85,4;858,8;366,3;365,7;6;365,7;"Anori";13;"AM";"n鉶 metropolitana";"amazonia";35,18;"Af";17052;2,16;66,86;51,63
"79";1300144;"Epis贸dico";"Epis贸dico";"Se manteve";26,1;82,1;791,1;366,3;348,7;8,3;348,7;"Apu铆";13;"AM";"n鉶 metropolitana";"amazonia";154,7;"Am";21403;9,53;86,82;53,56
"80";1300201;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,7;87,8;928,1;365,3;366,3;10,7;365,3;"Atalaia Do Norte";13;"AM";"n鉶 metropolitana";"amazonia";157,3;"Af";15440;0,97;36,29;26,65
"81";1300300;"Epis贸dico";"Epis贸dico";"Se manteve";27,1;81,6;835,8;366,3;362;11,3;362;"Autazes";13;"AM";"metropolitana";"amazonia";30,93;"Af";41672;20,38;57,01;46,8
"82";1300409;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,7;85,1;833,6;366,3;366,3;6,3;366,3;"Barcelos";13;"AM";"n鉶 metropolitana";"amazonia";91,99;"Af";18399;15,48;50,28;50,22
"83";1300508;"Epis贸dico";"Sem transmiss茫o";"Melhorou";27;84,9;915,3;366,3;366,3;12,3;366,3;"Barreirinha";13;"AM";"n鉶 metropolitana";"amazonia";35,36;"Af";30990;4,15;55,14;30,08
"84";1300607;"Epis贸dico";"Epid锚mico";"Piorou";25,6;87,6;922,8;365,3;366,3;11;365,3;"Benjamin Constant";13;"AM";"n鉶 metropolitana";"amazonia";139,73;"Af";37436;14,6;53,48;53,4
"85";1300631;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,5;83,2;850,7;366,3;361,7;9,3;361,7;"Beruri";13;"AM";"n鉶 metropolitana";"amazonia";47,19;"Af";20807;27,69;54,61;39,61
"86";1300680;"Epis贸dico";"Epis贸dico";"Se manteve";26,6;86;878,4;366,3;366,3;10,3;366,3;"Boa Vista Do Ramos";13;"AM";"n鉶 metropolitana";"amazonia";27,15;"Af";24018;31,99;58,8;46,23
"87";1300706;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";25,9;83;647,2;364;360,7;5;358,3;"Boca Do Acre";13;"AM";"n鉶 metropolitana";"amazonia";170,74;"Am";35964;6,33;69,39;49,61
"88";1300805;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";26,7;83,1;844,1;366,3;362;9;362;"Borba";13;"AM";"n鉶 metropolitana";"amazonia";60,79;"Af";33209;8,62;54,66;50,28
"89";1300839;"Epis贸dico";"Epis贸dico";"Se manteve";26,5;84,9;912,2;366,3;365,7;7,3;365,7;"Caapiranga";13;"AM";"n鉶 metropolitana";"amazonia";47,75;"Af";13851;33,01;29,69;41,7
"90";1300904;"Epis贸dico";"Sem transmiss茫o";"Melhorou";26,5;82,5;785,1;365;361,7;7,3;360,3;"Canutama";13;"AM";"n鉶 metropolitana";"amazonia";83,37;"Am";17362;10,42;73,78;35,23
"91";1301001;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,1;85,4;856,7;366;363,7;7,3;363,3;"Carauari";13;"AM";"n鉶 metropolitana";"amazonia";108,75;"Af";29176;25,71;64,62;72,31
"92";1301100;"Epis贸dico/Epid锚mico";"Epis贸dico";"Melhorou";26,5;84,6;962;366,3;364;11;364;"Careiro";13;"AM";"metropolitana";"amazonia";34,96;"Af";30819;15,04;57,11;38,9
"93";1301159;"Epis贸dico";"Epis贸dico";"Se manteve";27,2;81;837,2;366,3;363;10,7;363;"Careiro Da V谩rzea";13;"AM";"metropolitana";"amazonia";22,84;"Af";19615;5,62;14,95;12,49
"94";1301209;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";27;84;832,8;366;366;6,3;365,7;"Coari";13;"AM";"n鉶 metropolitana";"amazonia";67,58;"Af";71130;41,08;32,3;60,33
"95";1301308;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,7;84,5;844,5;366;365,7;7,7;365,3;"Codaj谩s";13;"AM";"n鉶 metropolitana";"amazonia";48,4;"Af";24071;26,09;63,71;61,24
"96";1301407;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";25,7;85,9;808,3;364;365,7;7,3;363,3;"Eirunep茅";13;"AM";"n鉶 metropolitana";"amazonia";176,14;"Af";33173;13,27;52,28;33,47
"97";1301506;"Epis贸dico";"Epid锚mico";"Piorou";25,6;84,8;731,1;363,7;364,7;6,3;362,3;"Envira";13;"AM";"n鉶 metropolitana";"amazonia";183,76;"Af";17034;7,65;44,82;62,83
"98";1301605;"Epis贸dico";"Epis贸dico";"Se manteve";26,4;86,5;967,9;366,3;366,3;7,7;366,3;"Fonte Boa";13;"AM";"n鉶 metropolitana";"amazonia";60,73;"Af";27692;2,25;67,65;49,85
"99";1301654;"Epid锚mico";"Epid锚mico";"Se manteve";26;83,2;731,3;364,3;363,3;6,3;361,7;"Guajar谩";13;"AM";"n鉶 metropolitana";"amazonia";211,38;"Af";13809;8,22;62,11;44,79
"100";1301704;"Epid锚mico";"Epid锚mico";"Se manteve";26,6;82,2;751,6;365,7;361;9;360,3;"Humait谩";13;"AM";"n鉶 metropolitana";"amazonia";71,92;"Am";59504;16,26;78,16;67,84
"101";1301803;"Epis贸dico";"Epid锚mico";"Piorou";25,8;83,8;742,9;365;364,3;6,3;363;"Ipixuna";13;"AM";"n鉶 metropolitana";"amazonia";191,5;"Af";24387;1,51;41,52;34,27
"102";1301852;"Epis贸dico";"Epid锚mico";"Piorou";26,8;84,6;971,3;366,3;366;9,3;366;"Iranduba";13;"AM";"metropolitana";"amazonia";45,99;"Af";59767;14,38;70,95;78,41
"103";1301902;"Epid锚mico";"Epis贸dico/Epid锚mico";"Melhorou";27,5;80,6;865,4;366,3;364,7;12,3;364,7;"Itacoatiara";13;"AM";"metropolitana";"amazonia";35,97;"Af";103826;20,77;78,88;72,49
"104";1301951;"Epis贸dico";"Sem transmiss茫o";"Melhorou";25,9;84,3;766,5;365,3;365,3;6,7;364,3;"Itamarati";13;"AM";"n鉶 metropolitana";"amazonia";138,89;"Af";10783;5,8;52,1;34,65
"105";1302009;"Epis贸dico";"Sem transmiss茫o";"Melhorou";27,2;83;871,1;366,3;366,3;10;366,3;"Itapiranga";13;"AM";"metropolitana";"amazonia";80,5;"Af";10183;6,63;82,83;69,3
"106";1302108;"Epis贸dico";"Epis贸dico/Epid锚mico";"Piorou";26,2;86,9;1066,4;366,3;366;13,3;366;"Japur谩";13;"AM";"n鉶 metropolitana";"amazonia";107,63;"Af";9281;16,6;48,07;30,43
"107";1302207;"Epis贸dico";"Epis贸dico";"Se manteve";26,2;85,8;870,3;366,3;365;7;365;"Juru谩";13;"AM";"n鉶 metropolitana";"amazonia";78,1;"Af";10501;14,1;47,97;41,61
"108";1302306;"Epis贸dico";"Epid锚mico";"Piorou";26,3;86,7;964,6;366,3;366;8;366;"Juta铆";13;"AM";"n鉶 metropolitana";"amazonia";123,74;"Af";25048;0,98;63,73;11,98
"109";1302405;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26,4;82,8;774,7;365,3;363,7;7;362,7;"L谩brea";13;"AM";"n鉶 metropolitana";"amazonia";122,89;"Am";47003;19,96;48,21;53
"110";1302504;"Epis贸dico/Epid锚mico";"Epid锚mico";"Piorou";26,9;84,3;938,3;366,3;366;8,3;366;"Manacapuru";13;"AM";"metropolitana";"amazonia";33,69;"Af";102736;24,62;70,32;70,56
"111";1302553;"Epis贸dico";"Sem transmiss茫o";"Melhorou";26,8;84,6;971,3;366,3;366;9,3;366;"Manaquiri";13;"AM";"metropolitana";"amazonia";35,23;"Af";17333;7,92;41,08;30,57
"112";1302603;"Epid锚mico";"Epid锚mico";"Se manteve";27;82,1;927,9;366,3;364;10,3;364;"Manaus";13;"AM";"metropolitana";"amazonia";66,97;"Af";2054731;63,33;89,78;98
"113";1302702;"Epis贸dico";"Epid锚mico";"Piorou";26,5;83,9;791,2;366,3;364,3;9;364,3;"Manicor茅";13;"AM";"n鉶 metropolitana";"amazonia";71,65;"Am";59225;8,34;61,75;46,26
"114";1302801;"Epis贸dico";"Epis贸dico";"Se manteve";26,5;86,2;916,7;366,3;366,3;9,3;366,3;"Mara茫";13;"AM";"n鉶 metropolitana";"amazonia";51,36;"Af";15706;22,6;49,73;42,39
"115";1302900;"Epis贸dico/Epid锚mico";"Epis贸dico/Epid锚mico";"Se manteve";26,7;85,2;858,9;366,3;366;8;366;"Mau茅s";13;"AM";"n鉶 metropolitana";"amazonia";101,45;"Af";61167;29,19;53,86;49,57
