,geocodigo,temp_med,umid_med,precip_tot,year,muni_code,dengue_pattern
52840,4124053,21.884209006043957,77.1543898956044,652.96985186593,2012,4124053,Epidêmico
52841,4124103,21.742766368131868,75.67179109065934,516.22908500613,2012,4124103,Epidêmico
52842,4124202,22.941867623626372,73.3454228021978,546.97016131588,2012,4124202,Episódico/Epidêmico
52843,4124301,21.400920956043958,76.85179771978022,559.71016373246,2012,4124301,Episódico
52844,4124400,19.913926557417582,78.4648579532967,805.235611145,2012,4124400,Episódico/Epidêmico
52845,4124509,22.704749431318678,73.98248402747252,536.9803911859,2012,4124509,Episódico/Epidêmico
52846,4124608,22.687190906593404,73.48208568406594,642.4736859749,2012,4124608,Episódico/Epidêmico
52847,4124707,20.442001945054947,78.36772263461539,551.4771516429,2012,4124707,Episódico/Epidêmico
52848,4124806,19.50482311153846,79.70499881318682,730.4317052843,2012,4124806,Episódico
52849,4124905,22.962370448076925,73.35467557692309,584.8690601062,2012,4124905,Episódico/Epidêmico
52850,4125001,20.91929500302198,78.27647920054945,657.16872703153,2012,4125001,Episódico/Epidêmico
52851,4125100,17.948796924725276,81.55420038186813,631.68793818027,2012,4125100,Episódico
52852,4125209,19.882058445329672,80.06838538186813,767.1439794199,2012,4125209,Episódico/Epidêmico
52853,4125308,22.089019767857142,75.71296270329671,647.42289178542,2012,4125308,Episódico/Epidêmico
52854,4125357,22.708844778296704,75.12814067857143,632.2187428804,2012,4125357,Episódico/Epidêmico
52855,4125407,20.688220649725277,76.03464965934066,512.7389514034,2012,4125407,Episódico
52856,4125456,21.942172098626372,74.70913336813186,566.5843312974,2012,4125456,Episódico/Epidêmico
52857,4125506,17.48699354532967,83.82278226373626,641.93223131636,2012,4125506,Episódico/Epidêmico
52858,4125555,22.687190834615382,73.48208628846153,642.4736819749,2012,4125555,Episódico/Epidêmico
52859,4125605,17.81720275934066,82.16330610164835,613.18985108129,2012,4125605,Episódico/Epidêmico
52860,4125704,21.884209504395606,77.15438556868132,652.96985086593,2012,4125704,Epidêmico
52861,4125753,20.427832974175825,77.80827586263737,722.8794760553,2012,4125753,Episódico/Epidêmico
52862,4125803,21.67419944010989,77.26042341758242,659.00390790587,2012,4125803,Episódico/Epidêmico
52863,4125902,23.52201773763736,72.47501363186814,539.4155990271,2012,4125902,Episódico/Epidêmico
52864,4126009,20.442001945054947,78.36772263461539,551.4771516429,2012,4126009,Episódico/Epidêmico
52865,4126108,22.161950194505494,74.85102128021978,670.6694201079999,2012,4126108,Episódico/Epidêmico
52866,4126207,19.47155460302198,80.14890742582418,595.02065171633,2012,4126207,Episódico
52867,4126256,21.889791586813185,75.33241959065934,646.3063212822,2012,4126256,Epidêmico
52868,4126272,18.881020379945056,80.20797848351648,789.80495666704,2012,4126272,Episódico
52869,4126306,19.46461790247253,78.14527776098902,530.2479199752,2012,4126306,Episódico
52870,4126355,21.13270887554945,78.50458731043956,731.081242284,2012,4126355,Episódico/Epidêmico
52871,4126405,22.476823913461537,75.30374367032967,528.20241997139,2012,4126405,Episódico/Epidêmico
52872,4126504,22.20561168543956,76.04947255769231,565.702087967,2012,4126504,Epidêmico
52873,4126603,20.688220649725277,76.03464965934066,512.7389514034,2012,4126603,Episódico/Epidêmico
52874,4126652,19.558506646153845,80.42779769780219,796.816155564,2012,4126652,Episódico
52875,4126678,19.674730932967034,80.66506915934066,633.06488002796,2012,4126678,Epidêmico
52876,4126702,22.692882641208794,73.07918395879122,658.48589144153,2012,4126702,Episódico/Epidêmico
52877,4126801,21.560500078846154,75.23599546153847,707.51691580207,2012,4126801,Episódico/Epidêmico
52878,4126900,22.886742524175823,72.48329604945056,589.35284226786,2012,4126900,Episódico/Epidêmico
52879,4127007,18.29488030357143,80.69383772802198,538.80752170417,2012,4127007,Episódico
52880,4127106,19.22629316456044,80.6666229478022,628.48151237642,2012,4127106,Episódico/Epidêmico
52881,4127205,21.560500173626373,75.23599493131869,707.51690580207,2012,4127205,Episódico/Epidêmico
52882,4127304,22.962370448076925,73.35467557692309,584.8690601062,2012,4127304,Episódico/Epidêmico
52883,4127403,22.105957198076926,73.87497645329671,667.5388607432,2012,4127403,Episódico/Epidêmico
52884,4127502,18.827974975,81.03304564010989,670.73899027757,2012,4127502,Episódico
52885,4127601,17.71931043076923,85.0531773956044,788.78952402777,2012,4127601,Episódico
52886,4127700,21.021685049725274,76.40861106318681,718.1594189913,2012,4127700,Epidêmico
52887,4127809,20.488216485164834,77.08381308516483,500.45670897403,2012,4127809,Episódico/Epidêmico
52888,4127858,20.13127382967033,79.46617850549451,796.80639333323,2012,4127858,Episódico/Epidêmico
52889,4127882,18.69557714835165,84.84266791483516,684.05716920342,2012,4127882,Sem transmissão
52890,4127908,22.183542065384614,73.45645503571428,668.6156571421,2012,4127908,Episódico/Epidêmico
52891,4127957,21.021685049725274,76.40861106318681,718.1594189913,2012,4127957,Episódico/Epidêmico
52892,4127965,17.50372090769231,82.61140007417582,726.18757393081,2012,4127965,Episódico
52893,4128005,20.69235174423077,78.22423252197802,740.9345018256,2012,4128005,Episódico/Epidêmico
52894,4128104,22.327195057967035,73.45338065934065,694.787567872,2012,4128104,Epidêmico
52895,4128203,16.817905254945053,83.98937656868132,552.11208917018,2012,4128203,Episódico/Epidêmico
52896,4128302,22.69288245412088,73.07918441483517,658.48589144153,2012,4128302,Episódico/Epidêmico
52897,4128401,21.400920956043958,76.85179771978022,559.71016373246,2012,4128401,Episódico/Epidêmico
52898,4128500,20.488417710164835,76.71336375549451,514.54761042887,2012,4128500,Episódico
52899,4128534,19.41072961181319,79.14963178296703,561.03764743253,2012,4128534,Episódico
52900,4128559,21.691057190934067,75.57678045604396,603.2785235775,2012,4128559,Episódico/Epidêmico
52901,4128609,19.50482282087912,79.70499986813186,730.4317052843,2012,4128609,Episódico/Epidêmico
52902,4128625,18.751842199175822,80.01281309065934,762.38875762076,2012,4128625,Episódico
52903,4128633,18.252804228296704,82.56203409065934,613.8280779038,2012,4128633,Episódico
52904,4128658,18.752917897527475,79.8535742032967,715.45873844254,2012,4128658,Episódico
52905,4128708,18.55059268956044,79.80855547527472,793.57192891005,2012,4128708,Episódico
52906,4128807,22.52900989230769,72.94302391758242,638.33769172,2012,4128807,Episódico/Epidêmico
52907,4100103,22.03731034478022,73.73987503296703,369.30915185267,2013,4100103,Episódico/Epidêmico
52908,4100202,19.64629156043956,83.32737771978022,383.87751551383,2013,4100202,Episódico
52909,4100301,18.83783156868132,84.66441478846154,675.09135201683,2013,4100301,Sem transmissão
52910,4100400,18.27211928021978,83.2618162967033,423.1878081883,2013,4100400,Episódico/Epidêmico
52911,4100459,20.54020848489011,79.13831587912088,600.64478515885,2013,4100459,Episódico/Epidêmico
52912,4100509,23.334041491758242,72.74930842307693,501.28617720427,2013,4100509,Episódico/Epidêmico
52913,4100608,22.667850583791207,73.36888801373625,433.58616728547,2013,4100608,Episódico/Epidêmico
52914,4100707,22.918109145604397,72.93701321153847,566.9131300567,2013,4100707,Episódico/Epidêmico
52915,4100806,23.0441710989011,73.01789764560439,352.53475071852,2013,4100806,Epidêmico
52916,4100905,23.296075311813187,72.12567534340658,429.7766399538,2013,4100905,Episódico/Epidêmico
52917,4101002,20.513076983516484,78.52953024725275,727.4706888591,2013,4101002,Episódico/Epidêmico
52918,4101051,21.206243346153848,77.80942985164835,612.9245766945,2013,4101051,Episódico/Epidêmico
52919,4101101,22.855501376373628,71.76807428571429,351.7787900528,2013,4101101,Episódico/Epidêmico
52920,4101150,22.693687670329673,72.54570578021978,368.561597466,2013,4101150,Episódico/Epidêmico
52921,4101200,20.913341292582416,84.25389204945056,698.7793198082001,2013,4101200,Episódico/Epidêmico
52922,4101309,18.59278226098901,80.47611637637362,503.6874798945,2013,4101309,Episódico
52923,4101408,21.63199454258242,76.1620011620879,452.9347934284,2013,4101408,Epidêmico
52924,4101507,21.499325089285712,76.20561148351648,441.86672823106,2013,4101507,Epidêmico
