"Odds Ratio";"IC 95% Lower";"IC 95% Upper";"p-valor"
0,00134750265024898;0,000188921059376015;0,00942852433318507;3,3602054418822e-11
0,676665703001451;0,287668194288847;1,57126571002821;0,366869077593824
0,180110703702823;0,0977456275523135;0,327669035505091;2,71554959318286e-08
2,60406711264093;1,48897325018805;4,59618203698203;0,000867728991190289
1,56687894367035;0,941678798464255;2,60524713389546;0,0834200254090916
35,3697249874152;25,0200531018926;50,6573549922801;1,79143765195576e-87
9,06477450190492;6,68048598656753;12,3810004688517;1,24199078911501e-44
0,815595800494971;0,783787415230214;0,847666519198743;1,95513536572022e-24
1,05732682820761;1,04362289160974;1,07164695326681;1,5830192313721e-16
0,998068655631689;0,997568700131712;0,998552579873613;1,41960994047261e-14
1,30244015194895;0,558015541709572;2,96305153812837;0,534586159284574
0,614391144005341;0,286225202472748;1,3259026751866;0,212671059748005
0,574642343602987;0,37130835515842;0,882032609058679;0,0120163241857279
0,00316108250244823;9,60028398841451e-05;0,0344335927516037;0,000164982599606828
1,27690027535822;0,219872868057119;7,00297235743553;0,776314557191934
3,77864410803261;1,82726287778784;7,77240474621347;0,000314229508582289
1,27699413418702;0,71121499240479;2,28758160926335;0,411537890918954
0,870707414434538;0,42394139087645;1,75975446311599;0,703088307623761
1,14541852457623;0,439491634866273;2,99322879689379;0,781380431956555
1,02879926839952;0,624177820617026;1,68289814759932;0,910593194297683
0,589783881284988;0,25916594449904;1,31526575723001;0,202484977380771
0,60643952924024;0,369496617098944;0,984810305828892;0,0453291916767653
0,34947727451763;0,171283073633889;0,684456805098938;0,00289311399434181
1,00157045480447;1,00072003197581;1,00242000518099;0,000290237044940076
1,00065630928643;1,00026443485886;1,00105594212684;0,00114530986956709
