"municipio_geocodigo","epiyear","Xp","Tp","Dc3","Dc6","Dcmax","Dcmed","Dci","Ds3","Ds6","Dsmax","Dsmed","P","Inc"
"260630","2015/2016",21,11,1,0,5,5,1,2,2,24,18,0.0961538461538462,899.162978693512
"260640","2015/2016",357,7,2,1,36,4,2,1,0,3,2,0.807692307692308,3154.53036187071
"260650","2015/2016",165,40,2,0,4,1.5,2,1,1,10,1,0.288461538461538,1997.17514418318
"260660","2015/2016",126,46,2,1,7,3,1,1,1,25,13.5,0.269230769230769,1386.88160948656
"260670","2015/2016",7,8,0,0,1,1,4,4,3,15,2,0.0576923076923077,555.448879755745
"260680","2015/2016",590,8,2,1,37,3,0,0,0,1,1,0.788461538461538,2895.93460516445
"260690","2015/2016",46,46,1,1,10,2,1,1,1,26,1.5,0.269230769230769,1753.96206343518
"260700","2015/2016",57,45,1,1,6,2,3,3,2,16,2.5,0.173076923076923,1146.88778583579
"260710","2015/2016",6,16,0,0,2,1.5,3,5,3,16,4,0.0576923076923077,549.955661858622
"260720","2015/2016",468,6,1,1,38,1,0,0,0,1,1,0.826923076923077,4219.17602048377
"260730","2015/2016",22,7,1,1,10,5.5,1,3,2,23,6,0.211538461538462,446.810690408442
"260740","2015/2016",14,9,1,0,3,2,4,3,3,10,2,0.0769230769230769,1227.40243372996
"260750","2015/2016",61,8,2,1,7,5,1,2,2,16,2,0.25,1046.09626362049
"260760","2015/2016",89,10,1,1,17,2,2,3,0,4,2,0.384615384615385,2031.00550493872
"260765","2015/2016",247,7,1,1,20,20,2,4,3,8,6,0.384615384615385,4477.28831164189
"260770","2015/2016",32,12,2,1,20,12.5,2,2,1,6,2.5,0.480769230769231,2408.4092953322
"260775","2015/2016",7,6,0,0,1,1,3,3,3,23,2,0.0192307692307692,110.429793782612
"260780","2015/2016",77,50,1,1,19,19,0,2,1,25,14,0.365384615384615,2890.90553129408
"260790","2015/2016",363,7,1,1,52,52,0,0,0,0,0,1,643.738040436047
"260795","2015/2016",13,11,1,0,3,1.5,3,3,2,8,1,0.134615384615385,1065.8436248847
"260800","2015/2016",354,46,3,2,11,1,1,1,1,6,2,0.538461538461538,13180.6105211862
"260805","2015/2016",6,7,0,0,1,1,2,2,2,27,1,0.0384615384615385,209.562920259294
"260810","2015/2016",515,46,1,1,25,1,0,0,0,2,2,0.557692307692308,9549.45969258327
"260820","2015/2016",1,10,0,0,0,0,1,2,2,29,25.5,0,6.60424805555697
"260825","2015/2016",18,8,0,0,1,1,0,2,2,31,23,0.0192307692307692,227.731344389757
"260830","2015/2016",17,11,0,0,1,1,1,2,2,19,9.5,0.0384615384615385,292.85165609838
"260840","2015/2016",10,4,1,0,4,2.5,0,4,2,26,6,0.0961538461538462,390.204600701815
"260845","2015/2016",181,1,2,2,13,6,4,2,1,16,1.5,0.384615384615385,8927.82968447987
"260850","2015/2016",53,45,2,0,5,4,2,4,2,16,4,0.153846153846154,1104.59803582252
"260860","2015/2016",6,11,0,0,1,1,5,4,1,6,2,0.0192307692307692,271.038023507336
"260870","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"260875","2015/2016",81,10,1,1,14,14,2,2,2,20,14,0.269230769230769,2030.56489889786
"260880","2015/2016",43,7,0,0,2,2,0,2,2,29,13,0.0961538461538462,242.203581916414
"260890","2015/2016",444,48,3,2,33,6.5,0,0,0,1,1,0.923076923076923,5799.50959833412
"260900","2015/2016",51,10,1,1,18,9.5,4,4,2,6,4,0.365384615384615,1856.70054268861
"260910","2015/2016",4,2,0,0,0,0,0,2,2,34,23.5,0,123.633915814516
"260915","2015/2016",38,42,1,0,3,1,3,2,2,22,1.5,0.0961538461538462,441.207355696128
"260920","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"260930","2015/2016",32,9,1,0,5,3,2,3,2,16,2,0.115384615384615,807.021720274119
"260940","2015/2016",133,12,3,2,24,3,1,0,0,1,1,0.730769230769231,2732.50403394113
"260950","2015/2016",113,48,3,1,8,5,4,2,2,12,2,0.307692307692308,2265.69089339463
"260960","2015/2016",162,48,1,1,52,52,0,0,0,0,0,1,620.744539166141
"260970","2015/2016",106,6,1,0,3,1.5,5,5,3,11,2.5,0.134615384615385,1316.1937289297
"260980","2015/2016",11,11,0,0,1,1,5,5,2,24,3.5,0.0192307692307692,115.368802306821
"260990","2015/2016",325,8,1,1,34,1.5,0,0,0,1,1,0.730769230769231,4038.16393467105
"261000","2015/2016",85,6,2,1,8,1,2,3,1,6,3,0.307692307692308,581.141251398987
"261010","2015/2016",7,11,0,0,1,1,4,4,4,13,7,0.0192307692307692,235.701641800302
"261020","2015/2016",12,10,0,0,2,1,1,3,2,19,3.5,0.115384615384615,262.636656433335
"261030","2015/2016",6,9,0,0,2,2,6,4,1,23,2.5,0.0384615384615385,270.405982732368
"261040","2015/2016",139,10,1,1,11,11,2,2,2,12,1.5,0.211538461538462,2409.45435069811
"261050","2015/2016",141,46,2,1,11,2,1,1,1,7,1,0.442307692307692,1889.77995583709
"261060","2015/2016",164,8,2,2,35,6,0,1,0,4,4,0.826923076923077,2050.08073199321
"261070","2015/2016",184,48,3,2,34,11,0,0,0,1,1,0.942307692307692,717.254002628512
"261080","2015/2016",140,40,2,1,12,1,2,1,1,8,2,0.384615384615385,3237.73887862667
"261090","2015/2016",432,50,1,1,14,1,3,3,2,7,2.5,0.307692307692308,3693.31078677582
"261100","2015/2016",38,7,2,2,14,6,3,2,1,14,2,0.403846153846154,749.602328202734
"261110","2015/2016",109,13,3,1,33,2,0,0,0,0,0,0.826923076923077,360.59330998331
"261120","2015/2016",119,3,1,1,16,1,0,2,1,23,14,0.365384615384615,9154.01852353876
"261130","2015/2016",30,6,1,1,11,11,1,2,2,22,9,0.211538461538462,774.656248180382
"261140","2015/2016",8,8,0,0,1,1,2,3,2,20,2.5,0.0384615384615385,255.386025800537
"261150","2015/2016",17,10,3,0,5,3.5,3,1,1,15,1,0.269230769230769,726.523975727812
"261153","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"261160","2015/2016",2271,7,1,1,52,52,0,0,0,0,0,1,2238.72622981163
"261170","2015/2016",28,50,1,0,3,2,2,3,3,16,5,0.0769230769230769,315.476701126113
"261180","2015/2016",8,10,1,0,3,1,1,3,2,15,4,0.0961538461538462,148.537964046508
"261190","2015/2016",98,9,1,0,5,3,1,2,2,22,16,0.115384615384615,1331.15828425349
"261200","2015/2016",6,5,0,0,1,1,2,2,2,30,8,0.0192307692307692,96.4871589423523
"261210","2015/2016",25,47,1,0,5,3,3,4,3,13,4.5,0.115384615384615,1376.20578778135
"261220","2015/2016",70,8,1,1,20,1,3,1,0,4,1,0.442307692307692,1258.56805393146
"261230","2015/2016",23,7,0,0,2,1.5,5,3,2,21,2,0.0576923076923077,289.988060806238
"261240","2015/2016",263,1,1,1,17,1,1,1,1,18,2,0.365384615384615,8646.71301742917
"261245","2015/2016",3,7,0,0,0,0,4,3,2,14,2,0,182.428936035854
"261247","2015/2016",53,7,1,1,7,2,2,3,2,18,6,0.211538461538462,1962.25154715987
"261250","2015/2016",340,46,3,3,17,4,0,0,0,0,0,0.692307692307692,2440.77052027183
"261255","2015/2016",39,9,1,1,9,1,4,3,2,10,3.5,0.211538461538462,1599.39351275248
"261260","2015/2016",8,10,0,0,2,1.5,3,3,2,9,1,0.0576923076923077,164.972116126024
"261270","2015/2016",101,48,2,0,4,2.5,6,6,1,13,3,0.192307692307692,2015.08256241054
"261280","2015/2016",43,8,1,1,10,6,2,3,3,17,7,0.230769230769231,2254.73863676768
"261290","2015/2016",2,15,0,0,0,0,4,4,4,19,9,0,36.0137738833652
"261300","2015/2016",75,48,1,1,8,1.5,6,5,2,10,3,0.230769230769231,695.974168651048
"261310","2015/2016",356,49,1,1,20,11,1,1,1,18,1,0.423076923076923,5078.36320447486
"261320","2015/2016",48,25,2,1,6,2,2,3,1,10,4.5,0.288461538461538,1210.60518954019
"261330","2015/2016",19,7,1,1,8,4.5,4,2,1,29,2,0.173076923076923,393.106267487722
"261340","2015/2016",32,12,1,0,3,1,3,4,2,11,3,0.0961538461538462,620.725933719095
"261350","2015/2016",14,13,1,1,9,5.5,2,3,2,18,7.5,0.211538461538462,301.680459615153
"261360","2015/2016",334,48,1,1,6,3.5,1,2,2,25,13,0.134615384615385,2039.78851845058
"261370","2015/2016",156,10,2,2,29,7,1,0,0,1,1,0.711538461538462,1417.9607259316
"261380","2015/2016",19,15,1,1,9,1,3,3,0,5,2,0.269230769230769,1064.07587323618
"261390","2015/2016",74,9,1,1,14,1,2,3,0,4,2.5,0.307692307692308,606.599504715854
"261400","2015/2016",19,15,0,0,1,1,4,2,2,12,1,0.0384615384615385,379.684640671182
"261410","2015/2016",107,1,2,1,12,1.5,2,3,1,6,2,0.423076923076923,2389.59314867858
"261420","2015/2016",172,6,1,0,4,4,1,3,3,30,8,0.0769230769230769,960.650961999006
"261430","2015/2016",94,9,1,0,5,2,0,2,2,23,19,0.153846153846154,2580.89335181245
"261440","2015/2016",12,8,0,0,1,1,1,2,2,25,1,0.0384615384615385,597.071378397363
"261450","2015/2016",615,46,1,1,17,2,4,2,1,9,1,0.384615384615385,2548.33209141154
"261460","2015/2016",162,46,2,0,4,2,2,4,1,25,3,0.173076923076923,1505.66732961731
"261470","2015/2016",4,49,0,0,0,0,1,4,4,26,7,0,96.3603306185663
"261480","2015/2016",111,45,1,1,8,4.5,1,1,1,24,12.5,0.173076923076923,1537.49837155367
"261485","2015/2016",28,7,1,0,5,5,3,1,1,27,1.5,0.0961538461538462,479.168621963602
"261500","2015/2016",77,45,1,1,7,1,2,4,1,10,2,0.192307692307692,1181.99831024821
"261510","2015/2016",7,9,0,0,1,1,4,4,3,14,4,0.0192307692307692,243.209596324344
"261520","2015/2016",5,15,0,0,1,1,2,3,3,17,11.5,0.0192307692307692,249.741853372716
"261530","2015/2016",303,3,1,1,20,10.5,3,1,1,12,2,0.403846153846154,2277.49017246013
"261540","2015/2016",5,1,0,0,1,1,3,4,4,15,13.5,0.0192307692307692,17.7392323103547
"261550","2015/2016",289,3,1,1,13,2,1,3,1,11,2.5,0.307692307692308,8414.11677121811
"261560","2015/2016",288,7,1,1,13,1,2,2,1,24,3,0.288461538461538,3641.35868827652
"261570","2015/2016",26,5,1,0,5,1,2,4,1,26,4.5,0.153846153846154,608.262866155756
"261580","2015/2016",63,4,1,1,12,7,0,2,1,28,3,0.269230769230769,1340.03706614894
"261590","2015/2016",70,52,2,0,5,2.5,2,2,1,19,2,0.211538461538462,4529.95799664727
"261600","2015/2016",66,44,1,1,8,4.5,1,2,2,24,21,0.173076923076923,1331.43010866089
"261610","2015/2016",3,6,0,0,0,0,4,3,3,12,2,0,285.315401544849
"261618","2015/2016",81,10,1,1,12,2,0,2,2,24,6,0.326923076923077,5483.14932827068
"261620","2015/2016",356,47,2,1,15,2.5,1,3,1,15,5,0.403846153846154,8082.12469284231
"261630","2015/2016",135,2,1,1,15,15,5,4,1,12,2.5,0.288461538461538,1984.56704852834
"261640","2015/2016",322,7,1,1,29,1,0,0,0,1,1,0.596153846153846,2157.96790240282
"261650","2015/2016",8,5,0,0,1,1,2,4,2,22,11,0.0192307692307692,119.399729341479
"270010","2015/2016",43,51,1,0,5,2,4,1,1,19,2,0.153846153846154,734.186273656522
"270020","2015/2016",8,20,0,0,1,1,3,3,3,17,2,0.0384615384615385,188.807089401679
"270030","2015/2016",492,8,1,1,52,52,0,0,0,0,0,1,4213.27929876766
"270040","2015/2016",12,5,0,0,1,1,2,4,3,17,13.5,0.0192307692307692,41.8819024317232
"270050","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270060","2015/2016",14,25,0,0,2,2,1,3,2,19,5,0.0384615384615385,550.235437278451
"270070","2015/2016",74,48,1,0,4,2.5,1,2,1,43,3,0.0961538461538462,1132.94913240332
"270080","2015/2016",3,18,0,0,0,0,3,4,4,15,9,0,268.48196484316
"270090","2015/2016",7,44,0,0,2,2,1,2,2,22,9.5,0.0384615384615385,438.606082379219
"270100","2015/2016",19,15,2,0,3,3,2,2,2,20,1,0.134615384615385,401.091392429127
"270110","2015/2016",3,38,0,0,0,0,3,3,2,27,3,0,86.2581385383116
"270120","2015/2016",4,8,0,0,0,0,3,4,2,17,3.5,0,208.123360391796
"270130","2015/2016",2,20,0,0,0,0,6,5,2,19,4,0,36.2948357135201
"270135","2015/2016",5,10,0,0,1,1,2,3,3,18,13.5,0.0192307692307692,162.949732001817
"270140","2015/2016",32,8,1,0,3,2,1,2,2,18,8.5,0.0769230769230769,184.283719134152
"270150","2015/2016",4,5,0,0,0,0,2,3,2,27,10,0,89.2249121960374
"270160","2015/2016",64,43,1,1,9,9,1,2,2,31,6,0.173076923076923,1762.67489429676
"270170","2015/2016",1,8,0,0,0,0,1,2,2,31,25.5,0,5.99592622935225
"270180","2015/2016",37,10,2,0,4,1.5,3,4,1,14,3,0.230769230769231,2036.46933655919
"270190","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270200","2015/2016",6,8,0,0,1,1,8,4,1,12,1,0.0576923076923077,526.010119067344
"270210","2015/2016",79,17,1,0,4,1.5,4,6,0,5,2.5,0.153846153846154,1027.80604484607
"270220","2015/2016",14,1,0,0,2,1.5,3,2,2,17,2,0.0576923076923077,952.020925474188
"270230","2015/2016",1,17,0,0,0,0,1,3,3,29,13,0,5.69482734451661
"270235","2015/2016",20,46,1,1,6,4,1,3,3,12,9,0.153846153846154,480.024980564206
"270240","2015/2016",18,45,4,1,6,4.5,4,3,1,9,3,0.346153846153846,419.960464897454
"270250","2015/2016",71,43,1,0,3,2,5,5,2,13,3.5,0.0769230769230769,1078.47605221003
"270255","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270260","2015/2016",47,14,1,0,3,1,4,3,1,6,1,0.115384615384615,554.694341739201
"270270","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270280","2015/2016",1,13,0,0,0,0,1,3,2,25,21,0,26.1192343046005
"270290","2015/2016",88,50,1,1,10,5.5,1,2,2,15,2,0.211538461538462,837.814486067782
"270300","2015/2016",2,23,0,0,0,0,1,2,2,35,25.5,0,13.4206189744324
"270310","2015/2016",16,49,0,0,1,1,5,5,5,8,7,0.0769230769230769,198.763613874159
"270320","2015/2016",4,10,0,0,0,0,3,6,4,7,5,0,111.733090143067
"270330","2015/2016",98,46,1,1,16,2,1,1,1,20,2,0.365384615384615,4628.42713853725
"270340","2015/2016",1,43,0,0,0,0,5,4,2,22,4,0,92.6343242236976
"270350","2015/2016",1,48,0,0,0,0,1,3,3,22,19,0,46.0420103830636
"270360","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270370","2015/2016",8,46,0,0,1,1,0,2,1,45,25,0.0192307692307692,163.410103493066
"270375","2015/2016",3,18,0,0,0,0,2,3,2,18,5,0,126.890834664554
"270380","2015/2016",3,27,0,0,0,0,5,4,4,19,7,0,37.9655225598254
"270390","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270400","2015/2016",104,18,1,1,24,13,0,1,0,3,1,0.5,4170.99671014994
"270410","2015/2016",4,47,0,0,0,0,7,6,2,10,3,0,113.825112717611
"270420","2015/2016",13,25,1,0,3,1.5,1,1,1,11,2,0.192307692307692,498.27684135493
"270430","2015/2016",543,13,1,1,52,52,0,0,0,0,0,1,645.492236113995
"270440","2015/2016",2,15,0,0,0,0,6,3,3,19,1,0,37.9340926404734
"270450","2015/2016",42,19,2,1,7,5.5,2,4,4,11,7,0.211538461538462,834.910183809441
"270460","2015/2016",35,40,1,0,4,4,0,1,1,46,46,0.0769230769230769,1000.46137781987
"270470","2015/2016",58,12,3,1,24,2,1,0,0,1,1,0.692307692307692,1317.45580577907
"270480","2015/2016",15,8,1,0,3,3,2,3,2,20,10.5,0.0576923076923077,296.990739934598
"270490","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270500","2015/2016",121,9,1,1,25,25,0,1,1,25,25,0.480769230769231,7668.02617790191
"270510","2015/2016",22,15,0,0,1,1,5,3,2,13,2,0.0961538461538462,331.266847951112
"270520","2015/2016",9,10,0,0,2,1.5,4,7,3,9,4,0.0576923076923077,314.550437860259
"270530","2015/2016",2,4,0,0,0,0,0,2,2,33,24.5,0,96.37875367444
"270540","2015/2016",10,3,1,0,4,4,4,1,1,29,1.5,0.0769230769230769,612.957022014748
"270550","2015/2016",1,14,0,0,0,0,1,2,2,26,25.5,0,3.74904876899623
"270560","2015/2016",4,17,0,0,0,0,5,3,2,13,2,0,166.291053103735
"270570","2015/2016",5,5,0,0,1,1,4,4,3,17,11,0.0192307692307692,42.9472258432179
"270580","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270590","2015/2016",1,11,0,0,0,0,2,4,3,23,9,0,125.110524321366
"270600","2015/2016",49,1,3,2,12,2.5,2,3,1,11,3.5,0.480769230769231,3738.46057667595
"270610","2015/2016",143,46,2,0,5,4,4,3,2,13,2,0.192307692307692,4455.86594848886
"270620","2015/2016",2,4,0,0,0,0,2,3,3,34,7,0,108.595773118369
"270630","2015/2016",314,46,4,1,23,3,0,0,0,1,1,0.75,2726.6759530557
"270640","2015/2016",8,10,0,0,2,1,6,2,0,4,1,0.0769230769230769,330.195483251908
"270642","2015/2016",29,8,1,0,4,1,5,2,2,6,2,0.115384615384615,1138.27447936878
"270644","2015/2016",8,21,0,0,1,1,3,3,2,26,3,0.0192307692307692,185.955537036015
"270650","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270660","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270670","2015/2016",69,13,3,1,34,4,0,0,0,0,0,0.865384615384615,1923.05908283931
"270680","2015/2016",29,2,1,1,9,9,3,2,2,24,1.5,0.173076923076923,746.439464539322
"270690","2015/2016",13,13,1,0,4,1,3,3,2,13,2,0.173076923076923,335.316351467092
"270700","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270710","2015/2016",6,44,0,0,1,1,3,4,3,16,3,0.0192307692307692,98.37063356939
"270720","2015/2016",29,46,2,1,8,2.5,1,1,1,19,1,0.269230769230769,1305.64145913803
"270730","2015/2016",3,1,0,0,0,0,6,4,3,15,3,0,109.012267249263
"270740","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270750","2015/2016",3,10,0,0,0,0,0,2,2,29,24.5,0,30.4609265393751
"270760","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"270770","2015/2016",226,9,2,2,21,2,1,0,0,2,1,0.634615384615385,1737.15705384894
"270780","2015/2016",57,23,1,0,4,2,1,3,3,21,10,0.134615384615385,2064.10638086732
"270790","2015/2016",1,14,0,0,0,0,1,2,2,26,25.5,0,14.3252859203101
"270800","2015/2016",164,4,2,2,22,5.5,2,0,0,2,1.5,0.653846153846154,4309.18210989347
"270810","2015/2016",2,5,0,0,0,0,1,2,2,34,25.5,0,17.6584549191531
"270820","2015/2016",1,33,0,0,0,0,1,2,2,45,25.5,0,15.038442017407
"270830","2015/2016",9,13,0,0,1,1,6,3,2,18,1.5,0.0384615384615385,93.9951960880095
"270840","2015/2016",26,42,1,1,8,8,1,2,2,25,2,0.153846153846154,361.213687914847
"270850","2015/2016",3,20,0,0,0,0,2,3,2,26,19,0,12.220837585656
"270860","2015/2016",12,24,1,0,3,1.5,2,2,1,15,2,0.134615384615385,162.046803794864
"270870","2015/2016",7,12,0,0,1,1,0,2,2,24,18,0.0576923076923077,387.591602678854
"270880","2015/2016",46,3,2,0,5,2,2,3,1,7,2,0.307692307692308,721.285807150086
"270890","2015/2016",9,14,0,0,2,1,6,4,2,17,1,0.0769230769230769,307.727450531333
"270895","2015/2016",65,48,1,1,6,6,3,2,1,34,3,0.115384615384615,1499.36594709262
"270900","2015/2016",7,13,0,0,1,1,5,4,4,17,6,0.0192307692307692,290.780758763809
"270910","2015/2016",15,50,1,0,3,1,2,2,1,8,1,0.211538461538462,629.358039670737
"270915","2015/2016",67,5,1,1,16,2,1,1,0,3,1,0.480769230769231,1314.94780897733
"270920","2015/2016",18,47,6,2,14,4,1,0,0,2,1,0.711538461538462,1399.17372513187
"270930","2015/2016",45,13,2,2,26,2,2,1,0,3,2,0.711538461538462,1088.83956334046
"270940","2015/2016",6,5,0,0,2,1,7,3,2,8,2,0.0769230769230769,201.430368286414
"280010","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280020","2015/2016",9,49,0,0,1,1,8,3,1,14,1,0.0769230769230769,256.005826083241
"280030","2015/2016",162,47,1,1,52,52,0,0,0,0,0,1,600.49416471765
"280040","2015/2016",5,5,0,0,1,1,3,2,2,30,8,0.0192307692307692,109.706184334519
"280050","2015/2016",9,49,1,0,4,3,2,5,4,9,6,0.115384615384615,379.931739074142
"280060","2015/2016",16,45,3,1,7,1,0,0,0,2,1,0.403846153846154,745.472286261358
"280067","2015/2016",42,8,1,0,5,5,4,6,1,12,4,0.0961538461538462,397.184410437733
"280070","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280100","2015/2016",7,4,0,0,2,2,1,2,2,28,1,0.0384615384615385,213.628203679789
"280110","2015/2016",1,2,0,0,0,0,1,2,2,37,25.5,0,25.2364705825257
"280120","2015/2016",7,50,0,0,2,1,7,4,2,11,1,0.0961538461538462,170.987636278608
"280130","2015/2016",23,45,0,0,1,1,4,1,1,44,1.5,0.0192307692307692,89.9911411240717
"280140","2015/2016",1,44,0,0,0,0,1,2,1,47,25.5,0,4.84094921704629
"280150","2015/2016",9,47,0,0,2,2,3,3,1,33,4,0.0384615384615385,198.724261215944
"280160","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280170","2015/2016",18,41,1,0,4,3,0,1,1,44,22.5,0.115384615384615,406.093898461812
"280190","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280200","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280210","2015/2016",58,9,3,2,16,1,0,0,0,1,1,0.615384615384615,967.955409536216
"280220","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280230","2015/2016",2,8,0,0,0,0,1,2,2,31,25.5,0,13.8272773625532
"280240","2015/2016",4,41,0,0,0,0,6,6,2,10,3,0,207.394408327683
"280250","2015/2016",10,40,0,0,1,1,1,1,1,51,51,0.0192307692307692,329.449629052389
"280260","2015/2016",1,32,0,0,0,0,1,2,2,44,25.5,0,17.0096120663571
"280270","2015/2016",2,15,0,0,0,0,3,4,4,20,11.5,0,46.5760449100556
"280280","2015/2016",6,7,0,0,1,1,2,2,2,29,8.5,0.0192307692307692,96.2019871722975
"280290","2015/2016",419,47,1,1,15,15,2,3,0,5,2.5,0.288461538461538,1855.13860800642
"280300","2015/2016",258,7,1,1,28,28,3,1,1,7,2,0.538461538461538,6654.52373815097
"280310","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280320","2015/2016",13,10,1,0,4,2.5,7,5,2,7,3.5,0.0961538461538462,241.461912575696
"280330","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280340","2015/2016",3,11,0,0,0,0,6,3,2,22,2,0,87.6282651709945
"280350","2015/2016",9,8,1,0,3,1,4,2,0,3,1,0.0961538461538462,88.4505012609166
"280360","2015/2016",16,42,1,0,5,1,6,3,2,8,2,0.211538461538462,531.485399482824
"280370","2015/2016",10,14,0,0,1,1,0,2,2,22,19,0.0192307692307692,354.105337825856
"280380","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280390","2015/2016",4,43,0,0,0,0,1,1,1,46,23.5,0,90.6813786106091
"280400","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280410","2015/2016",1,41,0,0,0,0,4,3,2,30,2,0,52.9363559087662
"280420","2015/2016",2,41,0,0,0,0,2,3,3,20,13.5,0,35.284139100933
"280430","2015/2016",1,15,0,0,0,0,0,2,2,27,25,0,25.9747071289332
"280440","2015/2016",6,47,0,0,2,2,2,3,1,15,2.5,0.0384615384615385,293.672456112964
"280445","2015/2016",1,48,0,0,0,0,1,3,3,28,12,0,44.3591384090424
"280450","2015/2016",5,17,0,0,1,1,7,4,2,13,2,0.0192307692307692,67.7494417185428
"280460","2015/2016",2,43,0,0,0,0,0,1,1,48,25,0,11.7538428850259
"280470","2015/2016",32,15,1,0,5,3,2,4,2,14,5,0.115384615384615,1808.66876746537
"280480","2015/2016",15,38,2,0,5,3,5,5,3,9,3,0.173076923076923,60.1935486256637
"280490","2015/2016",4,1,0,0,0,0,4,4,2,12,2,0,227.465264158619
"280500","2015/2016",40,11,1,0,3,1,6,4,2,14,2,0.0961538461538462,3002.45721203214
"280510","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280520","2015/2016",11,10,0,0,2,2,4,2,2,25,1.5,0.0384615384615385,653.589505183113
"280530","2015/2016",5,20,0,0,1,1,2,3,3,18,17,0.0192307692307692,131.100799783638
"280540","2015/2016",4,50,0,0,0,0,5,3,3,28,2,0,46.8980023948507
"280550","2015/2016",17,9,0,0,1,1,1,3,2,29,15,0.0192307692307692,93.5436867006062
"280560","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280570","2015/2016",86,15,2,0,4,1.5,0,3,1,7,2,0.288461538461538,1200.19314849252
"280580","2015/2016",16,45,1,0,4,1,3,3,2,13,3.5,0.115384615384615,506.968602512685
"280590","2015/2016",1,2,0,0,0,0,1,2,2,37,25.5,0,10.7088320062276
"280600","2015/2016",2,7,0,0,0,0,1,3,2,25,19,0,28.4452535538789
"280610","2015/2016",10,40,0,0,1,1,2,2,2,30,14,0.0192307692307692,230.807098528807
"280620","2015/2016",13,4,1,0,3,3,0,2,2,32,22.5,0.0576923076923077,192.543679549592
"280630","2015/2016",1,40,0,0,0,0,2,1,1,49,25,0,14.6412369029561
"280640","2015/2016",1,41,0,0,0,0,2,2,2,42,7,0,27.2001025234634
"280650","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280660","2015/2016",4,31,0,0,0,0,1,3,3,21,20,0,51.6099150586815
"280670","2015/2016",22,4,1,0,4,1,5,1,0,5,1,0.134615384615385,143.241911056187
"280680","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280690","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280700","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280710","2015/2016",63,11,3,1,6,3,3,4,0,5,3,0.230769230769231,583.728226347933
"280720","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280730","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280740","2015/2016",148,40,3,1,16,1,1,3,0,5,3,0.538461538461538,2242.20492317454
"280750","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"280760","2015/2016",19,12,1,1,9,1,3,2,2,13,2,0.230769230769231,595.639935171758
"290010","2015/2016",1,9,0,0,0,0,1,2,2,30,25.5,0,11.9061247853463
"290020","2015/2016",5,13,0,0,1,1,5,3,2,15,2,0.0192307692307692,168.868817073936
"290030","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"290035","2015/2016",30,7,0,0,2,2,1,3,3,29,8,0.0769230769230769,372.846490100283
"290040","2015/2016",0,40,0,0,0,0,0,1,1,52,52,0,0
"290050","2015/2016",2,4,0,0,0,0,2,3,3,24,16,0,27.231190186298
"290060","2015/2016",2,11,0,0,0,0,1,2,2,28,19,0,85.7434950367708
"290070","2015/2016",3,15,0,0,0,0,4,6,1,16,3,0,13.3353020000324
"290080","2015/2016",20,29,3,0,3,1.5,2,0,0,2,1,0.288461538461538,799.146284286182
