muni_code_6;munname;prop_esgot;prop_abast;prop_residuo
241200;SAO GONCALO DO AMARANTE;65,63;97;91,29
241210;SAO JOAO DO SABUGI;4,29;84,23;83,53
241220;SAO JOSE DE MIPIBU;19,28;77,09;77,8
241230;SAO JOSE DO CAMPESTRE;43,7;84,14;83,15
241240;SAO JOSE DO SERIDO;66,64;92,65;84,33
241250;SAO MIGUEL;3,82;89,68;67,95
241255;SAO MIGUEL DO GOSTOSO;2,96;88,21;47,48
241260;SAO PAULO DO POTENGI;59,66;84,56;80,51
241270;SAO PEDRO;2,85;66,34;70,17
241280;SAO RAFAEL;60,83;82,94;73,74
241290;SAO TOME;27,34;63,39;58,08
241300;SAO VICENTE;61,02;93,93;67,37
241310;SENADOR ELOI DE SOUZA;17,87;83,74;50,58
241320;SENADOR GEORGINO AVELINO;1,83;92,61;90,12
241330;SERRA DE SAO BENTO;11,42;61,87;62,12
241335;SERRA DO MEL;1,43;83,29;29,3
241340;SERRA NEGRA DO NORTE;74,33;77,22;68,39
241350;SERRINHA;3,54;56,45;53,76
241355;SERRINHA DOS PINTOS;0,66;93,52;58,09
241360;SEVERIANO MELO;9,97;69,5;58,55
241370;SITIO NOVO;13,24;72,25;60,34
241380;TABOLEIRO GRANDE;1,16;59,57;81,59
241390;TAIPU;5,81;76,98;50,78
241400;TANGARA;77,32;88,89;78,7
241410;TENENTE ANANIAS;28,76;73,71;71,27
241415;TENENTE LAURENTINO CRUZ;6,23;93,64;65,48
241420;TIBAU DO SUL;23,66;89,67;94,1
241430;TIMBAUBA DOS BATISTAS;97,33;88,59;85,92
241440;TOUROS;19,63;81,79;56,96
241445;TRIUNFO POTIGUAR;1,31;80,8;68,16
241450;UMARIZAL;5;90,32;79,09
241460;UPANEMA;1,45;72,46;55,24
241470;VARZEA;13,51;87,84;83,31
241475;VENHA-VER;3,76;94,85;31,36
241480;VERA CRUZ;3,54;85,21;88,82
241490;VICOSA;73,8;91,27;96,05
241500;VILA FLOR;1,74;97,96;93,74
250010;AGUA BRANCA;26,5;62,95;56,39
250020;AGUIAR;20,19;61,9;50,15
250030;ALAGOA GRANDE;51,69;81,83;74,66
250040;ALAGOA NOVA;39,59;62,44;54,31
250050;ALAGOINHA;8,6;79,22;65,58
250053;ALCANTIL;4,54;2,94;58,79
250057;ALGODAO DE JANDAIRA;44,73;22,59;49,48
250060;ALHANDRA;9,61;89,62;78,59
250070;SAO JOAO DO RIO DO PEIXE;33,07;73,6;51,1
250073;AMPARO;10,38;58,64;52,83
250077;APARECIDA;4,9;81,74;51,93
250080;ARACAGI;12,69;61,37;49,76
250090;ARARA;52,01;76,4;69,54
250100;ARARUNA;43,85;64,38;58,22
250110;AREIA;43,1;79,97;63,45
250115;AREIA DE BARAUNAS;43,44;56,76;50,82
250120;AREIAL;59,45;61,97;74,06
250130;AROEIRAS;24,92;40,27;47,65
250135;ASSUNCAO;48,75;0,77;81,76
250140;BAIA DA TRAICAO;12,26;91,84;43,9
250150;BANANEIRAS;26,9;63,27;50,37
250153;BARAUNA;41,07;0,16;76,93
250157;BARRA DE SANTANA;5,17;16,77;13,22
250160;BARRA DE SANTA ROSA;54,71;57,58;62,92
250170;BARRA DE SAO MIGUEL;12,19;69,87;60,44
250180;BAYEUX;46,13;98,46;95,41
250190;BELEM;82,71;85,4;84
250200;BELEM DO BREJO DO CRUZ;56,51;74,41;72,02
250205;BERNARDINO BATISTA;1,01;47,43;34,17
250210;BOA VENTURA;10,73;74,6;60,86
250215;BOA VISTA;14,62;61,5;56,3
250220;BOM JESUS;0,86;74,82;67,52
250230;BOM SUCESSO;20,75;90,68;45,87
250240;BONITO DE SANTA FE;46,37;76,22;70,41
250250;BOQUEIRAO;52,44;73,46;72,84
250260;IGARACY;33,24;77,28;68,55
250270;BORBOREMA;63,95;84,3;67,67
250280;BREJO DO CRUZ;66,11;75,92;74,62
250290;BREJO DOS SANTOS;9,2;87,29;74,59
250300;CAAPORA;16,04;86,11;81,17
250310;CABACEIRAS;28,25;74,6;45,23
250320;CABEDELO;52,1;97,91;96,79
250330;CACHOEIRA DOS INDIOS;25,49;74,4;42,05
250340;CACIMBA DE AREIA;41,9;58,39;48,11
250350;CACIMBA DE DENTRO;13,43;72,18;66,04
250355;CACIMBAS;32,14;55,09;36,45
250360;CAICARA;52,9;72,24;73
250370;CAJAZEIRAS;56,44;86,37;79,07
250375;CAJAZEIRINHAS;30,58;53,28;33,98
250380;CALDAS BRANDAO;5,82;78,92;79,45
250390;CAMALAU;18,47;57,78;50,78
250400;CAMPINA GRANDE;84,82;97,87;94,84
250403;CAPIM;5,75;89,87;70,5
250407;CARAUBAS;38,87;65,75;53,15
250410;CARRAPATEIRA;17,12;71,53;77,8
250415;CASSERENGUE;31,74;48,9;50,44
250420;CATINGUEIRA;17,37;74,3;58,84
250430;CATOLE DO ROCHA;38,21;85,15;74,44
250435;CATURITE;20,92;44,84;58,62
250440;CONCEICAO;23,9;78,06;60,46
250450;CONDADO;37,81;81,54;67,84
250460;CONDE;17,21;66,66;61,27
250470;CONGO;46,68;69,14;63,67
250480;COREMAS;53,64;85,04;74,25
250485;COXIXOLA;32,99;93,2;44,05
250490;CRUZ DO ESPIRITO SANTO;22,3;73,18;44,77
250500;CUBATI;22,05;70,7;67,2
250510;CUITE;15,56;67,24;68,82
250520;CUITEGI;4,74;90,57;78,87
250523;CUITE DE MAMANGUAPE;2,2;64,26;29,9
250527;CURRAL DE CIMA;3,35;34,41;19,87
250530;CURRAL VELHO;32,72;77,32;52,47
250535;DAMIAO;1,53;29,65;49,13
250540;DESTERRO;37,93;63,11;60,34
250550;VISTA SERRANA;37,01;56,66;49,78
250560;DIAMANTE;24,38;73,25;54,36
250570;DONA INES;19,48;45,3;47,3
250580;DUAS ESTRADAS;26,17;77,28;78,96
250590;EMAS;57,76;78,75;68,38
250600;ESPERANCA;64,78;70,98;78,36
250610;FAGUNDES;11,24;56,07;49,1
250620;FREI MARTINHO;63,23;80,93;60,94
250625;GADO BRAVO;1,84;18,85;11,26
250630;GUARABIRA;69,61;96,08;93,25
250640;GURINHEM;7,33;60,02;66,13
250650;GURJAO;43,1;71,02;69,11
250660;IBIARA;5,79;74,07;61,13
250670;IMACULADA;25,64;59,39;46,53
250680;INGA;5,2;70,12;68,62
250690;ITABAIANA;35,72;76,26;78,96
250700;ITAPORANGA;67,86;81,47;75,56
250710;ITAPOROROCA;10,81;76,24;65,31
250720;ITATUBA;19,43;57,25;55,84
250730;JACARAU;8,68;83,99;58,5
250740;JERICO;42,24;82,39;61,46
250750;JOAO PESSOA;71,76;99,58;99,2
250760;JUAREZ TAVORA;10,74;83,22;78,69
250770;JUAZEIRINHO;60,3;57,57;54,66
250780;JUNCO DO SERIDO;64,96;76,31;73,19
250790;JURIPIRANGA;7,23;76,41;92,01
250800;JURU;24,79;67,92;53,19
250810;LAGOA;17,94;66,08;48,13
250820;LAGOA DE DENTRO;20,74;58,46;58,78
250830;LAGOA SECA;52,66;53,52;64,84
250840;LASTRO;12,41;53,38;42,62
250850;LIVRAMENTO;36,81;44,69;55,56
250855;LOGRADOURO;36,78;66,57;74,46
250860;LUCENA;29,08;88,52;84,4
250870;MAE D'AGUA;42,31;78,08;59,55
250880;MALTA;76,89;88,84;85,49
250890;MAMANGUAPE;8,59;81,02;80,21
250900;MANAIRA;14,31;69,27;52,33
250905;MARCACAO;22,36;96,72;34,32
250910;MARI;1,77;90,83;85,28
250915;MARIZOPOLIS;16,77;92,64;75,94
250920;MASSARANDUBA;30,86;52,65;51,22
250930;MATARACA;3,99;95,5;86,25
250933;MATINHAS;12,41;35,04;16,38
250937;MATO GROSSO;55,49;79,42;45,07
250939;MATUREIA;21,69;66,01;67,68
250940;MOGEIRO;6,22;33,45;61,99
250950;MONTADAS;37,71;62,15;64,5
250960;MONTE HOREBE;53,26;66,18;59,53
250970;MONTEIRO;57,71;72,45;66,78
250980;MULUNGU;6,45;68,07;57,43
250990;NATUBA;16,92;48,61;33,1
251000;NAZAREZINHO;19,05;50,48;43,65
251010;NOVA FLORESTA;2,22;86,1;90,33
251020;NOVA OLINDA;26,67;78,52;58,59
251030;NOVA PALMEIRA;62,52;59,16;60,54
251040;OLHO D'AGUA;43,22;63,19;52,42
251050;OLIVEDOS;43,06;53,54;52,97
251060;OURO VELHO;2,44;73,44;67,91
251065;PARARI;55,97;60,7;54,48
251070;PASSAGEM;57,3;58,78;68,01
251080;PATOS;86,3;96,02;94,48
251090;PAULISTA;35,94;57,2;49,87
251100;PEDRA BRANCA;68,55;80,24;65,62
251110;PEDRA LAVRADA;41,18;45,91;42,74
251120;PEDRAS DE FOGO;27,02;82,67;68,38
251130;PIANCO;48,98;76,67;68,95
251140;PICUI;62,37;70,7;73,93
251150;PILAR;16,31;69,71;70,12
251160;PILOES;11,01;69,76;50,52
251170;PILOEZINHOS;40,14;75,36;58,53
251180;PIRPIRITUBA;49,8;82,42;77,07
251190;PITIMBU;16,87;74,78;57,68
251200;POCINHOS;39,62;59,59;59,88
251203;POCO DANTAS;13,82;79,92;51,16
251207;POCO DE JOSE DE MOURA;36,31;69,08;48,44
251210;POMBAL;62;82,43;78,54
251220;PRATA;1,3;76,55;63,47
251230;PRINCESA ISABEL;58,89;77,96;73,6
251240;PUXINANA;76,05;61,75;66,56
251250;QUEIMADAS;47,74;73,22;69,17
251260;QUIXABA;37,67;47,67;41,63
251270;REMIGIO;54,97;78,76;77,42
251272;PEDRO REGIS;1,45;64,97;30,34
251274;RIACHAO;26,13;70,43;58,5
251275;RIACHAO DO BACAMARTE;19,54;58,48;65,52
251276;RIACHAO DO POCO;18,8;39,74;24,35
251278;RIACHO DE SANTO ANTONIO;38,05;61,52;69,13
251280;RIACHO DOS CAVALOS;50,7;61,03;45,12
251290;RIO TINTO;27,46;60,38;58,25
251300;SALGADINHO;16,51;34,59;28
251310;SALGADO DE SAO FELIX;3,23;63,81;48,02
251315;SANTA CECILIA;5,42;1,22;26,49
251320;SANTA CRUZ;27,56;86,85;65,2
251330;SANTA HELENA;25;76,2;60,09
251335;SANTA INES;4,88;62,69;39,15
251340;SANTA LUZIA;86,13;93;90,05
251350;SANTANA DE MANGUEIRA;5,32;71,34;45,46
251360;SANTANA DOS GARROTES;13,63;75,24;38,94
251365;JOCA CLAUDINO;0,67;81,2;71,86
251370;SANTA RITA;21,72;88,41;90,51
251380;SANTA TERESINHA;91,61;69,78;51,19
251385;SANTO ANDRE;9,45;2,14;33,88
251390;SAO BENTO;58,62;84,7;84,64
251392;SAO BENTINHO;38,28;76,23;67,06
251394;SAO DOMINGOS DO CARIRI;34,73;62,21;50,48
251396;SAO DOMINGOS;26,55;49,57;34,42
251398;SAO FRANCISCO;13,55;88,65;53,49
251400;SAO JOAO DO CARIRI;57,75;68,7;61,63
251410;SAO JOAO DO TIGRE;27,68;27,47;44,22
251420;SAO JOSE DA LAGOA TAPADA;19,99;65,25;39,99
251430;SAO JOSE DE CAIANA;0,69;46,44;46,99
251440;SAO JOSE DE ESPINHARAS;33,21;49,23;36,59
251445;SAO JOSE DOS RAMOS;5,17;45,1;44,7
251450;SAO JOSE DE PIRANHAS;50,49;74,09;57,66
251455;SAO JOSE DE PRINCESA;0,91;49,36;16,67
251460;SAO JOSE DO BONFIM;74,58;62,32;48,01
251465;SAO JOSE DO BREJO DO CRUZ;13,51;8,29;57,11
251470;SAO JOSE DO SABUGI;83,33;79,01;69,32
251480;SAO JOSE DOS CORDEIROS;52,34;49,41;42,32
251490;SAO MAMEDE;74,38;86,88;77,66
251500;SAO MIGUEL DE TAIPU;33,67;60,23;40,49
251510;SAO SEBASTIAO DE LAGOA DE ROCA;31,74;54,79;30,66
251520;SAO SEBASTIAO DO UMBUZEIRO;33,72;71,07;66,48
251530;SAPE;28,3;81,53;78,76
251540;SAO VICENTE DO SERIDO;2,59;47,1;40,58
251550;SERRA BRANCA;24,65;78,65;69,03
251560;SERRA DA RAIZ;9,71;82,71;71,87
251570;SERRA GRANDE;34,15;64,23;56,91
251580;SERRA REDONDA;31,47;55,68;58,27
251590;SERRARIA;27,81;68,9;54,52
251593;SERTAOZINHO;55,8;64,67;76,34
251597;SOBRADO;1,28;68,78;18,56
251600;SOLANEA;21,05;75,88;70,73
251610;SOLEDADE;56,82;72,86;73,62
251615;SOSSEGO;27,64;1,2;51,47
251620;SOUSA;67,35;93,4;82,65
251630;SUME;24,43;79,64;76,34
251640;TACIMA;12,22;64,89;67,86
251650;TAPEROA;59,08;66,23;60,86
251660;TAVARES;27,03;59,06;53,82
251670;TEIXEIRA;33,3;69,57;63,1
251675;TENORIO;2,49;1,83;60,55
251680;TRIUNFO;23,89;75,37;45,73
251690;UIRAUNA;57,38;84,41;72,74
251700;UMBUZEIRO;31,56;23,9;48,15
251710;VARZEA;68,47;79,15;74,12
251720;VIEIROPOLIS;1,76;69,56;39,05
251740;ZABELE;53,35;80,03;74,22
260005;ABREU E LIMA;44,55;96,57;94,09
260010;AFOGADOS DA INGAZEIRA;72,94;84,92;78,79
260020;AFRANIO;25,54;43,04;34,61
260030;AGRESTINA;68,31;82,68;83,44
260040;AGUA PRETA;43,26;77,8;57,4
260050;AGUAS BELAS;31,36;65,39;56,92
260060;ALAGOINHA;49,55;38,3;66,47
260070;ALIANCA;56,05;88,99;79,93
260080;ALTINHO;54,78;66,1;59,09
260090;AMARAJI;51,87;86,88;69,96
260100;ANGELIM;55,5;74,85;62,24
260105;ARACOIABA;9,57;80,12;65,91
260110;ARARIPINA;48;57,12;61,09
260120;ARCOVERDE;87,69;88,63;89,73
260130;BARRA DE GUABIRABA;74,38;95,85;90,01
260140;BARREIROS;45,43;82,06;73,36
260150;BELEM DE MARIA;44,07;66,87;71,16
260160;BELEM DE SAO FRANCISCO;43,6;65,45;54,69
260170;BELO JARDIM;72,25;88,92;87,24
260180;BETANIA;34,5;70,46;32,96
260190;BEZERROS;74,14;83,81;84,58
260200;BODOCO;26,56;47,85;41,18
260210;BOM CONSELHO;56,86;68,93;70,21
260220;BOM JARDIM;22,74;68,62;40,32
260230;BONITO;67,91;88,36;77,72
260240;BREJAO;31,18;83,9;44,82
260250;BREJINHO;47,92;50,4;63,03
260260;BREJO DA MADRE DE DEUS;57,11;54,9;77,75
260270;BUENOS AIRES;15,3;83,65;63,36
260280;BUIQUE;32,81;49,8;45,02
260290;CABO DE SANTO AGOSTINHO;50,88;94,59;92,29
260300;CABROBO;65,07;79,12;63,72
260310;CACHOEIRINHA;73,58;68,18;80,6
260320;CAETES;26,71;26,91;31,82
260330;CALCADO;43,67;46,16;50,56
260340;CALUMBI;46,94;81,56;32,02
260345;CAMARAGIBE;41,12;95,27;94,77
260350;CAMOCIM DE SAO FELIX;76,02;88,55;89,65
260360;CAMUTANGA;28,36;89,45;72,21
260370;CANHOTINHO;56,37;78,6;60,23
260380;CAPOEIRAS;34,46;38,87;37,78
260390;CARNAIBA;43,44;60,89;51,5
260392;CARNAUBEIRA DA PENHA;15,91;42,11;16,91
260400;CARPINA;15,43;90,13;84,46
260410;CARUARU;81,97;89,21;95,53
260415;CASINHAS;12,17;23,16;20,74
260420;CATENDE;64,27;84,24;74,77
260430;CEDRO;57,37;65,57;62,23
260440;CHA DE ALEGRIA;19,55;70,63;80,8
260450;CHA GRANDE;46,08;76,02;66,49
260460;CONDADO;3,89;79,41;93,75
260470;CORRENTES;48,46;77,69;63,78
260480;CORTES;55,6;82,16;76,89
260490;CUMARU;21,39;32,13;46,68
260500;CUPIRA;81,27;86,28;90,42
260510;CUSTODIA;53,31;61,54;51,99
260515;DORMENTES;73,02;49,97;28,04
260520;ESCADA;38,47;88,13;76,47
260530;EXU;17,62;51,59;49,11
260540;FEIRA NOVA;21,8;72,18;80,56
260545;FERNANDO DE NORONHA;81,36;99,32;100
260550;FERREIROS;50,19;84,48;82,13
260560;FLORES;33,48;57,55;43,54
260570;FLORESTA;42,14;66,79;64,22
260580;FREI MIGUELINHO;13,67;33,96;52,08
260590;GAMELEIRA;54,56;70,37;65,2
260600;GARANHUNS;53,8;90,06;89,09
260610;GLORIA DO GOITA;35,65;58,04;62,44
260620;GOIANA;34,47;85,85;84,99
260630;GRANITO;30,42;58,19;50,12
260640;GRAVATA;66,15;87,35;84,82
260650;IATI;37,76;52,34;50,52
260660;IBIMIRIM;35,12;63,33;65,06
260670;IBIRAJUBA;48,7;48,69;58,5
260680;IGARASSU;20,48;91,49;85,51
260690;IGUARACY;37,48;63;51,03
260700;INAJA;27,09;52,01;39,44
260710;INGAZEIRA;43,65;60,39;46,12
260720;IPOJUCA;51,32;81,19;84,1
260730;IPUBI;21,82;45,3;61,32
260740;ITACURUBA;82,93;85,38;85,46
260750;ITAIBA;33,22;58,64;44,9
260760;ILHA DE ITAMARACA;20,31;86,45;69,95
260765;ITAMBE;18,78;92,12;88,45
260770;ITAPETIM;54,06;66,28;65,17
260775;ITAPISSUMA;25,37;89,87;93,24
260780;ITAQUITINGA;9,63;77,26;86,78
260790;JABOATAO DOS GUARARAPES;46,75;92,41;94,03
260795;JAQUEIRA;34,23;62,56;56,78
260800;JATAUBA;56,47;31,09;50,6
260805;JATOBA;70,27;77,95;67,71
260810;JOAO ALFREDO;17,67;63,54;45,43
260820;JOAQUIM NABUCO;51,55;77,56;71,52
260825;JUCATI;49,35;47,07;47,23
260830;JUPI;52,58;44,72;66,55
260840;JUREMA;65,21;77,25;67,02
260845;LAGOA DO CARRO;10,23;65,59;74,41
260850;LAGOA DE ITAENGA;15,17;73,89;81,87
260860;LAGOA DO OURO;53,44;92,12;54,62
260870;LAGOA DOS GATOS;47,52;63,75;58,33
260875;LAGOA GRANDE;40,54;76,41;66,97
260880;LAJEDO;65,24;81,58;82,14
260890;LIMOEIRO;46,19;72,74;84,14
260900;MACAPARANA;62,08;91,93;70,02
260910;MACHADOS;23,57;79,83;58,55
260915;MANARI;5,71;30,95;30,23
260920;MARAIAL;22,07;73,85;70,39
260930;MIRANDIBA;56,08;67,01;57,67
260940;MORENO;52,66;91,34;78,41
260950;NAZARE DA MATA;78,04;86,3;85,8
260960;OLINDA;57,95;97,51;96,42
260970;OROBO;21,9;53,87;48,64
260980;OROCO;38,87;84,23;49,59
260990;OURICURI;61,06;60,18;45,64
261000;PALMARES;57,42;88,52;80,33
261010;PALMEIRINA;54,03;73,76;69,47
261020;PANELAS;57,83;62,99;61,65
261030;PARANATAMA;4,74;42,28;34,01
261040;PARNAMIRIM;36,26;57,61;39,59
261050;PASSIRA;17,68;63,85;58,6
261060;PAUDALHO;32,08;81,26;64,67
261070;PAULISTA;61,51;98,07;91,04
261080;PEDRA;43,61;60,29;54,54
261090;PESQUEIRA;63,49;71,5;72,7
261100;PETROLANDIA;70,43;90,13;72,27
261110;PETROLINA;73,92;92,03;88,69
261120;POCAO;46,77;53,8;63,81
261130;POMBOS;67,06;70,64;65,46
261140;PRIMAVERA;45,57;68,62;67,91
261150;QUIPAPA;50,59;78,48;59,07
261153;QUIXABA;28,99;50,78;42,46
261160;RECIFE;70,58;97,5;97,86
261170;RIACHO DAS ALMAS;50,67;49,95;53,16
261180;RIBEIRAO;66,81;88,59;80,08
261190;RIO FORMOSO;34,7;81,68;60,27
261200;SAIRE;29,85;74,78;58,9
261210;SALGADINHO;13,08;44,47;33,1
261220;SALGUEIRO;64,16;87,64;81,76
261230;SALOA;38,02;54,79;54,27
261240;SANHARO;52,2;81,06;71,01
261245;SANTA CRUZ;27,64;41,67;32,3
261247;SANTA CRUZ DA BAIXA VERDE;45,67;65,79;52,93
261250;SANTA CRUZ DO CAPIBARIBE;87,6;79,68;95,68
261255;SANTA FILOMENA;9,15;36,57;29,47
261260;SANTA MARIA DA BOA VISTA;41,32;76,59;36,18
261270;SANTA MARIA DO CAMBUCA;24,57;33,56;42,56
261280;SANTA TEREZINHA;52,46;69,63;63,76
261290;SAO BENEDITO DO SUL;24,36;65,47;57,13
261300;SAO BENTO DO UNA;48,05;58,05;59,26
261310;SAO CAITANO;51,33;66,51;76,4
261320;SAO JOAO;26,93;62,37;48,08
261330;SAO JOAQUIM DO MONTE;67,13;81,57;75,62
261340;SAO JOSE DA COROA GRANDE;5,19;88,52;83,88
261350;SAO JOSE DO BELMONTE;35,96;68,29;56,29
261360;SAO JOSE DO EGITO;64,55;76,41;66,9
261370;SAO LOURENCO DA MATA;38,89;88,47;82,51
261380;SAO VICENTE FERRER;56,55;68,83;65,4
261390;SERRA TALHADA;71,84;83,64;70,92
261400;SERRITA;35,79;47;37,91
261410;SERTANIA;59,15;64,92;62,07
261420;SIRINHAEM;34,33;79,36;74,99
261430;MOREILANDIA;12,48;65,13;57,03
261440;SOLIDAO;36,89;42,52;38,9
261450;SURUBIM;58,83;82,12;76,72
261460;TABIRA;72,11;75,86;78,11
261470;TACAIMBO;54,46;51,97;60,29
261480;TACARATU;22,15;43,09;42,5
261485;TAMANDARE;19,35;82,97;72,43
261500;TAQUARITINGA DO NORTE;44,16;44,38;81,12
261510;TEREZINHA;57,16;54,4;44,3
261520;TERRA NOVA;47,67;77,7;60,1
261530;TIMBAUBA;67,59;83,87;88,79
261540;TORITAMA;79,92;80,18;96,82
261550;TRACUNHAEM;24,07;79,13;80,23
261560;TRINDADE;44,18;85,71;74,36
261570;TRIUNFO;21,77;65,93;56,35
261580;TUPANATINGA;32,73;45,89;38,04
261590;TUPARETAMA;60,65;81,29;79,28
261600;VENTUROSA;56,54;60,94;66,18
261610;VERDEJANTE;41,3;75,41;38,99
261618;VERTENTE DO LERIO;15,71;2,38;41,86
261620;VERTENTES;39,81;62,58;71,95
261630;VICENCIA;58,8;89,32;69,52
261640;VITORIA DE SANTO ANTAO;64,43;83,69;87,57
261650;XEXEU;56,08;87,8;76,05
270010;AGUA BRANCA;29,88;61,78;36,32
270020;ANADIA;19,07;61,62;81,66
270030;ARAPIRACA;19,21;94,67;91,27
270040;ATALAIA;24,29;82,49;76,75
270050;BARRA DE SANTO ANTONIO;23,61;91,16;88,03
270060;BARRA DE SAO MIGUEL;53,92;90,49;94,72
270070;BATALHA;21,48;70,94;63,6
270080;BELEM;18,27;62,17;58,86
270090;BELO MONTE;35,71;40,14;29,74
270100;BOCA DA MATA;66,35;87,43;85,58
270110;BRANQUINHA;36,64;81,88;61,38
270120;CACIMBINHAS;0,27;21,47;55,78
270130;CAJUEIRO;9,81;90,12;79,37
270135;CAMPESTRE;57,2;85,25;75,48
270140;CAMPO ALEGRE;23,32;67,11;96,71
270150;CAMPO GRANDE;7,61;84,83;51,73
270160;CANAPI;6,11;28,02;34,13
270170;CAPELA;56,43;84,91;78,89
270180;CARNEIROS;0,24;60,09;56,56
270190;CHA PRETA;6,11;91,37;62,68
270200;COITE DO NOIA;1,75;43,62;34,43
270210;COLONIA LEOPOLDINA;68,18;74,62;80,54
270220;COQUEIRO SECO;15,02;89,52;87,62
270230;CORURIPE;16,68;91,82;87,8
270235;CRAIBAS;7,46;63,6;49,63
270240;DELMIRO GOUVEIA;73,93;90,47;88,05
270250;DOIS RIACHOS;0,82;34,56;52,95
270255;ESTRELA DE ALAGOAS;6,35;33,69;24,18
270260;FEIRA GRANDE;7,74;77,69;32,58
270270;FELIZ DESERTO;1,5;32,7;88,93
270280;FLEXEIRAS;57,05;66,76;63,05
270290;GIRAU DO PONCIANO;2,43;50,24;42,74
270300;IBATEGUARA;58,86;82,28;83,68
270310;IGACI;6,06;48,49;42,79
270320;IGREJA NOVA;6,95;80,07;39,41
270330;INHAPI;13,79;42,16;46,74
270340;JACARE DOS HOMENS;6,43;81,42;75,85
270350;JACUIPE;26,77;68,66;63,69
270360;JAPARATINGA;12,04;79,03;57,81
270370;JARAMATAIA;1,29;64,73;65,52
270375;JEQUIA DA PRAIA;2,05;87,62;76,77
270380;JOAQUIM GOMES;15,69;73,62;58,91
270390;JUNDIA;4,18;77,94;65,75
270400;JUNQUEIRO;1,15;91,27;59,11
270410;LAGOA DA CANOA;5,3;75,33;62,13
270420;LIMOEIRO DE ANADIA;11,6;71,72;46,08
270430;MACEIO;48,42;80,44;97,63
270440;MAJOR ISIDORO;23,97;43,93;53,69
270450;MARAGOGI;38,24;75,43;65,4
270460;MARAVILHA;13,61;46,19;52,47
270470;MARECHAL DEODORO;28,39;97,24;92,39
270480;MARIBONDO;69,28;64,59;83,05
270490;MAR VERMELHO;15,99;74,28;51,93
270500;MATA GRANDE;21,79;43,05;32,42
270510;MATRIZ DE CAMARAGIBE;9,81;84,98;87,29
270520;MESSIAS;31,81;90,41;88,62
270530;MINADOR DO NEGRAO;0,75;32,95;42,48
270540;MONTEIROPOLIS;0,89;61,09;58,73
270550;MURICI;66,93;77;75
270560;NOVO LINO;35,21;73,43;43,86
270570;OLHO D'AGUA DAS FLORES;2,29;84,25;76,41
270580;OLHO D'AGUA DO CASADO;12,86;69,65;56,79
270590;OLHO D'AGUA GRANDE;0,69;50,66;25,48
270600;OLIVENCA;0,76;45,1;43,89
270610;OURO BRANCO;3,02;37,82;60,63
270620;PALESTINA;5,58;82,31;81,91
270630;PALMEIRA DOS INDIOS;13,75;80,3;69,14
270640;PAO DE ACUCAR;19,12;76,86;66,11
270642;PARICONHA;3,96;61,52;59,13
270644;PARIPUEIRA;12,89;92,48;82,15
270650;PASSO DE CAMARAGIBE;3,09;75,59;70,89
270660;PAULO JACINTO;11,27;84,47;81,01
270670;PENEDO;31,11;95,07;86,69
270680;PIACABUCU;42,11;84,15;92,28
270690;PILAR;26,84;90,02;95
270700;PINDOBA;0,27;85,15;58,09
270710;PIRANHAS;51,79;71,92;79,2
270720;POCO DAS TRINCHEIRAS;2,82;23,79;35,38
270730;PORTO CALVO;16,07;86,25;80,12
270740;PORTO DE PEDRAS;4,63;72,2;45,89
270750;PORTO REAL DO COLEGIO;38,65;71,37;42,83
270760;QUEBRANGULO;12,48;76,59;64,39
270770;RIO LARGO;34,33;77,66;86,88
270780;ROTEIRO;6,9;87,83;70,94
270790;SANTA LUZIA DO NORTE;3,2;71,35;93,06
270800;SANTANA DO IPANEMA;6,3;71,05;67,32
270810;SANTANA DO MUNDAU;7,12;78,5;50,48
270820;SAO BRAS;15,14;89,74;82,01
270830;SAO JOSE DA LAJE;68,98;87,25;66,66
270840;SAO JOSE DA TAPERA;4,61;48,62;49,06
270850;SAO LUIS DO QUITUNDE;13,61;52,48;64,13
270860;SAO MIGUEL DOS CAMPOS;63,64;96,17;96,82
270870;SAO MIGUEL DOS MILAGRES;7,73;91,14;67,56
270880;SAO SEBASTIAO;1,95;78,04;44,79
270890;SATUBA;72,2;88,46;97,65
270895;SENADOR RUI PALMEIRA;6,51;25,57;40,71
270900;TANQUE D'ARCA;2,79;68,02;55,63
270910;TAQUARANA;9,41;74,19;44
270915;TEOTONIO VILELA;47,49;83,77;91,23
270920;TRAIPU;10,29;37,18;28,55
270930;UNIAO DOS PALMARES;65,3;90,59;79,58
270940;VICOSA;31,9;83,52;79,27
280010;AMPARO DE SAO FRANCISCO;18,62;80,65;79,47
280020;AQUIDABA;37,11;88,82;73,8
280030;ARACAJU;87,82;99,4;99,03
280040;ARAUA;12,8;80,1;65,01
280050;AREIA BRANCA;9,01;85,15;81,53
280060;BARRA DOS COQUEIROS;63,6;96,04;95,53
280067;BOQUIM;0,94;86,91;73,85
280070;BREJO GRANDE;1,28;74,77;62,83
280100;CAMPO DO BRITO;15,52;88,94;82,06
280110;CANHOBA;4,12;86,88;45,88
280120;CANINDE DE SAO FRANCISCO;45,87;79,23;79,67
280130;CAPELA;14,21;90,38;60,58
280140;CARIRA;16,57;69,26;67,58
280150;CARMOPOLIS;82,87;99,04;97,89
280160;CEDRO DE SAO JOAO;40,86;96,57;97,64
280170;CRISTINAPOLIS;2,01;87,97;58,57
280190;CUMBE;11,47;94,86;79,11
