muni_code_6;munname;prop_esgot;prop_abast;prop_residuo
313867;LUISBURGO;28,24;76,88;40,37
313868;LUISLANDIA;0,59;77,34;43,55
313870;LUMINARIAS;74,76;94,34;79,63
313880;LUZ;87,58;95,68;90,03
313890;MACHACALIS;76,16;95,54;80,11
313900;MACHADO;82,34;96,88;91,54
313910;MADRE DE DEUS DE MINAS;78,02;93,93;81,98
313920;MALACACHETA;64,59;89,09;56,8
313925;MAMONAS;5,05;86,86;41,13
313930;MANGA;4,48;77,39;67,09
313940;MANHUACU;74;94,2;87,13
313950;MANHUMIRIM;70,27;95,16;83,54
313960;MANTENA;78,44;95,47;78,65
313970;MARAVILHAS;63,57;97,47;80,32
313980;MAR DE ESPANHA;86,37;98,33;91,62
313990;MARIA DA FE;66,23;79,51;82,62
314000;MARIANA;78,09;95,48;90,14
314010;MARILAC;80,12;98,01;63,83
314015;MARIO CAMPOS;44,11;97,15;96,59
314020;MARIPA DE MINAS;62,3;95,49;88,82
314030;MARLIERIA;79,5;91,4;87,14
314040;MARMELOPOLIS;60,78;75,8;85,08
314050;MARTINHO CAMPOS;41,4;96,17;83,85
314053;MARTINS SOARES;51,59;82,33;64,13
314055;MATA VERDE;72,22;91,73;80,23
314060;MATERLANDIA;38,75;90,23;40,39
314070;MATEUS LEME;61,4;94,2;88,56
314080;MATIAS BARBOSA;71,91;97,05;96,03
314085;MATIAS CARDOSO;20,89;70,41;40,34
314090;MATIPO;71,27;96,03;75,61
314100;MATO VERDE;1,53;92,05;70,55
314110;MATOZINHOS;67,55;96,57;97,54
314120;MATUTINA;84,35;96,12;84,49
314130;MEDEIROS;69,14;84,04;58,7
314140;MEDINA;69,27;90,64;72,15
314150;MENDES PIMENTEL;49,4;90,36;57,01
314160;MERCES;67,43;85,79;74,8
314170;MESQUITA;58,68;88,91;52,3
314180;MINAS NOVAS;18,62;55,44;39,49
314190;MINDURI;88,47;95,57;89,45
314200;MIRABELA;7,91;89,15;59,46
314210;MIRADOURO;64,39;89,14;68,75
314220;MIRAI;86,25;96,54;87,06
314225;MIRAVANIA;3,05;90,23;23,53
314230;MOEDA;34,14;60,18;79,31
314240;MOEMA;70,72;99,21;91,28
314250;MONJOLOS;2,92;77,81;49,2
314260;MONSENHOR PAULO;80,19;93,09;77,18
314270;MONTALVANIA;7,78;79,42;57,25
314280;MONTE ALEGRE DE MINAS;73,64;98,4;76,61
314290;MONTE AZUL;9,54;87,33;58,22
314300;MONTE BELO;70,14;87,14;79,76
314310;MONTE CARMELO;89,28;97,93;91,47
314315;MONTE FORMOSO;35,08;75,55;39,17
314320;MONTE SANTO DE MINAS;86,52;96,75;83,19
314330;MONTES CLAROS;93,04;95,05;94,16
314340;MONTE SIAO;86,39;94,36;90,72
314345;MONTEZUMA;27,79;84,26;41,1
314350;MORADA NOVA DE MINAS;2,51;88,85;75,16
314360;MORRO DA GARCA;41,71;74,25;54,33
314370;MORRO DO PILAR;48,83;90;61,74
314380;MUNHOZ;48,87;88,69;94,71
314390;MURIAE;89;98,94;94,13
314400;MUTUM;47,83;86,41;49,31
314410;MUZAMBINHO;83,53;89,41;87,9
314420;NACIP RAYDAN;60,95;86,91;58,97
314430;NANUQUE;79,39;98,14;88,23
314435;NAQUE;79,83;99,46;86,56
314437;NATALANDIA;55,76;81,1;74,28
314440;NATERCIA;50,99;81,39;96,12
314450;NAZARENO;68,13;95,71;84,55
314460;NEPOMUCENO;80,15;95,07;79,18
314465;NINHEIRA;14,38;55,34;31,8
314467;NOVA BELEM;44,89;88,08;35,61
314470;NOVA ERA;84,1;88,35;96,61
314480;NOVA LIMA;94,17;94,79;99,5
314490;NOVA MODICA;53,9;94,43;63,76
314500;NOVA PONTE;85,68;96,82;86,65
314505;NOVA PORTEIRINHA;24,76;90,12;60,26
314510;NOVA RESENDE;48,38;73,63;65,33
314520;NOVA SERRANA;93,6;98,52;98,17
314530;NOVO CRUZEIRO;35,6;72,51;31,69
314535;NOVO ORIENTE DE MINAS;40,39;83,62;54,66
314537;NOVORIZONTE;4,45;56,56;61,98
314540;OLARIA;53,28;82,54;83,73
314545;OLHOS-D'AGUA;16,97;72,21;54,37
314550;OLIMPIO NORONHA;93,86;98,49;88,97
314560;OLIVEIRA;89,96;96,61;90,93
314570;OLIVEIRA FORTES;46,31;87,67;54,43
314580;ONCA DE PITANGUI;70,12;71,2;65,05
314585;ORATORIOS;71,42;95,17;70,8
314587;ORIZANIA;33,41;82,27;39,91
314590;OURO BRANCO;90,8;93,94;93,59
314600;OURO FINO;75,2;93,58;93,03
314610;OURO PRETO;75,85;92,59;93,29
314620;OURO VERDE DE MINAS;66,06;92,1;57,8
314625;PADRE CARVALHO;1,42;77,43;45,59
314630;PADRE PARAISO;64,12;75,73;61,21
314640;PAINEIRAS;0,78;94,23;72,16
314650;PAINS;86,9;94,61;90,25
314655;PAI PEDRO;1,16;58,34;34,8
314660;PAIVA;53,62;87,6;74,62
314670;PALMA;77,45;96,93;78,37
314675;PALMOPOLIS;37,91;86,02;67,6
314690;PAPAGAIOS;29,77;97,42;86,97
314700;PARACATU;79,19;95,18;88,98
314710;PARA DE MINAS;94,35;98,09;97,74
314720;PARAGUACU;82,85;95,83;84,8
314730;PARAISOPOLIS;83,76;91,14;90,67
314740;PARAOPEBA;77,77;93,54;85,35
314750;PASSABEM;39,31;62,3;55,29
314760;PASSA QUATRO;76,75;91,47;96,46
314770;PASSA TEMPO;72,94;92,37;77,56
314780;PASSA-VINTE;60,35;88,51;72,84
314790;PASSOS;96,75;99,13;97
314795;PATIS;1,71;92,43;45,63
314800;PATOS DE MINAS;91,09;96,85;92,3
314810;PATROCINIO;87,15;96,51;89,26
314820;PATROCINIO DO MURIAE;79,29;97,5;84,19
314830;PAULA CANDIDO;56,8;92,33;66,12
314840;PAULISTAS;49,36;89,18;46,13
314850;PAVAO;62,15;92,77;60,66
314860;PECANHA;35,12;88,34;45,64
314870;PEDRA AZUL;72,24;91,84;83,32
314875;PEDRA BONITA;31,62;77,43;28,42
314880;PEDRA DO ANTA;68,76;93,35;64,7
314890;PEDRA DO INDAIA;59,78;92,67;67,87
314900;PEDRA DOURADA;74,93;80,68;67,99
314910;PEDRALVA;51,81;75,31;86,3
314915;PEDRAS DE MARIA DA CRUZ;5,04;75,56;52,37
314920;PEDRINOPOLIS;82,47;95,5;89,51
314930;PEDRO LEOPOLDO;67,27;98,56;95,98
314940;PEDRO TEIXEIRA;33,79;92,83;69,62
314950;PEQUERI;73,38;98,38;94,63
314960;PEQUI;29,3;90,46;74
314970;PERDIGAO;90,05;95,22;86,82
314980;PERDIZES;72,24;94,78;79,75
314990;PERDOES;90,85;97,3;92,5
314995;PERIQUITO;72,31;99,1;67,03
315000;PESCADOR;71,35;95,95;77,1
315010;PIAU;57,67;88,06;81,88
315015;PIEDADE DE CARATINGA;85,76;98,6;82,72
315020;PIEDADE DE PONTE NOVA;83,39;97,74;83,3
315030;PIEDADE DO RIO GRANDE;50,43;91,32;71,37
315040;PIEDADE DOS GERAIS;2,12;80,08;50,58
315050;PIMENTA;88,82;96,13;87,02
315053;PINGO-D'AGUA;89,31;98,62;91,78
315057;PINTOPOLIS;15,87;69,16;34,55
315060;PIRACEMA;47,76;92,26;66,84
315070;PIRAJUBA;87,92;99,67;90,51
315080;PIRANGA;32,95;73,54;37,49
315090;PIRANGUCU;51,03;71,29;82,47
315100;PIRANGUINHO;60,55;88,83;95,93
315110;PIRAPETINGA;87,02;98,63;88,66
315120;PIRAPORA;18,82;99,3;96
315130;PIRAUBA;84,64;98,85;81,55
315140;PITANGUI;92,16;90,35;88,29
315150;PIUMHI;92,64;97,79;95,12
315160;PLANURA;95,37;99,27;96,28
315170;POCO FUNDO;58,73;79,73;73,11
315180;POCOS DE CALDAS;98,23;99,08;99,05
315190;POCRANE;57,99;93,66;59,51
315200;POMPEU;73,93;96,34;87,41
315210;PONTE NOVA;85,9;97,02;92,1
315213;PONTO CHIQUE;23,66;80,14;52,67
315217;PONTO DOS VOLANTES;10,97;67,97;43,52
315220;PORTEIRINHA;19,37;75,87;48,74
315230;PORTO FIRME;47,31;89,14;58,69
315240;POTE;35,8;89,54;54,45
315250;POUSO ALEGRE;92,14;98,35;96,85
315260;POUSO ALTO;50,28;82,9;82,8
315270;PRADOS;81,32;89,75;82,98
315280;PRATA;77,24;96,93;77,84
315290;PRATAPOLIS;89,12;97,4;92,9
315300;PRATINHA;61,23;90,84;61,58
315310;PRESIDENTE BERNARDES;46,47;71,21;40,48
315320;PRESIDENTE JUSCELINO;39,25;64,24;42,99
315330;PRESIDENTE KUBITSCHEK;74,61;90,13;71,84
315340;PRESIDENTE OLEGARIO;62,16;89,25;67,96
315350;ALTO JEQUITIBA;48,16;88,48;65,9
315360;PRUDENTE DE MORAIS;52,05;97,08;96
315370;QUARTEL GERAL;41,56;96,5;77,83
315380;QUELUZITO;49,34;81,89;57,65
315390;RAPOSOS;85,04;97,62;97,99
315400;RAUL SOARES;56,77;92,38;65,11
315410;RECREIO;80,99;99,12;88,51
315415;REDUTO;59,9;88,83;66,51
315420;RESENDE COSTA;38,31;92,88;81,76
315430;RESPLENDOR;72,49;94,9;76,08
315440;RESSAQUINHA;28,25;78,03;72,59
315445;RIACHINHO;4,66;76,17;49,55
315450;RIACHO DOS MACHADOS;20,79;65,96;39,32
315460;RIBEIRAO DAS NEVES;74,79;97,98;96,7
315470;RIBEIRAO VERMELHO;94,56;97,61;94,23
315480;RIO ACIMA;83,24;96,77;96,54
315490;RIO CASCA;77,07;97,43;82,44
315500;RIO DOCE;75,62;90,58;88,64
315510;RIO DO PRADO;55,66;82,84;67,96
315520;RIO ESPERA;31,15;79,34;46,18
315530;RIO MANSO;3,2;87,92;71,41
315540;RIO NOVO;85,95;98,65;89,76
315550;RIO PARANAIBA;69,46;89,34;68,12
315560;RIO PARDO DE MINAS;9,27;78,72;41,19
315570;RIO PIRACICABA;72,96;95,45;86,49
315580;RIO POMBA;82,73;97,48;85,8
315590;RIO PRETO;73,26;90,4;89,82
315600;RIO VERMELHO;36,58;66,71;36,23
315610;RITAPOLIS;32,01;82,37;67,87
315620;ROCHEDO DE MINAS;76,52;87,63;91,32
315630;RODEIRO;89,73;98,15;91,1
315640;ROMARIA;78,54;96,83;82,32
315645;ROSARIO DA LIMEIRA;54,09;88,45;64,02
315650;RUBELITA;27,07;65,68;43,31
315660;RUBIM;66,04;88,15;73,48
315670;SABARA;88,51;97,36;94,62
315680;SABINOPOLIS;51,54;87,71;61,07
315690;SACRAMENTO;85,77;95,45;83,93
315700;SALINAS;65,36;84,53;75,92
315710;SALTO DA DIVISA;59,24;86,37;72,58
315720;SANTA BARBARA;85,34;93,93;92,31
315725;SANTA BARBARA DO LESTE;37,31;84,78;62,31
315727;SANTA BARBARA DO MONTE VERDE;60,81;92,69;75,64
315730;SANTA BARBARA DO TUGURIO;47,51;76,53;53,93
315733;SANTA CRUZ DE MINAS;98,37;99,37;99,88
315737;SANTA CRUZ DE SALINAS;28,44;76,57;38,52
315740;SANTA CRUZ DO ESCALVADO;44,01;95,16;69,11
315750;SANTA EFIGENIA DE MINAS;51,93;85,26;56,31
315760;SANTA FE DE MINAS;1,04;71,1;25,26
315765;SANTA HELENA DE MINAS;44,6;73,79;65,77
315770;SANTA JULIANA;94,19;97,76;87,69
315780;SANTA LUZIA;85,06;98,73;96,76
315790;SANTA MARGARIDA;52,41;88,89;70,77
315800;SANTA MARIA DE ITABIRA;57,99;76,47;67,16
315810;SANTA MARIA DO SALTO;60,78;87,97;71,87
315820;SANTA MARIA DO SUACUI;57,24;90,76;59,87
315830;SANTANA DA VARGEM;73,83;95,73;77,42
315840;SANTANA DE CATAGUASES;84,74;94,89;80,61
315850;SANTANA DE PIRAPAMA;35,2;74,33;39,84
315860;SANTANA DO DESERTO;66,52;97,34;91,27
315870;SANTANA DO GARAMBEU;69,95;86,19;71,62
315880;SANTANA DO JACARE;92,55;99,13;96,67
315890;SANTANA DO MANHUACU;50,96;79,22;54,61
315895;SANTANA DO PARAISO;77,47;96,72;95,05
315900;SANTANA DO RIACHO;38,15;78,32;71,57
315910;SANTANA DOS MONTES;48,38;81,75;56,5
315920;SANTA RITA DE CALDAS;62,13;88,05;67,08
315930;SANTA RITA DE JACUTINGA;82,22;91,76;75,94
315935;SANTA RITA DE MINAS;69,03;92,23;82,55
315940;SANTA RITA DE IBITIPOCA;63,08;77,85;66,27
315950;SANTA RITA DO ITUETO;35,08;84,16;47,06
315960;SANTA RITA DO SAPUCAI;87,01;96,81;89,15
315970;SANTA ROSA DA SERRA;54;97,18;82,35
315980;SANTA VITORIA;85,19;95,31;82,51
315990;SANTO ANTONIO DO AMPARO;85,73;91,96;91,78
316000;SANTO ANTONIO DO AVENTUREIRO;15,37;94,76;73,75
316010;SANTO ANTONIO DO GRAMA;80,53;99,43;82,15
316020;SANTO ANTONIO DO ITAMBE;37,31;75,44;32,47
316030;SANTO ANTONIO DO JACINTO;42,76;80,92;51,63
316040;SANTO ANTONIO DO MONTE;87,23;97,84;88,91
316045;SANTO ANTONIO DO RETIRO;28,37;62,34;31,92
316050;SANTO ANTONIO DO RIO ABAIXO;32,89;76,7;56,39
316060;SANTO HIPOLITO;12,16;81,56;54,44
316070;SANTOS DUMONT;70,18;93,04;94,36
316080;SAO BENTO ABADE;91,02;97,72;92,77
316090;SAO BRAS DO SUACUI;48,69;97,19;88,21
316095;SAO DOMINGOS DAS DORES;65,09;86,61;93,53
316100;SAO DOMINGOS DO PRATA;54,14;86,76;63,39
316105;SAO FELIX DE MINAS;53,08;92,98;63,15
316110;SAO FRANCISCO;17,31;76,46;60,18
316120;SAO FRANCISCO DE PAULA;83,6;93,06;70,65
316130;SAO FRANCISCO DE SALES;72,61;94,37;77,71
316140;SAO FRANCISCO DO GLORIA;64,37;88,85;69,02
316150;SAO GERALDO;71,5;94,59;75,1
316160;SAO GERALDO DA PIEDADE;50,36;90,88;47,3
316165;SAO GERALDO DO BAIXIO;61,75;92,66;66,46
316170;SAO GONCALO DO ABAETE;58;91,75;80,12
316180;SAO GONCALO DO PARA;72,63;97,89;94,45
316190;SAO GONCALO DO RIO ABAIXO;66,71;91,39;90,33
316200;SAO GONCALO DO SAPUCAI;86,46;92,61;90,7
316210;SAO GOTARDO;80,71;97,87;92,58
316220;SAO JOAO BATISTA DO GLORIA;81,79;99,26;96,8
316225;SAO JOAO DA LAGOA;0,49;69,42;46,6
316230;SAO JOAO DA MATA;75,08;86,38;69,21
316240;SAO JOAO DA PONTE;1,77;90,42;20,85
316245;SAO JOAO DAS MISSOES;2,68;56,98;22,75
316250;SAO JOAO DEL REI;86,42;98,18;95,68
316255;SAO JOAO DO MANHUACU;52,69;84,08;57,51
316257;SAO JOAO DO MANTENINHA;89,21;93,72;80,69
316260;SAO JOAO DO ORIENTE;76,47;98,81;82,92
316265;SAO JOAO DO PACUI;2,8;77,06;33,45
316270;SAO JOAO DO PARAISO;19,1;82,31;54,93
316280;SAO JOAO EVANGELISTA;64,81;91,97;65,07
316290;SAO JOAO NEPOMUCENO;89,43;95,98;95,67
316292;SAO JOAQUIM DE BICAS;70,28;94,02;86,44
316294;SAO JOSE DA BARRA;88,42;89,54;91,7
316295;SAO JOSE DA LAPA;81,76;98,51;98,14
316300;SAO JOSE DA SAFIRA;66,55;89,68;63,63
316310;SAO JOSE DA VARGINHA;52,56;94,33;77,4
316320;SAO JOSE DO ALEGRE;71,69;92,59;80,52
316330;SAO JOSE DO DIVINO;82,03;92,01;69,01
316340;SAO JOSE DO GOIABAL;74,41;87,93;75,33
316350;SAO JOSE DO JACURI;37,92;76,69;34,21
316360;SAO JOSE DO MANTIMENTO;86,04;78,42;61,17
316370;SAO LOURENCO;96,28;99,39;99,29
316380;SAO MIGUEL DO ANTA;49,61;91,31;67,01
316390;SAO PEDRO DA UNIAO;60,47;87,64;71,74
316400;SAO PEDRO DOS FERROS;82,62;98,62;83,01
316410;SAO PEDRO DO SUACUI;47,12;84,27;45,49
316420;SAO ROMAO;18,69;76,27;57,09
316430;SAO ROQUE DE MINAS;64,3;85,77;70,7
316440;SAO SEBASTIAO DA BELA VISTA;60,37;88,47;93,33
316443;SAO SEBASTIAO DA VARGEM ALEGRE;49,04;88,95;58,8
316447;SAO SEBASTIAO DO ANTA;64,6;93,8;75,81
316450;SAO SEBASTIAO DO MARANHAO;30,48;80,99;25,21
316460;SAO SEBASTIAO DO OESTE;67,14;95,45;68
316470;SAO SEBASTIAO DO PARAISO;97,39;98,75;94,1
316480;SAO SEBASTIAO DO RIO PRETO;15,53;76,7;54,37
316490;SAO SEBASTIAO DO RIO VERDE;77,28;81,67;64,08
316500;SAO TIAGO;71,78;94,4;83,17
316510;SAO TOMAS DE AQUINO;78,45;95,81;81,68
316520;SAO THOME DAS LETRAS;79,62;84,51;73,62
316530;SAO VICENTE DE MINAS;86,99;99,32;89,24
316540;SAPUCAI-MIRIM;69,3;78,59;96,38
316550;SARDOA;27,7;91,62;35,68
316553;SARZEDO;85,61;97,36;98,42
316555;SETUBINHA;18,2;68,39;21,14
316556;SEM-PEIXE;45,16;80,22;48,81
316557;SENADOR AMARAL;63,69;82,57;86,56
316560;SENADOR CORTES;69,89;95,72;79,24
316570;SENADOR FIRMINO;51,58;93,22;78,36
316580;SENADOR JOSE BENTO;37,05;78,38;73,93
316590;SENADOR MODESTINO GONCALVES;49,09;80,57;41,13
316600;SENHORA DE OLIVEIRA;65,91;91,69;60,23
316610;SENHORA DO PORTO;41,72;83,84;38,24
316620;SENHORA DOS REMEDIOS;55,32;82,29;54,15
316630;SERICITA;46,58;86,46;54,66
316640;SERITINGA;80,39;91,84;83,33
316650;SERRA AZUL DE MINAS;41,06;65,74;34,52
316660;SERRA DA SAUDADE;53,29;94,11;81,31
316670;SERRA DOS AIMORES;20,48;94,51;78,05
316680;SERRA DO SALITRE;70,29;94,37;76,6
316690;SERRANIA;94,3;98,88;88,78
316695;SERRANOPOLIS DE MINAS;0,39;53,73;41,68
316700;SERRANOS;68,82;91,66;79,84
316710;SERRO;39,73;78,11;52,95
316720;SETE LAGOAS;93,85;99;97,42
316730;SILVEIRANIA;67,53;92,94;66,58
316740;SILVIANOPOLIS;89,76;93,3;63,95
316750;SIMAO PEREIRA;80,4;94,31;89,4
316760;SIMONESIA;38,93;81,66;48,73
316770;SOBRALIA;58,26;97,48;68,54
316780;SOLEDADE DE MINAS;61,55;84,59;86,38
316790;TABULEIRO;77,34;92,91;78,52
316800;TAIOBEIRAS;16,1;92,9;86,26
316805;TAPARUBA;59,93;89,85;67,06
316810;TAPIRA;65,14;91,69;62,89
316820;TAPIRAI;64;86,6;64,15
316830;TAQUARACU DE MINAS;42,77;75,47;56,54
316840;TARUMIRIM;52;89,99;61,03
316850;TEIXEIRAS;70,03;96,77;75,51
316860;TEOFILO OTONI;77,58;94,94;84,03
316870;TIMOTEO;93,56;97,61;99,06
316880;TIRADENTES;81,63;97,66;92,75
316890;TIROS;74,48;89,63;69,5
316900;TOCANTINS;81,04;98,13;83,7
316905;TOCOS DO MOJI;34,44;75,93;91,29
316910;TOLEDO;45,95;81,95;93,7
316920;TOMBOS;71,14;93,47;87,77
316930;TRES CORACOES;92,01;98,67;92,9
316935;TRES MARIAS;84,13;97,88;92,59
316940;TRES PONTAS;87,77;98,36;88,1
316950;TUMIRITINGA;34,88;94,25;69,6
316960;TUPACIGUARA;91,27;97,71;92,44
316970;TURMALINA;60,47;81,16;72,98
316980;TURVOLANDIA;61,76;89,93;76,96
316990;UBA;88,01;98,84;95,8
317000;UBAI;0,97;90,46;41,58
317005;UBAPORANGA;52,38;83,36;58,81
317010;UBERABA;97,04;99,18;98,1
317020;UBERLANDIA;98,18;99,52;98,62
317030;UMBURATIBA;68,5;94,15;78,04
317040;UNAI;78,67;92,38;81,34
317043;UNIAO DE MINAS;72,38;86,09;61,88
317047;URUANA DE MINAS;9,98;76,75;68,41
317050;URUCANIA;85,44;88,09;76,03
317052;URUCUIA;11,33;69,31;49,51
317057;VARGEM ALEGRE;73,16;92,83;79,89
317060;VARGEM BONITA;81,46;90,22;75,31
317065;VARGEM GRANDE DO RIO PARDO;1,34;61,05;50,84
317070;VARGINHA;97,76;99,4;97,63
317075;VARJAO DE MINAS;75,78;92,21;87,87
317080;VARZEA DA PALMA;11,8;95,03;86,79
317090;VARZELANDIA;13,69;86,33;38,68
317100;VAZANTE;83,42;94,74;87,4
317103;VERDELANDIA;20,25;81,63;55,48
317107;VEREDINHA;58,13;76,96;66,93
317110;VERISSIMO;63,49;90,1;67,75
317115;VERMELHO NOVO;35,74;87,9;45,08
317120;VESPASIANO;91,1;99,62;95,82
317130;VICOSA;88,98;98,29;95,05
317140;VIEIRAS;52,49;79,21;69,24
317150;MATHIAS LOBATO;81,51;98,38;62,72
317160;VIRGEM DA LAPA;42,3;68,79;51,05
317170;VIRGINIA;54,04;78,69;50,55
317180;VIRGINOPOLIS;54,02;92,4;65,86
317190;VIRGOLANDIA;69,5;82,14;50,34
317200;VISCONDE DO RIO BRANCO;85,5;97,01;90,66
317210;VOLTA GRANDE;71,53;97,13;86
317220;WENCESLAU BRAZ;18,14;44,96;97,45
320010;AFONSO CLAUDIO;53,92;87,73;59,39
320013;AGUIA BRANCA;32,92;89,53;39,31
320016;AGUA DOCE DO NORTE;41,83;88,18;59,68
320020;ALEGRE;61,13;93,17;78,33
320030;ALFREDO CHAVES;72,73;80,21;84,37
320035;ALTO RIO NOVO;58,11;93,56;60,67
320040;ANCHIETA;54,51;93,03;94,06
320050;APIACA;69,76;90,84;74,24
320060;ARACRUZ;82,58;97,56;93,74
320070;ATILIO VIVACQUA;73,6;94,18;85,69
320080;BAIXO GUANDU;77,8;94,81;80,54
320090;BARRA DE SAO FRANCISCO;57,75;96,39;70,01
320100;BOA ESPERANCA;50,03;98,7;72,47
320110;BOM JESUS DO NORTE;80,15;97,96;93,1
320115;BREJETUBA;46,96;86,74;57,27
320120;CACHOEIRO DE ITAPEMIRIM;89,6;98,32;96,81
320130;CARIACICA;80,36;99,47;94,06
320140;CASTELO;67,56;93,37;78,99
320150;COLATINA;85,9;97,96;91,65
320160;CONCEICAO DA BARRA;31,54;95,37;83,86
320170;CONCEICAO DO CASTELO;49,8;88,84;71,68
320180;DIVINO DE SAO LOURENCO;34,5;81,25;53,98
320190;DOMINGOS MARTINS;48,86;89,74;71,6
320200;DORES DO RIO PRETO;55,51;93,49;85,43
320210;ECOPORANGA;44,92;95,05;60,65
320220;FUNDAO;39,45;96,59;86,14
320225;GOVERNADOR LINDENBERG;41,81;95,05;52,48
320230;GUACUI;73,29;93,13;83,67
320240;GUARAPARI;66,09;97,29;95,12
320245;IBATIBA;55,71;86,74;68,28
320250;IBIRACU;77,39;96,84;90,91
320255;IBITIRAMA;39,4;81,62;58,63
320260;ICONHA;58,63;84,29;82,72
320265;IRUPI;34,05;79,57;51,45
320270;ITAGUACU;49,89;92,03;73,91
320280;ITAPEMIRIM;22,28;95,27;90,15
320290;ITARANA;61,48;91,28;74,35
320300;IUNA;64,62;83,83;67,13
320305;JAGUARE;61,55;97,49;76,51
320310;JERONIMO MONTEIRO;76,77;95,17;79,27
320313;JOAO NEIVA;81,25;98,57;91,49
320316;LARANJA DA TERRA;52,22;88,11;45,72
320320;LINHARES;68,29;97,96;88,76
320330;MANTENOPOLIS;61,59;95,63;64,7
320332;MARATAIZES;53,47;98,78;84,78
320334;MARECHAL FLORIANO;30,93;91,53;90,43
320335;MARILANDIA;58,92;94,83;70,74
320340;MIMOSO DO SUL;50,9;91,03;67,14
320350;MONTANHA;75,18;96,9;79,93
320360;MUCURICI;62,76;92,11;66,1
320370;MUNIZ FREIRE;44,28;87,06;62,33
320380;MUQUI;59,81;90,7;71,97
320390;NOVA VENECIA;65,48;97,01;70,21
320400;PANCAS;47,89;91,62;49,82
320405;PEDRO CANARIO;52,45;97,47;90,24
320410;PINHEIROS;74,98;97,01;79,66
320420;PIUMA;67,38;98,99;96,82
320425;PONTO BELO;71,27;97,37;80,2
320430;PRESIDENTE KENNEDY;38,02;92,37;71,8
320435;RIO BANANAL;34,28;95,79;56,74
320440;RIO NOVO DO SUL;47,12;88,37;89,78
320450;SANTA LEOPOLDINA;24,94;86,97;53,35
320455;SANTA MARIA DE JETIBA;45,92;85,81;60,23
320460;SANTA TERESA;64,42;91,66;84,51
320465;SAO DOMINGOS DO NORTE;46,94;95,18;51,67
320470;SAO GABRIEL DA PALHA;70,22;97,98;78,09
320480;SAO JOSE DO CALCADO;67,64;96,76;83,73
320490;SAO MATEUS;62,15;96,7;83,25
320495;SAO ROQUE DO CANAA;41,8;95,36;70,28
320500;SERRA;85,66;99,22;98,15
320501;SOORETAMA;46,53;97,08;69,45
320503;VARGEM ALTA;27,61;67,78;79,9
320506;VENDA NOVA DO IMIGRANTE;88,16;93,33;93,03
320510;VIANA;70,45;97,18;90,45
320515;VILA PAVAO;30,14;92,64;45,5
320517;VILA VALERIO;35,16;93,81;40,35
320520;VILA VELHA;86,46;99,78;99,1
320530;VITORIA;98,26;99,92;99,78
330010;ANGRA DOS REIS;85,44;92,53;98,91
330015;APERIBE;78,59;96,85;87,75
330020;ARARUAMA;64,85;96,13;93,62
330022;AREAL;45,8;85,66;96,03
330023;ARMACAO DOS BUZIOS;90,06;83,53;98,46
330025;ARRAIAL DO CABO;91,56;93,92;99,45
330030;BARRA DO PIRAI;78,12;95,87;97,45
330040;BARRA MANSA;82,21;98,35;98,86
330045;BELFORD ROXO;82,04;94,35;88,73
330050;BOM JARDIM;54,31;84,01;93,24
330060;BOM JESUS DO ITABAPOANA;81,41;96,35;90,62
330070;CABO FRIO;82,97;90,23;97,41
330080;CACHOEIRAS DE MACACU;66,28;88,76;89,53
330090;CAMBUCI;59,53;89,49;76,37
330093;CARAPEBUS;78,08;95,11;87,18
330095;COMENDADOR LEVY GASPARIAN;80,09;97,67;95,9
330100;CAMPOS DOS GOYTACAZES;58,17;97,69;95,75
330110;CANTAGALO;72,48;94,49;87,78
330115;CARDOSO MOREIRA;60,31;91,41;77,81
330120;CARMO;72,01;96,41;94,62
330130;CASIMIRO DE ABREU;75,42;98,14;98,37
330140;CONCEICAO DE MACABU;64,98;95,7;93,24
330150;CORDEIRO;83,98;96,6;97,26
330160;DUAS BARRAS;48,83;81,1;92,26
330170;DUQUE DE CAXIAS;86,08;94,78;95,88
330180;ENGENHEIRO PAULO DE FRONTIN;62,36;88,92;98,59
330185;GUAPIMIRIM;69,44;89,71;93,22
330187;IGUABA GRANDE;87,2;85,37;98,7
330190;ITABORAI;65,88;89,43;92,91
330200;ITAGUAI;78,07;95,55;97,16
330205;ITALVA;72,93;95,26;84,11
330210;ITAOCARA;72,2;96,28;81,2
330220;ITAPERUNA;88,26;96,62;93,18
330225;ITATIAIA;88,64;93,42;97,72
330227;JAPERI;68,99;95,7;85,32
330230;LAJE DO MURIAE;69,35;94,61;79,29
330240;MACAE;82,8;94,18;97,99
330245;MACUCO;97,45;99,4;95,82
330250;MAGE;63,96;85,93;95,85
330260;MANGARATIBA;78,3;63,92;97,76
330270;MARICA;64,26;93,08;93,17
330280;MENDES;62,05;93,5;96,95
330285;MESQUITA;93,75;96,47;98,76
330290;MIGUEL PEREIRA;69,97;90,41;96,9
330300;MIRACEMA;87,88;97,75;95,96
330310;NATIVIDADE;76,7;97,53;89,04
330320;NILOPOLIS;98,71;98,6;99,65
330330;NITEROI;92,1;99,05;98,98
330340;NOVA FRIBURGO;83,47;89,24;98,8
330350;NOVA IGUACU;83,89;96,55;94,7
330360;PARACAMBI;83,04;89,26;94,43
330370;PARAIBA DO SUL;82,54;97,22;94,25
330380;PARATY;57,01;81,92;92,74
330385;PATY DO ALFERES;57,72;89,56;88,94
