,geocode,dengue_pattern,temp_med_Autumn,umid_med_Autumn,precip_tot_Autumn,thr_temp_Autumn,thr_umid_Autumn,thr_prec_Autumn,thr_temp_umid_Autumn,temp_med_Spring,umid_med_Spring,precip_tot_Spring,thr_temp_Spring,thr_umid_Spring,thr_prec_Spring,thr_temp_umid_Spring,temp_med_Summer,umid_med_Summer,precip_tot_Summer,thr_temp_Summer,thr_umid_Summer,thr_prec_Summer,thr_temp_umid_Summer,temp_med_Winter,umid_med_Winter,precip_tot_Winter,thr_temp_Winter,thr_umid_Winter,thr_prec_Winter,thr_temp_umid_Winter
0,2700102,Episódico/Epidêmico,24.93670706521739,74.10971358695652,884.7389166666666,92.0,87.83333333333333,21.5,87.83333333333333,26.984375033184463,58.72555067617369,237.1637333333333,91.0,33.166666666666664,4.0,33.166666666666664,27.4637782987383,61.16906161986162,538.10165,90.16666666666667,46.0,11.666666666666666,46.0,22.871858514492757,72.90449365942028,476.89158333333336,92.0,89.33333333333333,10.833333333333334,89.33333333333333
1,2700201,Episódico/Epidêmico,24.58121775362319,83.3911981884058,1517.58125,92.0,92.0,43.666666666666664,92.0,25.20377208512984,74.99577388451291,513.3556666666667,91.0,91.0,11.333333333333334,91.0,26.125147993487996,75.1576572914123,617.0023833333333,90.16666666666667,90.16666666666667,15.333333333333334,90.16666666666667,22.510309239130436,82.77125307971015,1156.5831,92.0,92.0,43.0,92.0
2,2700300,Epidêmico,24.732183876811593,80.80241521739131,1325.3868333333332,92.0,91.83333333333333,37.833333333333336,91.83333333333333,25.75647101651286,70.26792859035741,366.59876666666673,91.0,90.0,6.0,90.0,26.690054536019534,70.30631131257631,469.2209666666667,90.16666666666667,89.16666666666667,12.0,89.16666666666667,22.568476630434777,80.69476177536232,883.3211333333334,92.0,92.0,31.833333333333332,92.0
3,2700409,Episódico,24.770728804347826,84.29991286231885,1765.57405,92.0,92.0,55.333333333333336,92.0,25.232037226576747,76.6894796960629,628.80165,91.0,91.0,17.833333333333332,91.0,26.12587051485551,77.06502234839235,740.7192333333332,90.16666666666667,90.16666666666667,23.833333333333332,90.16666666666667,22.79515362318841,83.14843206521739,1377.79445,92.0,92.0,53.666666666666664,92.0
4,2700508,Episódico,25.6075143115942,82.76790289855073,2567.6486333333337,92.0,92.0,64.66666666666667,92.0,25.6511266978133,77.23770757339408,870.3127166666667,91.0,91.0,30.666666666666668,91.0,26.41343353072853,78.35328995929997,1158.9009,90.16666666666667,90.16666666666667,39.166666666666664,90.16666666666667,24.023650905797098,79.41823949275361,1815.5176833333335,92.0,92.0,59.666666666666664,92.0
5,2700607,Episódico/Epidêmico,25.580879166666666,82.49772101449277,2146.5792,92.0,92.0,62.666666666666664,92.0,25.865695846493423,75.64344245133874,721.9575833333334,91.0,91.0,21.5,91.0,26.658752509157505,76.75203346967847,956.1662500000001,90.16666666666667,90.16666666666667,32.333333333333336,90.16666666666667,23.839476086956523,79.79295688405797,1559.7161333333333,92.0,92.0,53.666666666666664,92.0
6,2700706,Episódico,25.573346739130432,76.48290090579711,1005.2458500000001,92.0,91.33333333333333,25.5,91.33333333333333,27.029827959573726,64.10830082079531,283.394,91.0,70.5,4.166666666666667,70.5,27.8197868986569,65.02867971713472,339.2169666666667,90.16666666666667,73.5,8.5,73.5,23.436184057971015,76.090109057971,562.5917333333334,92.0,92.0,15.666666666666666,92.0
7,2700805,Episódico,24.250176992753623,82.74064039855072,1461.8224166666666,92.0,92.0,41.5,92.0,25.03766235326546,73.30560735313678,423.8334,91.0,90.66666666666667,8.333333333333334,90.66666666666667,25.971160183150186,73.28323267399266,503.2637833333333,90.16666666666667,89.66666666666667,13.166666666666666,89.66666666666667,22.093454347826086,82.73021032608695,1066.5898833333333,92.0,92.0,40.0,92.0
8,2700904,Episódico,25.90102445652174,75.50548586956522,916.5383833333332,92.0,91.16666666666667,22.5,91.16666666666667,27.368702167694163,63.45571260595647,275.45523333333335,91.0,66.83333333333333,4.0,66.83333333333333,28.17532111925112,64.26490769434268,346.923,90.16666666666667,67.16666666666667,8.666666666666666,67.16666666666667,23.788811231884058,74.89552336956523,507.7195166666667,92.0,92.0,12.666666666666666,92.0
9,2701001,Episódico,24.845866304347833,83.74452463768115,1689.1360666666667,92.0,92.0,51.333333333333336,92.0,25.370442084250357,75.8035666069046,587.0599166666667,91.0,91.0,14.833333333333334,91.0,26.251473756613752,76.28547469271469,730.8092833333334,90.16666666666667,90.16666666666667,23.166666666666668,90.16666666666667,22.858783514492757,82.57534728260869,1290.2304666666666,92.0,92.0,47.833333333333336,92.0
10,2701100,Episódico/Epidêmico,24.063072826086955,85.4150974637681,1645.4223,92.0,92.0,52.833333333333336,92.0,24.554341926179045,77.67619770971423,630.31345,91.0,91.0,18.666666666666668,91.0,25.480014161579163,77.72625741554741,730.09065,90.16666666666667,90.16666666666667,23.0,90.16666666666667,22.009933333333333,84.90632644927537,1332.778833333333,92.0,92.0,52.5,92.0
11,2701209,Episódico/Epidêmico,24.93276177536232,77.9825572463768,1046.7848166666665,92.0,91.33333333333333,26.333333333333332,91.33333333333333,26.393586668404186,65.02964921275382,282.73476666666664,91.0,74.83333333333333,4.0,74.83333333333333,27.192931100936097,65.79421931216932,324.5564,90.16666666666667,76.66666666666667,8.5,76.66666666666667,22.748128442028985,78.06860815217392,628.4684666666667,92.0,92.0,19.0,92.0
12,2701308,Episódico,24.234984239130437,84.54569764492753,1604.5028,92.0,92.0,51.5,92.0,24.741686715896364,76.7088309268054,596.646,91.0,91.0,15.5,91.0,25.687437846967843,76.6244610887261,639.7589333333334,90.16666666666667,90.16666666666667,19.0,90.16666666666667,22.160044746376812,84.0755875,1296.9102833333334,92.0,92.0,51.5,92.0
13,2701357,Episódico,24.803796195652172,84.51941702898552,1638.9427666666668,92.0,92.0,59.0,92.0,25.22123180944352,76.83617118507364,657.5030333333333,91.0,91.0,24.5,91.0,26.06270905168905,77.66418832926333,935.3879166666667,90.16666666666667,90.16666666666667,32.666666666666664,90.16666666666667,22.95146177536232,82.78604764492754,1302.3776333333333,92.0,92.0,51.166666666666664,92.0
14,2701407,Episódico/Epidêmico,24.952217210144934,83.03016195652174,1591.6810666666668,92.0,92.0,48.0,92.0,25.622377957128332,74.22907626658686,523.6767333333333,91.0,91.0,11.333333333333334,91.0,26.4895988034188,74.79188876068376,675.78955,90.16666666666667,90.16666666666667,18.0,90.16666666666667,22.95581938405797,81.90912862318841,1181.7922833333334,92.0,92.0,42.0,92.0
15,2701506,Episódico,25.143873550724635,80.69560489130434,1227.7346833333334,92.0,92.0,37.0,92.0,26.20866395002381,69.8618779410831,376.28161666666665,91.0,89.0,6.0,89.0,26.997980301180295,70.91967320919821,493.39186666666666,90.16666666666667,89.83333333333333,12.333333333333334,89.83333333333333,23.086502898550723,79.84763115942029,800.0704833333334,92.0,92.0,27.666666666666668,92.0
