"";"xpm";"tpm";"dc3m";"dcmaxm";"dcim";"ds3m";"dsmaxm";"stm";"incm";"xpmp";"tpmp";"dc3mp";"dcmaxmp";"dcimp";"ds3mp";"dsmaxmp";"stmp";"incmp";"cluster_4";"class_cluster"
"1100015";38,4285714285714;20,4285714285714;0,714285714285714;5,71428571428571;1,71428571428571;2,28571428571429;9;1,48857142857143;876,114285714286;0,0630822539892124;0,0409696375511574;0,589798568294452;0,372892337318105;1,76624451118876;-0,217623357973791;-1,0828455676339;-0,0310911705807435;0,426453362180765;3;"Episódico/Epidêmico"
"1100023";20,8571428571429;15,4285714285714;1;7,57142857142857;2;0,857142857142857;3,85714285714286;1,46428571428571;227,571428571429;-0,0549288320792031;-0,678313139049473;1,10645898521552;0,678732441853581;2,20311367736961;-1,64840825723161;-1,46944634776323;-0,0329647945883209;-0,510064648162144;2;"Epidêmico"
"1100031";7,85714285714286;23,8571428571429;0,285714285714286;2;0,857142857142857;4;13,8571428571429;0,3;835,475714285714;-0,142237846975348;0,534192112934447;-0,18519205708715;-0,238787871752849;0,455637012646223;1,4993185211356;-0,717722608622859;-0,12278853377512;0,367769878678794;3;"Episódico/Epidêmico"
"1100049";28,7142857142857;20,7142857142857;1,28571428571429;11,4285714285714;2,28571428571429;0,571428571428571;2,28571428571429;2,57;404,162857142857;-0,00215964725186285;0,0820715104997652;1,62311940213659;1,31393881281188;2,63998284355045;-1,93456523708318;-1,58757436391386;0,0523402043449095;-0,255060601000313;2;"Epidêmico"
"1100056";44,8571428571429;23,5714285714286;0,714285714285714;6,85714285714286;1,71428571428571;2,42857142857143;6,57142857142857;2,05;1811,40142857143;0,106257041575218;0,49309023998584;0,589798568294452;0,561101632416859;1,76624451118876;-0,0745448680480091;-1,26540704713942;0,0122226079473696;1,77703990319471;2;"Epidêmico"
"1100064";27,2857142857143;20,2857142857143;1,14285714285714;7;1,28571428571429;1,57142857142857;6,14285714285714;0,751428571428571;1325,14428571429;-0,0117540444931975;0,0204187010768537;1,36478919367605;0,584627794304204;1,11094076191749;-0,933015807602703;-1,29762377881686;-0,0879611698695637;1,07486800055469;2;"Epidêmico"
"1100072";8;21,7142857142857;0,142857142857143;1,42857142857143;1,28571428571429;3,71428571428571;17,8571428571429;0,1;503,19;-0,141278407251215;0,225928065819891;-0,443522265547684;-0,332892519302226;1,11094076191749;1,21316154128403;-0,41703311296671;-0,138218378543405;-0,112062028466368;3;"Episódico/Epidêmico"
"1100080";18,7142857142857;17,4285714285714;0,857142857142857;3,28571428571429;0,714285714285714;2,57142857142857;21,8571428571429;0,364285714285714;615,764285714286;-0,069320427941205;-0,390600028409221;0,848128776754986;-0,0270524147667495;0,2372024295558;0,0685336218777736;-0,11634361731056;-0,117828940813886;0,0504990805054851;3;"Episódico/Epidêmico"
"1100098";47,2857142857143;20,8571428571429;1,14285714285714;7;1,57142857142857;2,42857142857143;6,14285714285714;3,06142857142857;1010,77;0,122567516885487;0,102622446974069;1,36478919367605;0,584627794304204;1,54780992809834;-0,0745448680480091;-1,29762377881686;0,090253537204123;0,620900807303705;2;"Epidêmico"
"1100106";25,1428571428571;17,2857142857143;1,28571428571429;6,14285714285714;1,14285714285714;2;8,28571428571429;1,70857142857143;591,287142857143;-0,0261456403551994;-0,411150964883525;1,62311940213659;0,443470822980138;0,892506178827069;-0,503780337825356;-1,13654012042964;-0,0141183413356305;0,0151532511975521;3;"Episódico/Epidêmico"
