CD_UF;municipio_geocodigo;class_cluster_2010_2019;class_cluster_2020_2022;transition
41;4105904;Episódico/Epidêmico;Epidêmico;Piorou
41;4106001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4106100;Episódico;Episódico/Epidêmico;Piorou
41;4106209;Episódico;Episódico;Se manteve
41;4106308;Episódico/Epidêmico;Epidêmico;Piorou
41;4106407;Epidêmico;Epidêmico;Se manteve
41;4106456;Episódico;Episódico;Se manteve
41;4106506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4106555;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4106571;Episódico;Episódico/Epidêmico;Piorou
41;4106605;Episódico/Epidêmico;Epidêmico;Piorou
41;4106704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4106803;Episódico;Episódico;Se manteve
41;4106852;Episódico;Episódico/Epidêmico;Piorou
41;4106902;Epidêmico;Epidêmico;Se manteve
41;4107009;Episódico;Episódico;Se manteve
41;4107108;Episódico/Epidêmico;Epidêmico;Piorou
41;4107124;Episódico;Episódico/Epidêmico;Piorou
41;4107157;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107256;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107405;Episódico;Episódico/Epidêmico;Piorou
41;4107504;Episódico/Epidêmico;Epidêmico;Piorou
41;4107520;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107538;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107546;Episódico;Episódico/Epidêmico;Piorou
41;4107553;Episódico/Epidêmico;Episódico;Melhorou
41;4107603;Episódico/Epidêmico;Epidêmico;Piorou
41;4107652;Episódico;Episódico/Epidêmico;Piorou
41;4107702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4107736;Episódico;Episódico;Se manteve
41;4107751;Episódico;Episódico/Epidêmico;Piorou
41;4107801;Episódico/Epidêmico;Epidêmico;Piorou
41;4107850;Episódico;Episódico;Se manteve
41;4107900;Episódico/Epidêmico;Epidêmico;Piorou
41;4108007;Epidêmico;Epidêmico;Se manteve
41;4108106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4108205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4108304;Epidêmico;Transmissão Persistente;Piorou
41;4108320;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4108403;Epidêmico;Transmissão Persistente;Piorou
41;4108452;Episódico;Episódico;Se manteve
41;4108502;Episódico;Episódico;Se manteve
41;4108551;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4108601;Epidêmico;Epidêmico;Se manteve
41;4108650;Episódico;Episódico;Se manteve
41;4108700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4108809;Epidêmico;Epidêmico;Se manteve
41;4108908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4108957;Episódico;Episódico/Epidêmico;Piorou
41;4109005;Episódico;Episódico;Se manteve
41;4109104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4109203;Epidêmico;Epidêmico;Se manteve
41;4109302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4109401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4109500;Episódico;Episódico/Epidêmico;Piorou
41;4109609;Episódico/Epidêmico;Epidêmico;Piorou
41;4109658;Episódico;Episódico;Se manteve
41;4109708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4109757;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4109807;Epidêmico;Epidêmico;Se manteve
41;4109906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110052;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110078;Episódico;Episódico;Se manteve
41;4110102;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110201;Episódico;Sem transmissão;Melhorou
41;4110300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110508;Episódico;Episódico;Se manteve
41;4110607;Episódico/Epidêmico;Epidêmico;Piorou
41;4110656;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110706;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4110953;Episódico/Epidêmico;Epidêmico;Piorou
41;4111001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4111100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4111209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4111258;Episódico;Episódico;Se manteve
41;4111308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4111407;Episódico;Episódico;Se manteve
41;4111506;Episódico/Epidêmico;Epidêmico;Piorou
41;4111555;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4111605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4111704;Episódico;Episódico;Se manteve
41;4111803;Epidêmico;Epidêmico;Se manteve
41;4111902;Epidêmico;Epidêmico;Se manteve
41;4112009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4112108;Epidêmico;Epidêmico;Se manteve
41;4112207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4112306;Episódico;Episódico;Se manteve
41;4112405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4112504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4112603;Episódico;Episódico/Epidêmico;Piorou
41;4112702;Epidêmico;Epidêmico;Se manteve
41;4112751;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4112801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4112900;Episódico;Episódico;Se manteve
41;4112959;Episódico/Epidêmico;Epidêmico;Piorou
41;4113007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113205;Episódico;Episódico;Se manteve
41;4113254;Episódico;Episódico;Se manteve
41;4113304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113429;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113452;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113502;Epidêmico;Epidêmico;Se manteve
41;4113601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113700;Epidêmico;Transmissão Persistente;Piorou
41;4113734;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113759;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4113809;Epidêmico;Epidêmico;Se manteve
41;4113908;Episódico;Episódico/Epidêmico;Piorou
41;4114005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4114104;Episódico/Epidêmico;Epidêmico;Piorou
41;4114203;Episódico/Epidêmico;Epidêmico;Piorou
41;4114302;Episódico;Sem transmissão;Melhorou
41;4114351;Episódico;Episódico;Se manteve
41;4114401;Episódico;Episódico/Epidêmico;Piorou
41;4114500;Episódico;Episódico/Epidêmico;Piorou
41;4114609;Episódico/Epidêmico;Epidêmico;Piorou
41;4114708;Episódico/Epidêmico;Epidêmico;Piorou
41;4114807;Epidêmico;Epidêmico;Se manteve
41;4114906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4115002;Epidêmico;Epidêmico;Se manteve
41;4115101;Episódico/Epidêmico;Epidêmico;Piorou
41;4115200;Epidêmico;Transmissão Persistente;Piorou
41;4115309;Episódico;Episódico;Se manteve
41;4115358;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4115408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4115457;Episódico;Episódico;Se manteve
41;4115507;Episódico/Epidêmico;Epidêmico;Piorou
41;4115606;Episódico/Epidêmico;Epidêmico;Piorou
41;4115705;Episódico/Epidêmico;Epidêmico;Piorou
41;4115739;Episódico;Episódico/Epidêmico;Piorou
41;4115754;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4115804;Epidêmico;Epidêmico;Se manteve
41;4115853;Episódico/Epidêmico;Epidêmico;Piorou
41;4115903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116059;Episódico/Epidêmico;Epidêmico;Piorou
41;4116109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116406;Episódico/Epidêmico;Epidêmico;Piorou
41;4116505;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116703;Episódico/Epidêmico;Epidêmico;Piorou
41;4116802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4116901;Epidêmico;Epidêmico;Se manteve
41;4116950;Episódico;Episódico/Epidêmico;Piorou
41;4117008;Episódico/Epidêmico;Epidêmico;Piorou
41;4117057;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117107;Epidêmico;Epidêmico;Se manteve
41;4117206;Episódico/Epidêmico;Epidêmico;Piorou
41;4117214;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117222;Episódico/Epidêmico;Epidêmico;Piorou
41;4117255;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117271;Episódico;Episódico/Epidêmico;Piorou
41;4117297;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117305;Episódico;Episódico/Epidêmico;Piorou
41;4117404;Episódico/Epidêmico;Epidêmico;Piorou
41;4117453;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117503;Episódico/Epidêmico;Epidêmico;Piorou
41;4117602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4117800;Episódico;Episódico;Se manteve
41;4117909;Episódico/Epidêmico;Epidêmico;Piorou
41;4118006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4118105;Episódico/Epidêmico;Epidêmico;Piorou
41;4118204;Epidêmico;Epidêmico;Se manteve
41;4118303;Episódico/Epidêmico;Epidêmico;Piorou
41;4118402;Epidêmico;Epidêmico;Se manteve
41;4118451;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4118501;Episódico/Epidêmico;Epidêmico;Piorou
41;4118600;Episódico;Episódico;Se manteve
41;4118709;Episódico;Episódico;Se manteve
41;4118808;Epidêmico;Episódico/Epidêmico;Melhorou
41;4118857;Episódico/Epidêmico;Epidêmico;Piorou
41;4118907;Episódico/Epidêmico;Epidêmico;Piorou
41;4119004;Episódico;Episódico/Epidêmico;Piorou
41;4119103;Episódico;Episódico;Se manteve
41;4119152;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4119202;Episódico;Episódico/Epidêmico;Piorou
41;4119251;Episódico;Episódico/Epidêmico;Piorou
41;4119301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4119400;Episódico;Episódico/Epidêmico;Piorou
41;4119509;Episódico;Episódico;Se manteve
41;4119608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4119657;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4119707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4119806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4119905;Episódico/Epidêmico;Epidêmico;Piorou
41;4119954;Episódico/Epidêmico;Epidêmico;Piorou
41;4120002;Epidêmico;Epidêmico;Se manteve
41;4120101;Episódico;Sem transmissão;Melhorou
41;4120150;Episódico/Epidêmico;Episódico;Melhorou
41;4120200;Episódico/Epidêmico;Epidêmico;Piorou
41;4120309;Sem transmissão;Episódico;Piorou
41;4120333;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120358;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120507;Epidêmico;Epidêmico;Se manteve
41;4120606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120655;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120804;Episódico;Episódico/Epidêmico;Piorou
41;4120853;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4120903;Episódico/Epidêmico;Epidêmico;Piorou
41;4121000;Episódico/Epidêmico;Epidêmico;Piorou
41;4121109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4121208;Episódico;Episódico;Se manteve
41;4121257;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4121307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4121356;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4121406;Episódico/Epidêmico;Epidêmico;Piorou
41;4121505;Episódico;Episódico;Se manteve
41;4121604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4121703;Episódico;Episódico/Epidêmico;Piorou
41;4121752;Sem transmissão;Episódico;Piorou
41;4121802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4121901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4122008;Episódico;Episódico;Se manteve
41;4122107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4122156;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4122172;Episódico;Episódico;Se manteve
41;4122206;Episódico;Episódico;Se manteve
41;4122305;Episódico;Episódico/Epidêmico;Piorou
41;4122404;Epidêmico;Epidêmico;Se manteve
41;4122503;Episódico/Epidêmico;Epidêmico;Piorou
41;4122602;Episódico/Epidêmico;Epidêmico;Piorou
41;4122651;Episódico;Episódico/Epidêmico;Piorou
41;4122701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4122800;Episódico;Episódico;Se manteve
41;4122909;Episódico;Episódico/Epidêmico;Piorou
41;4123006;Episódico/Epidêmico;Episódico;Melhorou
41;4123105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4123204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4123303;Episódico/Epidêmico;Epidêmico;Piorou
41;4123402;Episódico/Epidêmico;Epidêmico;Piorou
41;4123501;Epidêmico;Epidêmico;Se manteve
41;4123600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4123709;Epidêmico;Epidêmico;Se manteve
41;4123808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4123824;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4123857;Episódico;Episódico;Se manteve
41;4123907;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4123956;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4124004;Episódico;Episódico;Se manteve
41;4124020;Episódico/Epidêmico;Epidêmico;Piorou
41;4124053;Epidêmico;Epidêmico;Se manteve
41;4124103;Epidêmico;Epidêmico;Se manteve
41;4124202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4124301;Episódico;Episódico/Epidêmico;Piorou
41;4124400;Episódico/Epidêmico;Epidêmico;Piorou
41;4124509;Episódico/Epidêmico;Epidêmico;Piorou
41;4124608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4124707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4124806;Episódico;Episódico/Epidêmico;Piorou
41;4124905;Episódico/Epidêmico;Epidêmico;Piorou
41;4125001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4125100;Episódico;Episódico;Se manteve
41;4125209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4125308;Episódico/Epidêmico;Epidêmico;Piorou
41;4125357;Episódico/Epidêmico;Epidêmico;Piorou
41;4125407;Episódico;Episódico/Epidêmico;Piorou
41;4125456;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4125506;Episódico/Epidêmico;Epidêmico;Piorou
41;4125555;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4125605;Episódico/Epidêmico;Episódico;Melhorou
41;4125704;Epidêmico;Epidêmico;Se manteve
41;4125753;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4125803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4125902;Episódico/Epidêmico;Episódico;Melhorou
41;4126009;Episódico/Epidêmico;Epidêmico;Piorou
41;4126108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4126207;Episódico;Episódico/Epidêmico;Piorou
41;4126256;Epidêmico;Epidêmico;Se manteve
41;4126272;Episódico;Episódico/Epidêmico;Piorou
41;4126306;Episódico;Episódico/Epidêmico;Piorou
41;4126355;Episódico/Epidêmico;Epidêmico;Piorou
41;4126405;Episódico/Epidêmico;Epidêmico;Piorou
41;4126504;Epidêmico;Epidêmico;Se manteve
41;4126603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4126652;Episódico;Episódico;Se manteve
41;4126678;Epidêmico;Epidêmico;Se manteve
41;4126702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4126801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4126900;Episódico/Epidêmico;Epidêmico;Piorou
41;4127007;Episódico;Episódico/Epidêmico;Piorou
41;4127106;Episódico/Epidêmico;Epidêmico;Piorou
41;4127205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4127304;Episódico/Epidêmico;Epidêmico;Piorou
41;4127403;Episódico/Epidêmico;Epidêmico;Piorou
41;4127502;Episódico;Episódico/Epidêmico;Piorou
41;4127601;Episódico;Episódico;Se manteve
41;4127700;Epidêmico;Epidêmico;Se manteve
41;4127809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4127858;Episódico/Epidêmico;Epidêmico;Piorou
41;4127882;Sem transmissão;Sem transmissão;Se manteve
41;4127908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4127957;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4127965;Episódico;Episódico;Se manteve
41;4128005;Episódico/Epidêmico;Epidêmico;Piorou
41;4128104;Epidêmico;Epidêmico;Se manteve
41;4128203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4128302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4128401;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4128500;Episódico;Episódico/Epidêmico;Piorou
41;4128534;Episódico;Episódico/Epidêmico;Piorou
41;4128559;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4128609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
41;4128625;Episódico;Episódico/Epidêmico;Piorou
41;4128633;Episódico;Sem transmissão;Melhorou
41;4128658;Episódico;Episódico/Epidêmico;Piorou
41;4128708;Episódico;Episódico/Epidêmico;Piorou
41;4128807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4200051;Sem transmissão;Sem transmissão;Se manteve
42;4200101;Episódico;Episódico/Epidêmico;Piorou
42;4200200;Episódico;Episódico;Se manteve
42;4200309;Episódico;Episódico;Se manteve
42;4200408;Episódico;Episódico;Se manteve
42;4200507;Episódico;Episódico/Epidêmico;Piorou
42;4200556;Episódico;Episódico;Se manteve
42;4200606;Sem transmissão;Episódico;Piorou
42;4200705;Episódico;Episódico;Se manteve
42;4200754;Sem transmissão;Episódico/Epidêmico;Piorou
42;4200804;Episódico;Episódico/Epidêmico;Piorou
42;4200903;Episódico;Episódico;Se manteve
42;4201000;Sem transmissão;Sem transmissão;Se manteve
42;4201109;Sem transmissão;Episódico;Piorou
42;4201208;Episódico;Episódico/Epidêmico;Piorou
42;4201257;Episódico;Episódico;Se manteve
42;4201273;Episódico;Episódico;Se manteve
42;4201307;Episódico;Epidêmico;Piorou
42;4201406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4201505;Sem transmissão;Episódico;Piorou
42;4201604;Episódico;Episódico;Se manteve
42;4201653;Episódico;Episódico;Se manteve
42;4201703;Episódico;Episódico;Se manteve
42;4201802;Episódico;Episódico;Se manteve
42;4201901;Episódico;Episódico/Epidêmico;Piorou
42;4201950;Episódico;Episódico;Se manteve
42;4202008;Epidêmico;Epidêmico;Se manteve
42;4202057;Episódico;Episódico/Epidêmico;Piorou
42;4202073;Episódico;Episódico/Epidêmico;Piorou
42;4202081;Episódico;Episódico;Se manteve
42;4202099;Episódico;Episódico/Epidêmico;Piorou
42;4202107;Episódico;Episódico/Epidêmico;Piorou
42;4202131;Episódico;Sem transmissão;Melhorou
42;4202156;Episódico;Episódico/Epidêmico;Piorou
42;4202206;Episódico;Episódico;Se manteve
42;4202305;Episódico/Epidêmico;Epidêmico;Piorou
42;4202404;Episódico/Epidêmico;Transmissão Persistente;Piorou
42;4202438;Sem transmissão;Sem transmissão;Se manteve
42;4202453;Episódico/Epidêmico;Epidêmico;Piorou
42;4202503;Episódico;Episódico;Se manteve
42;4202537;Episódico;Episódico;Se manteve
42;4202578;Episódico;Episódico/Epidêmico;Piorou
42;4202602;Episódico;Episódico;Se manteve
42;4202701;Episódico;Episódico/Epidêmico;Piorou
42;4202800;Episódico;Episódico/Epidêmico;Piorou
42;4202859;Episódico;Episódico;Se manteve
42;4202875;Sem transmissão;Sem transmissão;Se manteve
42;4202909;Episódico/Epidêmico;Epidêmico;Piorou
42;4203006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4203105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4203154;Sem transmissão;Sem transmissão;Se manteve
42;4203204;Episódico/Epidêmico;Epidêmico;Piorou
42;4203253;Sem transmissão;Sem transmissão;Se manteve
42;4203303;Episódico;Episódico/Epidêmico;Piorou
42;4203402;Sem transmissão;Episódico;Piorou
42;4203501;Episódico;Episódico/Epidêmico;Piorou
42;4203600;Episódico;Episódico;Se manteve
42;4203709;Episódico;Episódico/Epidêmico;Piorou
42;4203808;Episódico;Episódico/Epidêmico;Piorou
42;4203907;Episódico;Episódico;Se manteve
42;4203956;Episódico;Episódico/Epidêmico;Piorou
42;4204004;Episódico;Episódico;Se manteve
42;4204103;Episódico;Episódico/Epidêmico;Piorou
42;4204152;Sem transmissão;Sem transmissão;Se manteve
42;4204178;Sem transmissão;Sem transmissão;Se manteve
42;4204194;Sem transmissão;Episódico;Piorou
42;4204202;Epidêmico;Epidêmico;Se manteve
42;4204251;Episódico;Episódico;Se manteve
42;4204301;Episódico/Epidêmico;Epidêmico;Piorou
42;4204350;Episódico;Episódico/Epidêmico;Piorou
42;4204400;Episódico/Epidêmico;Epidêmico;Piorou
42;4204459;Episódico;Episódico;Se manteve
42;4204509;Episódico;Episódico;Se manteve
42;4204558;Sem transmissão;Episódico;Piorou
42;4204608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4204707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4204756;Episódico;Episódico;Se manteve
42;4204806;Episódico;Episódico;Se manteve
42;4204905;Episódico;Episódico/Epidêmico;Piorou
42;4205001;Episódico;Episódico/Epidêmico;Piorou
42;4205100;Sem transmissão;Episódico;Piorou
42;4205159;Episódico;Sem transmissão;Melhorou
42;4205175;Episódico;Episódico/Epidêmico;Piorou
42;4205191;Episódico;Episódico;Se manteve
42;4205209;Episódico;Episódico;Se manteve
42;4205308;Episódico;Episódico;Se manteve
42;4205357;Episódico;Episódico;Se manteve
42;4205407;Epidêmico;Transmissão Persistente;Piorou
42;4205431;Episódico;Episódico/Epidêmico;Piorou
42;4205456;Episódico;Episódico;Se manteve
42;4205506;Episódico;Episódico/Epidêmico;Piorou
42;4205555;Sem transmissão;Sem transmissão;Se manteve
42;4205605;Episódico;Episódico;Se manteve
42;4205704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4205803;Episódico;Epidêmico;Piorou
42;4205902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4206009;Episódico;Episódico;Se manteve
42;4206108;Episódico;Episódico;Se manteve
42;4206207;Episódico;Episódico;Se manteve
42;4206306;Episódico;Episódico/Epidêmico;Piorou
42;4206405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4206504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4206603;Episódico;Episódico/Epidêmico;Piorou
42;4206652;Episódico;Episódico/Epidêmico;Piorou
42;4206702;Episódico;Episódico;Se manteve
42;4206751;Sem transmissão;Episódico;Piorou
42;4206801;Episódico;Episódico;Se manteve
42;4206900;Episódico;Episódico/Epidêmico;Piorou
42;4207007;Episódico;Episódico/Epidêmico;Piorou
42;4207106;Episódico;Episódico/Epidêmico;Piorou
42;4207205;Episódico;Episódico;Se manteve
42;4207304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4207403;Episódico;Episódico;Se manteve
42;4207502;Episódico/Epidêmico;Epidêmico;Piorou
42;4207577;Sem transmissão;Sem transmissão;Se manteve
42;4207601;Episódico;Episódico/Epidêmico;Piorou
42;4207650;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4207684;Episódico;Episódico/Epidêmico;Piorou
42;4207700;Episódico;Episódico/Epidêmico;Piorou
42;4207759;Episódico;Episódico;Se manteve
42;4207809;Episódico;Episódico;Se manteve
42;4207858;Episódico;Episódico;Se manteve
42;4207908;Episódico;Episódico;Se manteve
42;4208005;Episódico;Episódico/Epidêmico;Piorou
42;4208104;Episódico;Episódico;Se manteve
42;4208203;Epidêmico;Epidêmico;Se manteve
42;4208302;Episódico/Epidêmico;Epidêmico;Piorou
42;4208401;Episódico;Episódico/Epidêmico;Piorou
42;4208450;Episódico;Episódico/Epidêmico;Piorou
42;4208500;Episódico;Episódico/Epidêmico;Piorou
42;4208609;Episódico;Episódico;Se manteve
42;4208708;Episódico;Episódico;Se manteve
42;4208807;Episódico;Episódico;Se manteve
42;4208906;Episódico/Epidêmico;Epidêmico;Piorou
42;4208955;Episódico;Episódico;Se manteve
42;4209003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4209102;Epidêmico;Transmissão Persistente;Piorou
42;4209151;Episódico;Episódico;Se manteve
42;4209177;Episódico;Episódico;Se manteve
42;4209201;Episódico;Sem transmissão;Melhorou
42;4209300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4209409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4209458;Sem transmissão;Episódico;Piorou
42;4209508;Episódico;Episódico;Se manteve
42;4209607;Episódico;Episódico;Se manteve
42;4209706;Sem transmissão;Sem transmissão;Se manteve
42;4209805;Sem transmissão;Sem transmissão;Se manteve
42;4209854;Episódico;Episódico;Se manteve
42;4209904;Episódico;Episódico/Epidêmico;Piorou
42;4210001;Episódico;Episódico;Se manteve
42;4210035;Episódico;Episódico;Se manteve
42;4210050;Sem transmissão;Episódico;Piorou
42;4210100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
42;4210209;Episódico;Episódico;Se manteve
42;4210308;Episódico;Sem transmissão;Melhorou
42;4210407;Episódico;Episódico;Se manteve
42;4210506;Episódico/Epidêmico;Epidêmico;Piorou
42;4210555;Episódico;Episódico;Se manteve
