muni_code;dengue_pattern_2010_2016;dengue_pattern_2017_2022;transition
3503000;Episódico/Epidêmico;Episódico;Melhorou
3503109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3503158;Episódico;Episódico;Se manteve
3503208;Epidêmico;Transmissão Persistente;Piorou
3503307;Epidêmico;Epidêmico;Se manteve
3503356;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3503406;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3503505;Episódico;Episódico/Epidêmico;Piorou
3503604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3503703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3503802;Episódico/Epidêmico;Epidêmico;Piorou
3503901;Epidêmico;Epidêmico;Se manteve
3503950;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504008;Epidêmico;Epidêmico;Se manteve
3504107;Epidêmico;Epidêmico;Se manteve
3504206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504404;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504602;Episódico/Epidêmico;Epidêmico;Piorou
3504701;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3504909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3505005;Episódico;Episódico/Epidêmico;Piorou
3505104;Episódico/Epidêmico;Epidêmico;Piorou
3505203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3505302;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3505351;Episódico;Episódico;Se manteve
3505401;Episódico;Episódico;Se manteve
3505500;Epidêmico;Epidêmico;Se manteve
3505609;Episódico/Epidêmico;Epidêmico;Piorou
3505708;Epidêmico;Epidêmico;Se manteve
3505807;Episódico/Epidêmico;Epidêmico;Piorou
3505906;Episódico/Epidêmico;Epidêmico;Piorou
3506003;Epidêmico;Transmissão Persistente;Piorou
3506102;Epidêmico;Epidêmico;Se manteve
3506201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3506300;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3506359;Epidêmico;Epidêmico;Se manteve
3506409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3506508;Epidêmico;Epidêmico;Se manteve
3506607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3506706;Episódico/Epidêmico;Epidêmico;Piorou
3506805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3506904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507100;Episódico/Epidêmico;Episódico;Melhorou
3507159;Episódico;Episódico;Se manteve
3507209;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507407;Episódico/Epidêmico;Epidêmico;Piorou
3507456;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507506;Epidêmico;Epidêmico;Se manteve
3507605;Epidêmico;Epidêmico;Se manteve
3507704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507753;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3507902;Episódico/Epidêmico;Epidêmico;Piorou
3508009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3508108;Epidêmico;Epidêmico;Se manteve
3508207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3508306;Episódico;Episódico/Epidêmico;Piorou
3508405;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3508504;Epidêmico;Epidêmico;Se manteve
3508603;Episódico/Epidêmico;Epidêmico;Piorou
3508702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3508801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3508900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509254;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509452;Episódico;Episódico;Se manteve
3509502;Transmissão Persistente;Transmissão Persistente;Se manteve
3509601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3509957;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3510005;Epidêmico;Epidêmico;Se manteve
3510104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3510153;Episódico;Episódico/Epidêmico;Piorou
3510203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3510302;Episódico/Epidêmico;Epidêmico;Piorou
3510401;Episódico/Epidêmico;Epidêmico;Piorou
3510500;Epidêmico;Epidêmico;Se manteve
3510609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3510708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3510807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3510906;Episódico;Episódico/Epidêmico;Piorou
3511003;Epidêmico;Epidêmico;Se manteve
3511102;Epidêmico;Epidêmico;Se manteve
3511201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3511300;Episódico/Epidêmico;Epidêmico;Piorou
3511409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3511508;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3511607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3511706;Episódico/Epidêmico;Epidêmico;Piorou
3511904;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3512001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3512100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3512209;Episódico/Epidêmico;Epidêmico;Piorou
3512308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3512407;Epidêmico;Epidêmico;Se manteve
3512506;Episódico/Epidêmico;Epidêmico;Piorou
3512605;Episódico;Episódico;Se manteve
3512704;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3512803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3512902;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3513009;Episódico/Epidêmico;Epidêmico;Piorou
3513108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3513207;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3513306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3513405;Epidêmico;Episódico/Epidêmico;Melhorou
3513504;Epidêmico;Epidêmico;Se manteve
3513603;Episódico;Episódico;Se manteve
3513702;Episódico/Epidêmico;Epidêmico;Piorou
3513801;Epidêmico;Epidêmico;Se manteve
3513850;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3513900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514403;Epidêmico;Epidêmico;Se manteve
3514502;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514809;Episódico;Episódico/Epidêmico;Piorou
3514908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514924;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3514957;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515004;Epidêmico;Episódico/Epidêmico;Melhorou
3515103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515129;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515152;Episódico/Epidêmico;Epidêmico;Piorou
3515186;Episódico/Epidêmico;Epidêmico;Piorou
3515194;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515202;Epidêmico;Epidêmico;Se manteve
3515301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515350;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515400;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515509;Epidêmico;Epidêmico;Se manteve
3515608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515657;Episódico;Episódico/Epidêmico;Piorou
3515707;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3515806;Episódico/Epidêmico;Episódico;Melhorou
3515905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516002;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516101;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516200;Epidêmico;Epidêmico;Se manteve
3516309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516408;Epidêmico;Episódico/Epidêmico;Melhorou
3516507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516606;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516705;Epidêmico;Epidêmico;Se manteve
3516804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3516853;Episódico/Epidêmico;Epidêmico;Piorou
3516903;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517109;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517307;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517406;Epidêmico;Epidêmico;Se manteve
3517505;Episódico/Epidêmico;Epidêmico;Piorou
3517604;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517703;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3517802;Epidêmico;Epidêmico;Se manteve
3517901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3518008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3518107;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3518206;Epidêmico;Epidêmico;Se manteve
3518305;Episódico/Epidêmico;Epidêmico;Piorou
3518404;Epidêmico;Epidêmico;Se manteve
3518503;Episódico;Episódico/Epidêmico;Piorou
3518602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3518701;Epidêmico;Epidêmico;Se manteve
3518800;Epidêmico;Epidêmico;Se manteve
3518859;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3518909;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519006;Episódico/Epidêmico;Epidêmico;Piorou
3519055;Episódico/Epidêmico;Epidêmico;Piorou
3519071;Epidêmico;Epidêmico;Se manteve
3519105;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519253;Episódico;Episódico/Epidêmico;Piorou
3519303;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519402;Epidêmico;Epidêmico;Se manteve
3519501;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519600;Epidêmico;Epidêmico;Se manteve
3519709;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519808;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3519907;Episódico/Epidêmico;Epidêmico;Piorou
3520004;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520103;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520202;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520301;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520400;Epidêmico;Epidêmico;Se manteve
3520426;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520442;Epidêmico;Epidêmico;Se manteve
3520509;Epidêmico;Epidêmico;Se manteve
3520608;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520707;Episódico/Epidêmico;Epidêmico;Piorou
3520806;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3520905;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521002;Epidêmico;Epidêmico;Se manteve
3521101;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521150;Episódico/Epidêmico;Epidêmico;Piorou
3521200;Episódico;Episódico;Se manteve
3521309;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521408;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521507;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521606;Episódico/Epidêmico;Epidêmico;Piorou
3521705;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521804;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3521903;Episódico/Epidêmico;Epidêmico;Piorou
3522000;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3522109;Epidêmico;Epidêmico;Se manteve
3522158;Episódico;Episódico;Se manteve
3522208;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3522307;Epidêmico;Epidêmico;Se manteve
3522406;Episódico/Epidêmico;Epidêmico;Piorou
3522505;Epidêmico;Episódico/Epidêmico;Melhorou
3522604;Epidêmico;Epidêmico;Se manteve
3522653;Episódico;Episódico;Se manteve
3522703;Epidêmico;Epidêmico;Se manteve
3522802;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3522901;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523008;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523107;Episódico/Epidêmico;Epidêmico;Piorou
3523206;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523305;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523404;Epidêmico;Episódico/Epidêmico;Melhorou
3523503;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523602;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523701;Episódico;Episódico/Epidêmico;Piorou
3523800;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3523909;Epidêmico;Epidêmico;Se manteve
3524006;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3524105;Epidêmico;Episódico/Epidêmico;Melhorou
3524204;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3524303;Epidêmico;Epidêmico;Se manteve
3524402;Epidêmico;Epidêmico;Se manteve
3524501;Episódico/Epidêmico;Epidêmico;Piorou
3524600;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3524709;Epidêmico;Epidêmico;Se manteve
3524808;Epidêmico;Epidêmico;Se manteve
3524907;Episódico/Epidêmico;Episódico;Melhorou
3525003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3525102;Epidêmico;Episódico/Epidêmico;Melhorou
3525201;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3525300;Epidêmico;Epidêmico;Se manteve
3525409;Episódico;Episódico/Epidêmico;Piorou
3525508;Episódico;Episódico/Epidêmico;Piorou
3525607;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3525706;Epidêmico;Epidêmico;Se manteve
3525805;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3525854;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3525904;Epidêmico;Epidêmico;Se manteve
3526001;Epidêmico;Epidêmico;Se manteve
3526100;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3526209;Episódico;Episódico;Se manteve
3526308;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3526407;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3526506;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3526605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3526704;Epidêmico;Epidêmico;Se manteve
3526803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3526902;Epidêmico;Epidêmico;Se manteve
3527009;Episódico;Episódico/Epidêmico;Piorou
3527108;Epidêmico;Epidêmico;Se manteve
3527207;Epidêmico;Epidêmico;Se manteve
3527256;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3527306;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3527405;Episódico/Epidêmico;Epidêmico;Piorou
3527504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3527603;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3527702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3527801;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3527900;Episódico;Episódico/Epidêmico;Piorou
3528007;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528205;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528502;Episódico/Epidêmico;Epidêmico;Piorou
3528601;Episódico/Epidêmico;Episódico;Melhorou
3528700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528809;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528858;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3528908;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529005;Epidêmico;Epidêmico;Se manteve
3529104;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529203;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529302;Epidêmico;Epidêmico;Se manteve
3529401;Epidêmico;Epidêmico;Se manteve
3529500;Episódico/Epidêmico;Epidêmico;Piorou
3529609;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529658;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529708;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529807;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3529906;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3530003;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3530102;Epidêmico;Epidêmico;Se manteve
3530201;Epidêmico;Epidêmico;Se manteve
3530300;Epidêmico;Epidêmico;Se manteve
3530409;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3530508;Epidêmico;Epidêmico;Se manteve
3530607;Epidêmico;Epidêmico;Se manteve
3530706;Epidêmico;Epidêmico;Se manteve
3530805;Epidêmico;Epidêmico;Se manteve
3530904;Episódico;Episódico/Epidêmico;Piorou
3531001;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3531100;Episódico/Epidêmico;Epidêmico;Piorou
3531209;Episódico;Episódico/Epidêmico;Piorou
3531308;Episódico/Epidêmico;Epidêmico;Piorou
3531407;Episódico/Epidêmico;Epidêmico;Piorou
3531506;Epidêmico;Episódico/Epidêmico;Melhorou
3531605;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3531704;Episódico;Episódico;Se manteve
3531803;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3531902;Epidêmico;Epidêmico;Se manteve
3532009;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532058;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532108;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532157;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532207;Episódico/Epidêmico;Epidêmico;Piorou
3532306;Episódico;Episódico;Se manteve
3532405;Episódico;Episódico/Epidêmico;Piorou
3532504;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532603;Episódico/Epidêmico;Epidêmico;Piorou
3532702;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532801;Episódico/Epidêmico;Epidêmico;Piorou
3532827;Episódico;Episódico;Se manteve
3532843;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3532868;Episódico;Episódico/Epidêmico;Piorou
3532900;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533007;Episódico/Epidêmico;Epidêmico;Piorou
3533106;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533205;Episódico/Epidêmico;Epidêmico;Piorou
3533254;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533304;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533403;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533502;Episódico/Epidêmico;Epidêmico;Piorou
3533601;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533700;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
3533809;Episódico;Episódico;Se manteve
3533908;Epidêmico;Epidêmico;Se manteve
3534005;Episódico/Epidêmico;Episódico/Epidêmico;Se manteve
